Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_6804,66.7696720061448,-2.07013943004497,0.32177799425058,-6.43344003329475,1.24747824498048E-10,7.75059056636314E-10
gene_4319,196.15545763993,-2.05093199543297,0.195711704537932,-10.4793527820686,1.07476729056243E-25,1.81663230240706E-24
gene_1491,26859.0365369672,-2.0366451432632,0.040007989107538,-50.9059612516108,0,0
gene_3567,182.632255941877,-2.03082275049135,0.216415845505409,-9.38389121068585,6.35818783832163E-21,8.29963846142895E-20
gene_6227,561.97990914822,-2.0299658919263,0.114232094391205,-17.7705390306018,1.19536611122345E-70,7.57678212037017E-69
gene_2082,167.972856837584,-2.02537551849586,0.2218758178177,-9.12841939431168,6.95066437894154E-20,8.42256977683504E-19
gene_2666,379.757325792126,-2.02295725195291,0.143889575259447,-14.0590953048914,6.77467303683667E-45,2.30199199272306E-43
gene_2824,1739.71649275717,-2.01807998824854,0.084229716508529,-23.9592399440665,7.4026463940134E-127,1.13484290765898E-124
gene_6008,846.884568842699,-2.00831357180109,0.107560255341173,-18.6715210505115,8.44140855229381E-78,6.70430905743624E-76
gene_380,110.08600094378,-1.99568529499838,0.261538584093931,-7.6305578464156,2.33740053860827E-14,1.97287379647961E-13
gene_6919,460.474668951897,-1.95546352196903,0.127816013056542,-15.2990495885988,7.75812761650069E-53,3.40943848319817E-51
gene_657,432.756640499553,-1.93801945146621,0.127408642956274,-15.2110516719916,2.98705668547645E-52,1.28697239677521E-50
gene_2533,191.469221282609,-1.92909666554138,0.202755783124625,-9.51438541388311,1.8279015042509E-21,2.46411589284702E-20
gene_5420,250.720924116246,-1.91852043263191,0.161541726065832,-11.8763150509489,1.57143243116293E-32,3.53545480758567E-31
gene_7641,2224.63340893258,-1.89311014170264,0.071574131002968,-26.4496420029766,3.68350576756321E-154,9.33910385376025E-152
gene_7412,546.892866253404,-1.88943291716183,0.110089526237713,-17.1626945971412,5.05145936315488E-66,2.87062242430319E-64
gene_7024,3395.83814346954,-1.88557904612052,0.075667890262467,-24.9191439008023,4.61475927979139E-137,8.22175491145536E-135
gene_2790,831.763709547139,-1.8663700007901,0.091243979594723,-20.4547194135978,5.45351061108605E-93,5.70627649972686E-91
gene_2631,52.4350020003394,-1.83432823466056,0.349935807715253,-5.24189921184967,1.58932180448137E-07,7.01258991642648E-07
gene_5039,388.66982944699,-1.83269929374171,0.133893252156218,-13.6877644259729,1.20149268352266E-42,3.75366813733715E-41
gene_4819,954.940202014677,-1.81245326794088,0.088760963790995,-20.4194861178914,1.12238599436959E-92,1.13827207305913E-90
gene_3134,2384.64607034615,-1.81133707106929,0.066354304935733,-27.2979586301694,4.4850148187244E-164,1.28544424717527E-161
gene_1225,253.514315583703,-1.81086232599218,0.172228836978819,-10.5142806382353,7.42452200829094E-26,1.26140332676943E-24
gene_5202,243.561253099008,-1.78832006578127,0.174850831237276,-10.2276898149514,1.49032070236795E-24,2.3903148588831E-23
gene_5503,8336.15768747917,-1.78223593677758,0.168983805534537,-10.54678542207,5.2564831566948E-26,9.07087355207647E-25
gene_3808,626.735761386232,-1.77218982600425,0.10717220039663,-16.5359096803612,2.02300933243E-61,1.05005334798256E-59
gene_739,584.572277591237,-1.76594810287325,0.238298494089976,-7.41065573921111,1.2567643684054E-13,1.01031594104005E-12
gene_3566,143.99699210372,-1.76398677242692,0.221565759876516,-7.96145926793938,1.70022035701849E-15,1.56753183125397E-14
gene_3451,841.64930832088,-1.76348248931574,0.099858832860988,-17.6597546635725,8.56109648532768E-70,5.27427551694206E-68
gene_307,19913.7020062756,-1.76333401158644,0.046633460976245,-37.8126344189783,0,0
gene_7072,634.115831079806,-1.74705396645436,0.106171771559525,-16.4549761277636,7.72523294808267E-61,3.94765392199698E-59
gene_3741,954.090353766424,-1.74212281776448,0.093185720587401,-18.6951692467785,5.41982314713304E-78,4.41079928221E-76
gene_6503,1320.48980261967,-1.73947210925888,0.182482275201973,-9.53227981914199,1.53866403518435E-21,2.08272552770743E-20
