Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_4438,2201.31761472487,0.09969201596103,0.067676473344055,1.4730675378756,0.14073282555906,0.171876042809309
gene_4974,1941.54313772447,0.099745355750106,0.066988490476014,1.48899243797443,0.136489360044912,0.167066026736538
gene_574,1921.085702284,0.099895585884085,0.070035371592492,1.42635904704464,0.153764728512107,0.186440796995034
gene_5703,2666.28852196026,0.100449716855727,0.061418840267264,1.63548703327221,0.101946990730113,0.127370760324849
gene_619,1759.47233713583,0.100667725965861,0.066711648472608,1.50899772784351,0.131299363437349,0.161253870678941
gene_5910,2098.62779921406,0.100877992262405,0.075650946986207,1.33346635146283,0.182378810694219,0.21799889483417
gene_3829,453.569761058187,0.101140857597612,0.119632567607044,0.845429130383866,0.397871285821537,0.445217562428492
gene_5307,6152.08845700014,0.101339652232819,0.054209355453763,1.86941260202317,0.06156543264372,0.079409259962161
gene_2775,1478.85777563541,0.101352321962541,0.087084040406028,1.16384496504741,0.244486846095009,0.285184035382874
gene_3525,1546.00089408006,0.102255136974388,0.077683642218739,1.31630204318254,0.188072685370002,0.223949594372649
gene_2010,17440.0705677399,0.102632934076985,0.084108711899086,1.22024142041463,0.222373369197304,0.26157125192088
gene_6192,2357.65665473853,0.102905220660567,0.062119470063947,1.65656951926078,0.097606539084062,0.122273257366026
gene_2090,2674.87225974753,0.103246141650978,0.059291630538363,1.74132741355757,0.081626203606271,0.103397386067454
gene_6133,4022.61334791614,0.103409405657282,0.059425686665671,1.74014658407,0.081833282229156,0.103590492976949
gene_7321,840.203211906875,0.103485503007283,0.086680345555318,1.19387506296039,0.232526843500076,0.272247763150338
gene_6078,413.607458652455,0.103555131744007,0.119847826390853,0.8640551511238,0.387557594606064,0.435158194285217
gene_1058,2616.71063001036,0.103585961749883,0.060687389525403,1.70687786309415,0.08784475616542,0.110698539546645
gene_6174,1102.17576951085,0.103850614489525,0.092209655219308,1.12624447236605,0.260062054128785,0.301852001022162
gene_6997,771.35852824198,0.104035838337315,0.097508160302467,1.06694494096288,0.285996699408134,0.329452559623145
gene_4541,5578.63534460657,0.104098593406333,0.056134926757622,1.85443536527282,0.063676899166855,0.08197184845745
gene_5678,3068.408488597,0.104193042087139,0.071608140633324,1.45504465226473,0.145656900222279,0.177494031360964
gene_1120,6527.60905925895,0.104451699206363,0.056589458881868,1.84578013768269,0.064924135722025,0.083479331788121
gene_5251,371.012551227629,0.1046126832568,0.126657696102223,0.825948098506144,0.408833534320688,0.456396538907928
gene_5552,72.8962586197763,0.10467911636381,0.25331800025541,0.413232049275088,0.679436609058248,0.719500053381644
gene_5358,372.066714346283,0.104808545351119,0.120101137844846,0.87266904570477,0.382843494366826,0.430232567699291
gene_4360,835.553010616612,0.104996757850975,0.10265513422465,1.02281058462406,0.306397412496413,0.35116829857697
gene_3963,318.939182430337,0.105649807393081,0.143157167956701,0.737998724765471,0.460515224059989,0.506520509997708
gene_5521,3487.09149715772,0.105755435882623,0.064724377681843,1.63393515195264,0.102272467751871,0.12765608251672
gene_4466,1917.31155417782,0.105800172889252,0.081485387362844,1.29839442767987,0.194151832964121,0.230686912160731
gene_6734,8564.33261792852,0.106211734124179,0.051992713794581,2.04281958706392,0.041070300855053,0.054393529623265
gene_3530,1534.49486581637,0.106503259880457,0.070440847046646,1.51195314005707,0.13054578394306,0.160478293970026
gene_197,1136.86795750589,0.106649560362808,0.088216295044616,1.20895533312602,0.226680006170747,0.266113177453173
gene_270,975.587415258025,0.106653679916427,0.091855627404383,1.16110120773436,0.245600743657341,0.28622937731555
gene_3618,400.108355943141,0.106680847904947,0.134220420469109,0.794818311044553,0.426719197887767,0.473708037107971
gene_6564,1994.55583238458,0.10670733921113,0.065675242093313,1.62477268160683,0.104211003992953,0.130001694675589
gene_7476,1228.86451418077,0.107044972883093,0.086416974257699,1.23870308816738,0.215455474632805,0.253888281599396
gene_997,1531.7125593883,0.107122264625825,0.080005700059237,1.3389329078617,0.180592515457003,0.21609950921152
gene_3912,1022.9924685077,0.107538204579427,0.079613495491423,1.35075346102612,0.176774420600948,0.211993845395006
gene_163,4362.60721708986,0.107704639245081,0.057977424737065,1.85769960865863,0.06321168412476,0.08140485888559
gene_5411,1328.78499268188,0.107909801867303,0.081080356554773,1.33089944904726,0.183222098566621,0.218807931300582
gene_829,109.852658084697,0.108152943853713,0.233128620003342,0.463919633085645,0.642705326010538,0.684906308019984
gene_154,2408.96840030636,0.108496769067603,0.073769066607206,1.47076239483021,0.141355385605473,0.172572241750515
gene_7527,11347.7520421219,0.109436677346469,0.049610120675125,2.20593451209527,0.027388585341975,0.037241450445346
gene_625,2472.46442193862,0.109573528151133,0.063499064434693,1.72559279615572,0.08442069627539,0.106690489640095
gene_6455,1059.62959006536,0.109674444783135,0.077620538062539,1.41295651280811,0.15766851100217,0.190927620268471
gene_1206,2042.44198670932,0.109775642933113,0.080208103037171,1.36863532207262,0.17111329701459,0.205843283542624
gene_1783,71.901952552027,0.109993802624709,0.292136222406307,0.376515454737853,0.706533728148843,0.743761402165654
gene_4110,1863.83931561125,0.110212051612188,0.076640182884179,1.43804525856554,0.15042121310677,0.182892829032704
gene_5827,585.520100410435,0.110932730971171,0.108406582691777,1.02330253584855,0.306164825144999,0.350962922162204
gene_2255,3613.46729966461,0.111001518593908,0.06053584519074,1.83364943933892,0.066706048370845,0.085686702353246
gene_2740,1964.20782096982,0.111238571488011,0.066204507650648,1.6802265500561,0.092913245507853,0.116727592263593
gene_6462,1139.30541651817,0.111722591837539,0.079450529911391,1.40619064419256,0.1596675215758,0.193205931391335
