Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_6718,1812,1842,1816,1727,1865,1604
gene_672,1681,1642,1820,1124,1186,1149
gene_6722,885,1017,818,815,850,911
gene_6723,1053,1226,1257,1361,1338,1290
gene_6724,915,888,978,843,962,760
gene_6725,1843,1874,2034,1233,1140,1262
gene_6726,571,652,578,495,549,526
gene_6727,982,977,797,454,485,531
gene_6729,4337,5398,5062,3284,3626,3547
gene_673,726,799,945,674,545,539
gene_6734,8523,10041,8540,8809,10047,8944
gene_6735,21774,23590,23757,15838,17398,16008
gene_6736,591,661,748,697,732,679
gene_6737,1968,2170,2035,862,793,837
gene_6738,1593,1443,1545,803,974,907
gene_6739,830,918,888,1216,1303,1200
gene_674,989,1327,1124,1223,1349,1230
gene_6741,1623,1865,1798,1589,1650,1636
gene_6744,2785,2864,3112,2545,2769,2551
gene_6745,65,84,54,65,50,51
gene_6746,4840,5756,5056,4221,4495,4167
gene_6747,4790,5112,5008,4714,4928,4616
gene_6748,1552,1227,1484,1516,1262,1225
gene_6749,681,675,782,777,798,745
gene_675,2255,2954,2568,2219,2371,2122
gene_6750,2704,2590,3149,1927,2118,1627
gene_6752,168,148,213,175,151,127
gene_6753,431,510,516,459,432,411
gene_6755,2137,2592,2278,1381,1702,1464
gene_6756,489,593,604,480,589,454
gene_6757,11796,12159,12742,7352,8331,7401
gene_6758,1146,1216,1217,914,985,824
gene_6759,13,24,26,22,50,15
gene_676,6482,8263,7233,5678,6704,6001
gene_6761,354,468,352,294,265,241
gene_6762,4360,5100,4341,3852,4004,4007
gene_6765,738,857,793,628,673,653
gene_6766,2544,2754,2601,2164,2489,2414
gene_6768,1329,1614,1441,1280,1396,1344
gene_6769,3573,4129,4007,2917,3255,3037
gene_677,1509,1797,1699,1605,1680,1373
gene_6770,1298,1359,1201,1419,1374,1359
gene_6771,1109,1264,1092,746,892,825
gene_6772,3577,4145,3706,3881,4095,3369
gene_6773,11348,13686,12181,8567,9413,8749
gene_6774,11395,13052,11663,11289,11895,11428
gene_6775,2829,3547,3021,2535,3018,2660
gene_6776,3584,4358,3681,3844,4567,3884
gene_6777,18603,21733,18681,14410,15892,14534
gene_6778,889,1024,926,710,687,684
gene_6779,955,948,947,768,631,602
gene_678,592,679,821,488,582,471
gene_6780,836,911,955,1054,1055,1044
gene_6781,11317,13379,12180,16191,17519,16025
gene_6782,344,434,461,318,426,347
gene_6783,1442,1770,1719,1286,1588,1304
gene_6784,1363,1758,1623,1377,1437,1455
gene_6785,20820,22413,20126,18121,19356,18124
gene_6786,1311,1513,1361,808,1115,937
gene_6788,338,437,456,517,500,412
gene_6789,3383,3992,3987,3604,3943,3808
gene_679,3969,4369,4092,3533,3962,3676
gene_6790,1121,1336,1114,1101,1100,1172
gene_6791,4429,4796,4728,2429,2647,2425
gene_6792,1606,1933,1615,1242,1292,1098
gene_6793,6307,6062,6114,5376,5306,4821
gene_6794,438,482,484,453,560,463
gene_6795,1605,1744,1539,1793,1587,1679
gene_6796,474,493,534,179,196,204
gene_6797,1339,1619,1326,1327,1536,1440
gene_6798,2015,1984,2101,2083,1853,1861
gene_6799,360,436,381,370,269,322
gene_68,589,594,574,429,411,395
gene_680,1063,1378,1209,682,790,830
gene_6800,207,221,216,200,285,232
gene_6801,943,1113,959,720,906,775
gene_6802,2543,3261,2749,2701,2926,2788
gene_6803,4002,4533,3841,3794,4215,3651
gene_6804,124,106,121,31,27,13
gene_6806,6493,6234,6863,4270,4530,4063
gene_6807,1243,1332,1395,782,924,906
gene_6808,191,325,199,142,190,138
gene_6810,10498,13010,12099,7045,7640,7288
gene_6811,6274,7506,6822,4427,4953,4332
gene_6814,11749,12239,12368,7734,7845,7980
gene_6815,833,929,1019,871,909,851
gene_6816,3345,4501,3858,2600,3040,2548
gene_6817,967,1064,988,825,1043,902
gene_6818,2784,3380,3244,4206,4673,4022
gene_6819,1447,1745,1592,1309,1447,1411
gene_682,491,626,556,623,693,595
gene_6820,942,1275,1130,892,997,957
gene_6821,2967,3627,3223,2242,2518,2411
gene_6824,1624,2021,1709,1594,1897,1730
gene_6825,1681,2156,2025,1771,2037,1808
gene_6826,3039,3577,3429,2755,3007,2696
gene_6827,2202,2452,2504,1963,2017,1817
gene_6828,1148,1276,1172,1310,1561,1454
gene_683,7359,9268,8396,6904,7680,7571
gene_6830,910,1072,1087,974,969,984
gene_6831,2755,3491,3084,2662,2963,2630
gene_6832,517,587,661,245,275,284
gene_6833,191,257,180,152,156,159
gene_6834,10072,11264,10613,8913,9465,9209
gene_6837,919,972,965,220,266,305
gene_6838,125,172,166,148,143,137
gene_6839,8735,10195,9485,5522,6425,5469
gene_684,1832,2087,1831,1678,1744,1615
gene_6841,15069,16302,16000,4992,5778,5004
gene_6842,6857,7647,6920,3186,3170,3001
gene_6843,1369,1444,1476,895,985,900
gene_6844,3663,4282,3992,3477,3665,3578
gene_6849,11906,11655,12571,14642,14950,14084
gene_685,1906,2124,2062,2325,2436,2341
gene_6850,253,212,279,212,241,228
gene_6851,2754,3328,2877,2666,3142,2819
gene_6852,4173,4933,4117,4523,4992,4520
gene_6856,2965,3196,3184,2796,2918,2804
gene_6857,530,619,730,569,531,462
gene_686,588,702,740,598,562,540
gene_6860,301,240,323,128,163,122
gene_6861,819,822,833,715,758,691
gene_6862,519,574,584,371,415,328
gene_6863,104,88,65,56,55,40
gene_6864,369,429,369,260,275,250
gene_687,2313,2878,2898,2044,2474,2142
gene_6871,633,738,637,814,908,722
gene_6872,688,758,735,606,695,708
gene_6873,1959,2336,2063,2269,2234,1968
gene_6874,278,293,267,310,297,294
gene_6875,1461,1546,1561,1483,1531,1282
gene_6876,2031,2252,1932,1681,1676,1504
gene_6877,3127,3018,3031,3490,3206,3122
gene_6878,962,976,1002,747,673,625
gene_6879,152,183,159,86,104,60
gene_688,40,38,31,34,40,12
gene_6880,123,141,135,75,62,73
gene_6887,893,1050,873,794,832,730
gene_6888,928,1088,978,1166,1207,1167
gene_689,1339,1705,1664,1652,1803,1699
gene_6890,1544,1784,1514,1106,1238,1085
gene_6891,108,114,154,73,77,106
gene_6897,172,237,210,250,230,229
gene_6898,905,1150,1060,1002,1179,952
gene_69,307,325,363,342,368,314
gene_690,3410,3917,3321,3817,4334,3572
gene_6900,12,18,38,28,26,29
gene_6903,261,313,384,374,391,325
gene_6907,2852,2778,2884,2105,2094,1842
gene_691,2918,3375,3359,2377,2594,2463
gene_6911,1762,1798,1613,1531,1731,1619
gene_6912,541,664,622,284,363,387
gene_6913,232,280,285,271,290,253
gene_6914,377,396,397,309,369,234
gene_6915,14,19,32,23,21,36
gene_6917,1897,1881,1966,1604,1796,1397
gene_6919,728,838,832,172,212,139
gene_6920,1965,2280,2044,1938,2440,2076
gene_6921,537,659,556,711,703,639
gene_6923,972,1137,1138,956,1010,953
gene_6924,2961,3786,3261,3213,3335,3164
gene_6925,985,1324,1129,812,973,875
gene_6926,103,107,93,120,103,85
gene_6927,1108,1013,1031,916,983,813
gene_693,1292,1205,1392,1564,1276,1285
gene_6931,519,615,437,572,666,615
gene_6932,9287,11065,10070,10667,11207,9971
gene_6933,1430,1793,1505,1374,1447,1377
gene_6934,310,346,372,187,206,242
gene_6935,115,118,64,74,68,61
gene_6937,1809,2347,1911,1629,1866,1770
gene_6938,598,894,658,545,821,663
gene_6939,767,813,718,466,535,500
gene_6940,1035,1100,1077,1004,1010,965
gene_6941,719,758,867,592,549,629
gene_6943,941,1015,1030,1080,1182,1158
gene_6944,2309,2577,2438,2065,2581,2360
gene_6945,54,71,81,62,91,63
gene_6946,788,799,786,745,841,753
gene_6947,1153,1209,1212,924,1028,859
gene_6948,3007,3613,2963,3343,3844,3458
gene_695,3253,3855,3304,3137,3290,3238
gene_6953,40,33,33,16,17,25
gene_6954,827,947,1007,189,184,163
gene_6955,57,80,64,73,33,37
gene_6956,2071,2164,2366,1778,1765,1791
gene_6957,2116,1939,2141,1419,1418,1356
gene_6958,5596,4840,5447,4498,4332,4178
gene_6959,1168,1426,1393,1309,1400,1337
gene_696,457,595,450,458,518,446
gene_6960,3216,4083,3953,20181,21957,20220
gene_6961,864,1138,1207,2506,3031,3049
gene_6962,223,227,317,161,155,117
gene_6965,347,479,372,651,679,688
gene_6969,4790,5766,4905,6048,6493,5875
gene_697,860,1121,959,28,23,26
gene_6971,931,1135,1008,1026,966,889
gene_6972,1782,2216,1977,1716,1901,1621
gene_6973,1871,2346,2062,1719,1916,1637
gene_6974,397,573,500,217,245,228
gene_6975,1430,1718,1611,1579,1545,1568
gene_6977,218,324,295,164,129,147
gene_6978,4479,4854,4557,3052,3139,2750
gene_6979,3094,3442,3271,3039,3287,2970
gene_698,2430,2569,2569,2252,2269,2252
gene_6980,6404,7739,6923,6218,6922,6089
gene_6981,5459,5151,5802,6039,5472,5206
gene_6982,2127,2485,2494,2635,2940,2789
gene_6985,23495,25800,25924,11718,13462,12508
gene_6986,5137,5225,5133,4136,4685,4093
gene_6987,85,93,105,52,66,43
gene_6988,11387,12294,12483,3774,4432,4014
gene_6989,495,501,535,594,541,537
gene_699,2738,3002,2796,2640,2890,2961
gene_6990,1654,1791,1668,1072,1409,1226
gene_6991,71,100,103,46,51,41
gene_6992,512,804,726,347,417,304
gene_6995,2181,2647,2524,2086,2328,2134
gene_6996,2959,3543,3655,1595,1803,1755
gene_6997,751,930,753,811,707,795
gene_6998,6923,8193,7392,6629,6946,6196
gene_6999,3464,4093,3472,2732,3095,2972
gene_7,635,806,564,603,652,657
gene_70,595,736,715,326,375,411
gene_700,2399,2507,2847,2222,2764,2334
gene_7000,41,42,25,42,23,33
gene_7001,5623,6447,6307,4700,4910,4708
gene_7002,5710,6531,6571,4304,4684,4338
gene_7003,709,946,801,331,471,405
gene_7004,1665,2031,2114,2727,3043,2821
gene_7005,1182,1523,1159,1352,1367,1234
gene_7009,1675,1931,1739,1671,1821,1643
gene_701,990,945,1020,323,418,368
gene_7010,2804,3534,3280,2143,2534,2434
gene_7011,1591,1926,1830,1053,1220,1099
gene_7012,1126,1242,1311,884,1036,968
gene_7013,4431,5067,5000,3011,3302,2999
gene_7016,10500,11365,10679,8256,9004,8298
gene_7017,2185,2514,2469,2181,2562,2654
gene_7018,3467,4150,3984,1796,2269,1998
gene_7019,4311,4359,5008,317,385,381
gene_702,494,675,667,723,804,853
gene_7020,3374,3156,3268,2633,2672,2574
gene_7021,812,1063,800,570,660,631
gene_7022,121265,143916,130623,39365,42918,38537
gene_7023,17309,18964,19913,3299,3840,3383
gene_7024,5724,5757,5969,1412,1454,1133
gene_7025,4265,3745,3998,3976,3427,3273
gene_7026,1739,1931,1713,1367,1598,1560
gene_7027,3011,3701,3433,3037,3277,2930
gene_7029,76490,84586,80980,59312,62856,59464
gene_7030,5185,5583,5810,3755,4175,3984
gene_7034,1208,1277,1274,489,504,439
gene_7035,666,720,689,494,597,456
gene_7036,1634,1501,1796,1199,1517,1431
gene_7037,830,1041,922,984,1150,1004
gene_7038,2996,3293,3317,2897,3226,2964
gene_7039,1703,2075,2008,1482,1594,1507
gene_704,780,813,689,565,649,739
gene_7041,1410,1767,1618,1735,1666,1509
gene_7042,7279,9291,8079,7247,8123,7812
gene_7043,699,731,839,436,493,509
gene_7044,894,960,825,882,855,714
gene_7045,72,49,64,48,19,75
gene_7046,779,965,920,687,673,721
gene_7047,785,1064,949,943,992,957
gene_7049,406,408,339,359,349,346
gene_705,821,1020,883,768,871,733
gene_7050,414,416,371,380,389,380
gene_7052,11048,11634,11901,6490,7169,6689
gene_7053,306,333,325,263,397,258
gene_7054,6430,7249,7188,2368,2673,2439
gene_7055,1381,1568,1502,1316,1413,1541
gene_7056,554,641,587,174,173,188
gene_7058,2723,3098,2875,2502,2717,2587
gene_7059,3318,4007,3537,3635,3712,3639
gene_706,1743,2034,1880,1828,1894,1666
gene_7060,1270,1539,1272,1408,1513,1394
gene_7061,4806,5551,4830,4668,5043,4581
gene_7062,8075,8710,8565,7331,8185,7379
gene_7063,8443,10526,9453,9032,8761,8452
gene_7064,4055,5196,4113,3899,4414,4319
gene_7065,3921,4219,4133,2731,3294,3054
gene_7066,2746,3092,2908,2295,2433,2517
gene_7067,234,299,276,180,224,189
gene_7068,660,805,702,781,742,680
gene_7069,292,388,333,259,229,234
gene_707,3943,4503,3848,3768,4015,3771
gene_7070,663,805,805,528,616,490
gene_7071,322,424,317,174,142,153
gene_7072,991,1105,1102,236,318,252
gene_7073,8733,10214,9040,8132,8651,8102
gene_7074,755,883,755,629,698,617
gene_7075,1255,1500,1607,1246,1331,1272
gene_7076,3195,4000,3708,3070,3108,3013
gene_7077,2480,2744,2754,2294,2555,2223
gene_7078,1593,1537,1461,1279,1212,1368
gene_7079,1233,1527,1301,829,942,899
gene_708,2322,2249,2446,2226,2193,2150
gene_7080,3647,4592,4057,4127,4608,3799
gene_7081,1423,1307,1268,1106,1269,1201
gene_7082,356,386,436,302,282,309
gene_7083,2316,2630,2391,1942,2124,2145
gene_7084,1754,1890,1936,480,673,561
gene_7085,4757,5153,4798,3720,4190,4188
gene_7086,1221,1386,1137,1148,1247,1085
gene_7087,1046,1273,1323,720,866,720
gene_7088,401,491,405,411,506,394
gene_7089,272,362,358,168,246,296
gene_709,1882,2038,2247,1769,1935,1819
gene_7090,1802,1947,1855,1783,1624,1645
gene_7091,2867,3646,2857,3016,3261,3189
gene_7092,1807,2347,1923,1766,2038,1934
gene_7093,3462,3634,3664,2443,2948,2722
gene_7094,2000,2227,2121,1616,1798,1725
gene_7095,1846,1953,1901,1410,1615,1397
gene_7096,2257,2767,2360,1946,2385,2073
gene_7097,2084,2641,2309,1977,2042,2069
gene_7098,6491,7167,6649,6870,6948,6495
gene_7099,3266,3738,3635,2653,2923,2610
gene_71,496,430,496,291,309,353
gene_710,3001,3285,3636,1541,1843,1698
gene_7100,2757,3041,2978,2230,2458,2229
gene_7101,2689,2808,2420,2769,2926,2932
gene_7102,392,504,521,266,320,323
gene_7103,5415,5361,6033,3636,3879,3508
gene_7105,2831,3245,2844,1892,2355,2222
gene_7106,140,160,147,120,172,122
gene_7108,680,1013,787,505,648,550
gene_7109,15168,17921,15812,11627,13223,11507
gene_711,3252,3555,3417,2603,2920,2820
gene_7110,2042,2122,2238,1740,2020,1820
gene_7111,2697,3575,3410,3170,3506,3420
gene_7112,11638,12682,12147,8205,8723,7867
gene_7113,27642,32639,28862,27207,27889,25858
gene_7114,206,236,227,187,233,145
gene_7115,9997,11816,10772,12362,12817,11486
gene_7116,3069,3813,3309,3228,3849,3253
gene_7117,1352,1490,1207,1209,1344,1263
gene_7118,4132,4613,4085,3970,4475,4424
gene_7119,25136,30367,28561,15808,17596,16814
gene_712,1055,990,1097,1415,1192,1170
gene_7120,849,1065,1122,377,449,339
gene_7121,1825,2332,1879,1611,2127,1740
gene_7125,4456,5080,4287,4480,4673,4169
gene_7126,4012,4646,4119,4186,4916,4458
gene_7127,370,508,412,366,423,363
gene_713,374,505,518,377,354,430
gene_7130,1184,1212,1180,916,1124,997
gene_7131,4270,5074,4730,3925,4275,4077
gene_7132,2213,3081,2777,2617,2976,2667
gene_7133,36,36,30,44,37,23
gene_7135,1223,1507,1476,1103,1292,1063
gene_7136,1603,2033,1722,1495,1614,1412
gene_7137,892,1045,1175,689,634,685
gene_714,1107,1134,1291,541,459,616
gene_7140,4197,4111,4389,3838,3878,3864
gene_7141,1231,1506,1439,1642,1448,1400
gene_7142,3392,3712,3565,2963,3483,3038
gene_7147,392,506,434,677,715,703
gene_7148,705,755,681,731,767,731
gene_715,66,109,97,102,49,64
gene_7152,292,391,289,701,773,622
gene_7153,1360,1520,1458,1870,1973,1632
gene_7154,717,780,841,733,736,715
gene_7155,2772,3173,3123,1996,2439,2355
gene_7156,1138,1341,1164,1170,1286,1247
gene_7157,131,181,168,125,172,143
gene_7159,5466,6085,6393,2939,3244,3297
gene_716,13510,14581,13932,9403,10215,9374
gene_7160,21,32,30,25,31,19
gene_7161,1955,2393,2092,2307,2335,2282
gene_7162,1710,1878,1876,1582,1820,1620
gene_7163,1318,1502,1332,1510,1417,1512
gene_7164,9878,10670,11510,5556,6595,5961
gene_7165,3247,3647,3146,3453,3816,3477
gene_7166,8226,8694,8210,7412,7623,6822
gene_7167,1308,1364,1381,1222,1327,1263
gene_7168,933,1068,1074,943,1001,926
gene_7169,693,890,798,711,900,698
gene_7171,561,754,734,390,427,296
gene_7172,392,480,377,220,261,226
gene_7173,4740,5506,4907,5194,5674,5234
gene_7174,2162,2270,2146,1454,1651,1585
gene_7175,24070,28838,26400,19442,21984,20329
gene_7176,30276,36433,34205,26032,31894,28778
gene_7177,1064,1373,1296,839,1004,865
gene_718,117,81,104,117,139,126
gene_7180,67,67,41,73,45,39
gene_7181,1010,893,1297,662,675,592
gene_7182,31,73,41,36,39,50
gene_7183,62,69,24,37,28,24
gene_7184,4124,5684,5062,4853,5192,5173
gene_7185,33370,40475,36648,41423,42626,39943
gene_7186,2097,2354,1903,1663,1903,1764
gene_7187,10518,12871,11531,9797,11302,10483
gene_7188,1217,1354,1284,1166,1273,1215
gene_7189,138,139,148,143,110,97
gene_7190,6559,7801,6635,2976,3415,3244
gene_7191,622,721,598,740,833,840
gene_7192,115,185,146,93,134,127
gene_7193,970,911,1079,685,793,713
gene_7194,870,975,928,853,916,848
gene_7195,2394,2819,2346,2727,3009,2723
gene_7196,1752,1879,1728,1343,1564,1379
gene_7197,882,1216,976,819,981,783
gene_7198,1695,2279,2050,1957,2043,1825
gene_7199,2247,2317,2398,1358,1565,1284
gene_720,738,872,760,724,905,715
gene_7200,1155,1238,1379,1047,1205,1027
gene_7201,2253,2593,2514,2408,2034,2334
gene_7202,2713,3182,2685,2340,2656,2475
gene_7203,3675,4531,4214,3441,3396,3171
gene_7204,1353,1428,1530,1106,1170,1005
gene_7206,1056,1404,1046,1118,1101,1006
gene_7209,14147,18419,15640,12449,13083,12261
gene_721,724,761,690,647,600,696
gene_7210,1641,1725,1676,1503,1556,1343
gene_7211,4454,5344,5095,4216,4603,4478
gene_7212,39341,46193,40654,38593,42870,39795
gene_7213,2988,3629,3424,3483,3615,3346
gene_7214,2787,3086,2931,8721,9413,8284
gene_7215,889,956,978,775,825,718
gene_7216,501,733,687,189,207,199
gene_7217,1837,2141,2166,1523,1563,1667
gene_7218,2251,2796,2508,2434,2445,2225
gene_722,632,794,690,627,708,649
gene_7220,1197,1515,1483,1365,1479,1433
gene_7221,1222,1260,1044,973,1076,1023
gene_7222,469,492,442,453,507,532
gene_7225,673,816,742,413,585,489
gene_7226,5732,6776,6014,5827,6231,5442
gene_7227,482,619,516,488,463,492
gene_7228,1095,1261,1208,955,964,927
gene_7229,530,653,604,562,638,629
gene_723,325,411,390,303,390,310
gene_7230,2153,2312,2588,1249,1220,1278
gene_7231,2139,2377,2258,1694,1988,1883
gene_7232,353,504,318,384,455,393
gene_7233,788,977,824,759,794,671
gene_7234,1313,1495,1519,657,748,574
gene_7236,1931,2261,2113,1569,1861,1621
gene_7237,2546,3229,2986,2094,2393,2281
gene_7238,679,832,946,527,585,531
gene_7239,1404,1696,1517,996,1095,1120
gene_724,151070,153540,155676,78971,81462,77764
gene_7240,5479,6496,6286,5463,6006,5622
gene_7241,154,179,150,298,246,250
gene_7242,30427,32042,33502,12884,14872,14207
gene_7243,66,100,112,101,94,79
gene_7244,5211,5770,5719,5832,6557,5967
gene_7249,1062,1153,1021,433,520,502
gene_725,15725,18394,16639,12856,14377,13151
gene_7250,1170,1284,1136,847,1063,915
gene_7251,2495,3006,2600,2538,2805,2379
gene_7252,3421,4033,3587,2484,2620,2436
gene_7253,1485,1681,1628,1239,1410,1226
gene_7254,1308,1466,1317,904,994,993
gene_7255,2167,2445,2419,1949,2319,2000
gene_7256,1905,2189,2083,2274,2573,2205
gene_7257,1060,1256,1381,1424,1578,1368
gene_726,5249,6657,5955,5645,6125,5741
gene_7260,589,669,790,643,541,502
gene_7261,3007,3459,3200,2615,3006,2709
gene_7262,620,634,681,342,367,330
gene_7263,289,477,425,287,263,257
gene_7264,105,76,73,81,75,70
gene_7265,94,90,124,86,118,95
gene_7266,130,131,130,96,125,129
gene_7267,53,72,43,28,13,24
gene_7268,25,30,43,14,14,23
gene_7269,2246,2797,2664,2618,2892,2714
gene_727,1577,1676,1390,1382,1468,1331
gene_7270,2060,1924,2008,1390,1371,1398
gene_7275,2253,2510,2349,2406,2955,2625
gene_7277,3393,3825,3349,3591,4095,3902
gene_728,1560,1797,1901,1338,1642,1584
gene_7280,1154,1335,1207,1027,936,981
gene_7281,3301,3722,3888,2660,2491,2565
gene_7282,875,1062,1000,1190,1309,1249
gene_7284,2253,2627,2313,2063,2144,2244
gene_7285,3135,3345,3498,2872,3029,2816
gene_7288,5066,6343,5646,5717,6112,5650
gene_7289,4124,4558,4591,3785,4494,4046
gene_7292,2523,3270,2766,2426,2559,2329
gene_7296,1422,1924,1557,1788,1869,1612
gene_7297,282,302,282,289,230,310
gene_7298,701,927,1038,581,811,597
gene_7299,641,778,656,656,712,651
gene_7300,62,85,96,75,59,65
gene_7301,589,670,638,553,617,594
gene_7302,369,468,376,537,505,463
gene_7304,525,659,627,864,922,746
gene_7305,2805,3071,3062,2604,2880,2449
gene_7306,20261,22417,22109,15502,18658,16789
gene_7308,3172,3520,3586,3014,3174,2882
gene_7309,1372,1441,1474,1008,1119,970
gene_7310,23393,24618,27731,23063,25378,23132
gene_7311,1485,1727,1583,1331,1431,1351
gene_7312,1290,1276,1173,1296,1416,1194
gene_7313,746,785,729,970,1048,812
gene_7314,1513,1725,1446,1644,1651,1768
gene_7315,32736,35102,32418,33775,37525,34572
gene_7316,689,754,674,1087,1088,1023
gene_7321,1501,1867,1770,1998,2012,2009
gene_7322,1387,1616,1408,3187,3273,2698
gene_7323,799,816,739,1020,1302,1015
gene_7324,832,936,1017,1831,2103,1928
gene_7325,19,16,39,64,109,95
gene_7326,2180,2378,2606,5004,5261,4712
gene_7327,697,872,740,742,842,709
gene_7328,1730,2045,1718,1785,2034,1632
gene_7329,48,60,39,49,61,57
gene_7330,535,636,551,499,514,597
gene_7331,13204,15871,13967,13664,15190,14304
gene_7332,25102,29730,26268,21813,24227,20120
gene_7333,370,352,361,275,360,273
gene_7334,33,19,34,32,22,18
gene_7335,31,28,16,26,26,14
gene_7339,801,910,848,241,264,256
gene_734,3865,4282,3997,2720,2896,2887
gene_7340,269,241,232,109,172,114
gene_7341,3446,4097,3777,3117,3622,3125
gene_7342,576,685,525,371,457,467
gene_7344,1668,1857,1811,1368,1328,1259
gene_7345,1461,1446,1721,430,473,432
gene_7346,709,766,826,397,307,449
gene_7347,1709,1967,1958,1241,1392,1370
gene_7348,1093,1207,1103,1156,1057,1035
gene_7349,6006,5770,6080,5903,5604,5489
gene_7350,668,462,572,439,556,380
gene_7352,629,678,701,623,696,594
gene_7353,879,1056,974,725,780,728
gene_7354,1888,2099,2149,1492,1761,1536
gene_7355,3117,3515,3262,2462,2538,2449
gene_7356,1206,1342,1362,1061,1153,972
gene_7357,352,395,420,216,278,231
gene_7358,557,541,590,298,403,320
gene_7360,3449,4142,3912,2497,2537,2153
gene_7361,14279,16260,16365,6544,8669,7301
gene_7362,1559,1825,1943,1021,1056,1047
gene_7363,2114,2155,2077,2426,2647,2510
gene_7364,2398,2858,2434,2453,2763,2601
gene_7365,613,655,706,791,818,959
gene_7366,194,194,241,152,145,126
gene_7368,7228,6852,7023,7136,7712,7275
gene_7369,14,31,33,19,26,19
gene_737,142,120,145,173,145,215
gene_7370,85,69,49,65,44,63
gene_7371,2122,2516,2121,2592,2736,2389
gene_7372,611,729,712,537,711,695
gene_7373,340,355,413,329,397,324
