Gene	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
gene_2953	874	944	882
gene_2954	45	68	51
gene_2955	61	54	72
gene_2956	2931	3323	3092
gene_2957	276	308	289
gene_2958	1103	1329	1249
gene_2959	1286	1393	1243
gene_2960	2900	3168	2829
gene_2961	17	30	21
gene_2962	8	17	10
gene_2963	0	0	0
gene_2964	111	107	85
gene_2965	597	584	619
gene_2966	52	106	73
gene_2967	380	490	463
gene_2968	70	64	67
gene_2969	71	48	58
gene_2970	699	757	724
gene_2971	340	375	297
gene_2972	30	47	34
gene_2973	0	0	0
gene_2974	34	50	65
gene_2975	3624	4045	3685
gene_2976	972	1072	982
gene_2977	522	608	449
gene_2978	82	67	115
gene_2979	12633	13058	12056
gene_2980	16	6	6
gene_2981	23569	25296	23192
gene_2982	1477	1575	1323
gene_2983	4199	4564	4191
gene_2984	313	364	407
gene_2985	6388	7314	6816
gene_2986	1563	1902	1771
gene_2987	289	477	399
gene_2988	1731	1976	1778
gene_2989	0	0	0
gene_2990	2506	2868	2683
gene_2991	1333	1467	1326
gene_2992	1871	2025	1582
gene_2993	3845	4405	3984
gene_2994	1839	2024	1642
gene_2995	421	491	415
gene_2996	222	275	251
gene_2998	303	369	295
gene_2999	380	375	402
gene_3000	29	34	59
gene_3001	579	528	492
gene_3002	644	606	592
gene_3003	1756	2042	1610
gene_3004	141	115	144
gene_3005	97	76	104
gene_3006	684	726	745
gene_3007	869	1065	920
gene_3008	345	430	465
gene_3009	1417	1634	1502
gene_3010	107	69	128
gene_3011	39	22	42
gene_3012	10	10	9
gene_3013	6	0	0
gene_3014	144	130	101
gene_3015	1257	1352	1297
gene_3016	6975	7162	6538
gene_3017	2628	3123	2792
gene_3018	10343	11587	10534
gene_3019	1381	1548	1576
gene_3020	2831	3047	2688
gene_3021	1296	1484	1254
gene_3022	1158	1385	1083
gene_3023	1789	1965	1762
gene_3024	790	724	652
gene_3025	23	6	4
gene_3027	400	419	416
gene_3028	20	3	10
gene_3029	0	0	0
gene_3031	1	0	0
gene_3032	3493	3784	3684
gene_3033	1533	1847	1536
gene_3034	7278	7869	7384
gene_3035	932	989	1001
gene_3036	1416	1527	1326
gene_3037	809	807	742
gene_3038	4744	5308	5052
gene_3039	1159	1223	1271
gene_3040	1038	1138	980
gene_3041	2262	2252	1768
gene_3042	2017	2301	2132
gene_3043	104	91	129
gene_3044	56581	61490	56449
gene_3045	46693	48303	43288
gene_3046	382	510	493
gene_3047	35574	40508	37011
gene_3048	379	377	445
gene_3049	3317	3831	3461
gene_3050	253	277	211
gene_3051	31	29	11
gene_3052	26	36	33
gene_3053	1317	1204	1241
gene_3054	100	78	82
gene_3055	9	7	8
gene_3056	1	0	0
gene_3057	0	0	0
gene_3058	506	554	568
gene_3059	1437	1629	1671
gene_3060	17	19	11
gene_3061	16	13	41
gene_3062	1582	1711	1631
gene_3063	2233	2380	2239
gene_3064	0	0	0
gene_3065	804	853	836
gene_3066	4584	4460	4366
gene_3067	1375	1579	1356
gene_3068	1521	1576	1623
gene_3069	1429	1913	1773
gene_3071	8	0	0
gene_3072	0	0	0
gene_3073	0	1	0
gene_3074	1	8	10
gene_3075	6941	7750	7523
gene_3076	23681	27342	25332
gene_3077	0	0	0
gene_3078	209	132	122
gene_3079	1664	1760	1639
gene_3080	3819	3984	3672
gene_3081	1992	2315	1948
gene_3082	1321	1431	1417
gene_3083	0	0	0
gene_3084	0	1	0
gene_3085	1585	1638	1618
gene_3086	2938	3054	2760
gene_3087	773	802	753
gene_3088	2920	3299	3156
gene_3089	1803	1554	1480
gene_3090	55	58	69
gene_3091	1076	1224	1120
gene_3092	4533	4511	4484
gene_3093	412	503	384
gene_3094	154	225	225
gene_3095	1125	1397	1402
gene_3096	506	506	443
gene_3097	4860	5583	5300
gene_3099	2851	2629	2626
gene_3100	584	691	598
gene_3101	8	4	2
gene_3102	9	0	0
gene_3103	2093	2124	1937
gene_3104	2327	2414	2338
gene_3105	329	276	256
gene_3106	1077	1174	1016
gene_3107	1525	1568	1531
gene_3108	5505	6201	5488
gene_3109	3	7	7
gene_3110	0	0	0
gene_3112	1	0	0
gene_3113	1394	1390	1445
gene_3114	3010	3243	3091
gene_3115	865	1006	928
gene_3116	2104	2310	2250
gene_3117	722	604	596
gene_3118	403	501	460
gene_3119	6623	6547	6253
gene_3120	1156	1470	1226
gene_3121	515	570	528
gene_3122	431	377	387
gene_3123	2446	2860	2231
gene_3124	0	0	0
gene_3125	5	5	1
gene_3126	11245	13286	12516
gene_3127	12	4	12
gene_3129	1409	1557	1435
gene_3130	1609	1832	1483
gene_3131	196	331	266
gene_3133	11969	12639	12131
gene_3134	1025	982	912
gene_3135	74	110	89
gene_3136	31453	34138	30314
gene_3137	2726	2574	2590
gene_3138	0	0	0
gene_3139	0	0	0
gene_3140	0	0	0
gene_3141	1524	1880	1577
gene_3142	1765	1923	1950
gene_3143	61	84	67
gene_3144	5239	6345	5680
gene_3146	2220	2322	2358
gene_3147	1737	1749	1727
gene_3148	914	811	849
gene_3149	14	13	18
gene_3150	1569	1606	1489
gene_3151	1410	1604	1629
gene_3152	1053	1216	1196
gene_3153	56	47	42
gene_3154	879	884	884
gene_3155	1160	1489	1361
gene_3157	2770	3025	2760
gene_3158	1128	1071	1017
gene_3159	1622	1538	1555
gene_3160	266	285	240
gene_3161	17	15	26
gene_3162	600	682	649
gene_3163	161	149	137
gene_3164	317	294	248
gene_3165	732	978	821
gene_3166	13986	15108	13698
gene_3167	1022	1066	980
gene_3168	8252	9068	8490
gene_3169	436	367	437
gene_3170	861	888	859
gene_3171	5606	6663	6244
gene_3172	55	62	41
gene_3173	271	427	366
gene_3174	2625	2907	2616
gene_3175	486	520	504
gene_3176	436	553	564
gene_3177	4231	4713	4364
gene_3178	1538	1641	1643
gene_3179	623	672	613
gene_3180	1631	1787	1653
gene_3181	3014	3250	3055
gene_3182	1654	1768	1796
gene_3183	1539	1632	1518
gene_3184	3482	3448	3347
gene_3185	8772	9537	8849
gene_3186	927	831	886
gene_3187	490	494	378
gene_3188	1193	1344	1220
gene_3189	500	599	476
gene_3190	1412	1617	1392
gene_3191	2137	2390	2353
gene_3192	1862	2030	1887
gene_3193	1328	1578	1376
gene_3194	633	718	615
gene_3195	2055	2122	2004
gene_3196	108	168	120
gene_3197	5932	6221	5856
gene_3198	1375	1637	1397
gene_3199	177	277	180
gene_3200	698	669	616
gene_3201	1034	1069	958
gene_3202	2176	2270	2056
gene_3203	1507	1628	1542
gene_3204	0	0	0
gene_3205	2189	2373	2094
gene_3206	1932	2075	1692
gene_3207	764	844	748
gene_3208	376	454	394
gene_3209	3830	4401	4083
gene_3210	1344	1317	1262
gene_3211	1306	1505	1385
gene_3212	3162	3656	3568
gene_3213	2048	2024	1823
gene_3214	139	187	193
gene_3215	52	38	32
gene_3216	12277	13200	12230
gene_3217	8154	8593	8622
gene_3218	1543	1792	1634
gene_3219	2524	2947	2493
gene_3220	4743	4793	4773
gene_3221	3229	3643	3058
gene_3222	2807	2997	2854
gene_3223	654	749	646
gene_3224	2807	2733	2505
gene_3225	911	894	948
gene_3226	9578	11229	10497
gene_3227	223	202	200
gene_3228	1767	2028	1812
gene_3229	84	31	66
gene_3230	2448	2195	2134
gene_3231	2205	2440	2329
gene_3232	6246	6751	6180
gene_3233	17257	18126	16182
gene_3234	3007	3127	2853
gene_3235	6966	8131	7199
gene_3236	412	409	350
gene_3237	3303	3521	3218
gene_3238	4244	4554	3980
gene_3239	0	2	13
gene_3240	4833	5522	4593
gene_3241	2254	2372	2056
gene_3242	1199	1177	991
gene_3243	1435	1609	1265
gene_3244	178	238	222
gene_3245	2074	2240	1947
gene_3246	1822	2262	2142
gene_3247	450	409	459
gene_3248	75	128	139
gene_3249	1346	1469	1218
gene_3250	0	0	0
gene_3251	3878	4567	4017
gene_3252	3866	4244	3834
gene_3253	391	384	385
gene_3254	5425	5834	5524
gene_3255	3999	4210	3810
gene_3256	748	716	747
gene_3257	7313	7656	6919
gene_3258	12	14	23
gene_3259	2510	2699	2508
gene_3260	1527	1724	1392
gene_3261	1911	2374	2097
gene_3262	6369	6808	6350
gene_3263	262	279	269
gene_3264	3116	3605	3092
gene_3265	169	130	128
gene_3266	598	569	506
gene_3267	276	231	219
gene_3268	12728	13400	12659
gene_3269	1084	1151	1106
gene_3270	1049	991	899
gene_3271	5183	5607	5266
gene_3272	2021	2340	2062
gene_3273	353	364	327
gene_3274	10244	11594	10685
gene_3275	2672	2936	2961
gene_3276	2820	3334	2957
gene_3277	3587	3807	3760
gene_3278	4664	5021	4528
gene_3279	2463	2459	2589
gene_3280	3847	4037	3712
gene_3281	34	45	36
gene_3282	1310	1392	1265
gene_3283	1405	1428	1395
gene_3284	2911	2923	2918
gene_3285	350	344	279
gene_3286	4396	4808	4489
gene_3287	5979	6314	5425
gene_3288	2076	2619	2245
gene_3289	159	149	163
gene_3290	2447	2598	2276
gene_3291	4524	4981	4481
gene_3292	1064	1362	1107
gene_3293	1950	1975	1959
gene_3294	2227	2322	1897
gene_3295	1816	1994	1795
gene_3297	3559	3862	3698
gene_3298	4819	5071	4636
gene_3299	2346	2425	2326
gene_3300	24	23	2
gene_3301	584	535	544
gene_3302	3099	3552	3432
gene_3304	255	176	196
gene_3305	1325	1386	1209
gene_3306	5235	5563	5057
gene_3307	2682	2921	2843
gene_3308	0	2	0
gene_3309	1	0	0
gene_3310	1182	1172	1301
gene_3311	527	561	627
gene_3312	6	8	0
gene_3313	0	0	0
gene_3314	691	743	653
gene_3315	3690	4271	3877
gene_3316	114	77	108
gene_3317	566	569	512
gene_3318	2176	2403	2352
gene_3320	5080	6011	5326
gene_3321	1135	1266	1134
gene_3322	1619	1814	1607
gene_3323	1361	1584	1345
gene_3324	0	0	0
gene_3325	0	0	0
gene_3326	0	0	0
gene_3327	6318	7153	6460
gene_3328	75	78	86
gene_3329	1	2	8
gene_3330	3378	3396	3267
gene_3331	14200	17572	15542
gene_3332	3057	2890	2783
gene_3333	297	204	206
gene_3334	241	257	222
gene_3336	2110	2007	2037
gene_3337	16591	18761	15470
gene_3338	4108	4699	4290
gene_3339	473	488	487
gene_3340	2386	2592	2461
gene_3341	1547	1740	1626
gene_3342	2013	2349	2057
gene_3344	1278	1296	1047
gene_3345	1279	1571	1370
gene_3346	1150	1256	1160
gene_3347	290	314	236
gene_3348	478	599	510
gene_3349	2240	2224	2054
gene_3350	708	742	821
gene_3351	6978	7964	7149
gene_3352	218	229	220
gene_3353	79	80	90
gene_3354	3184	3485	2797
gene_3355	1590	1720	1688
gene_3356	183	223	193
gene_3357	3057	3187	2881
gene_3358	199	179	235
gene_3359	2255	2331	2263
gene_3360	6	2	2
gene_3361	79	51	70
gene_3362	472	591	497
gene_3363	151	114	111
gene_3364	3371	3981	3617
gene_3365	235	254	253
gene_3366	1059	1255	1096
gene_3367	772	768	688
gene_3368	494	627	566
gene_3370	283	273	290
gene_3371	3291	3387	3058
gene_3372	2843	3341	2942
gene_3373	6411	7077	6421
gene_3374	1872	1828	1667
gene_3375	847	833	778
gene_3376	1033	1222	1183
gene_3377	0	0	1
gene_3378	0	0	0
gene_3379	0	0	0
gene_3380	1143	1426	1422
gene_3381	2648	2710	2544
gene_3382	1052	1050	881
gene_3383	203	226	200
gene_3384	2422	2740	2594
gene_3385	512	697	626
gene_3386	1732	1913	1660
gene_3387	2177	2192	2225
gene_3388	17964	19808	19124
gene_3389	1352	1404	1446
gene_3390	1826	1858	1751
gene_3391	138	138	115
gene_3392	324	438	396
gene_3393	454	475	493
gene_3394	2058	1959	2091
gene_3395	398	399	435
gene_3396	102	205	142
gene_3397	269	322	308
gene_3398	2049	2282	2017
gene_3399	2129	2300	2145
gene_3400	1478	1781	1511
gene_3401	2646	3034	2714
gene_3402	3673	4001	3773
gene_3403	1315	1581	1472
gene_3404	1297	1408	1224
gene_3405	906	882	863
gene_3406	6170	7451	6803
gene_3407	284	308	344
gene_3408	475	547	572
gene_3409	102	92	145
gene_3410	2175	2204	1998
gene_3411	1128	1325	1194
gene_3412	952	987	985
gene_3413	613	719	635
gene_3414	963	1157	1023
gene_3415	431	544	434
gene_3416	2254	2598	2361
gene_3417	681	729	668
gene_3418	325	332	280
gene_3419	2477	2764	2502
gene_3420	5	0	3
gene_3421	1275	1340	1322
gene_3422	865	903	752
gene_3423	158	252	174
gene_3424	3935	4277	3991
gene_3425	484	484	446
gene_3426	4735	4907	4774
gene_3427	704	771	785
gene_3428	974	1079	982
gene_3429	245	231	193
gene_3430	842	921	806
gene_3431	7888	9138	8708
gene_3432	72	96	77
gene_3433	6432	7777	7171
gene_3434	2081	2289	2104
gene_3435	704	845	724
gene_3436	1360	1566	1389
gene_3437	2354	2574	2069
gene_3438	3488	3610	3455
gene_3439	21	1	1
gene_3440	0	0	0
gene_3441	0	0	0
gene_3442	2802	3397	3077
gene_3443	1596	1697	1487
gene_3444	58	52	44
gene_3445	1547	1690	1496
gene_3446	2376	2844	2435
gene_3447	532	581	434
gene_3448	5417	5777	5341
gene_3449	239	254	222
gene_3450	1469	1390	1284
gene_3451	325	353	379
gene_3452	96	100	132
gene_3453	1159	1178	1257
gene_3454	764	753	821
gene_3455	1444	1636	1506
gene_3456	43	32	15
gene_3457	42	15	16
gene_3459	7921	7641	7500
gene_3460	1040	1142	1005
gene_3461	439	603	512
gene_3462	1957	2307	2010
gene_3463	41433	43858	40553
gene_3464	1615	1777	1707
gene_3465	4278	4536	4144
gene_3466	2291	2166	1948
gene_3467	355	385	376
gene_3468	555	589	516
gene_3469	3203	3769	3418
gene_3470	913	1055	922
gene_3471	3322	3614	3212
gene_3472	2351	2369	2309
gene_3473	353	375	353
gene_3474	1432	1639	1487
gene_3475	218	221	233
gene_3476	889	996	840
gene_3477	1692	1722	1621
gene_3478	0	4	0
gene_3479	15	10	10
gene_3480	1103	1134	921
gene_3481	777	1070	844
gene_3482	681	752	720
gene_3483	2413	2720	2388
gene_3484	18	33	11
gene_3485	1322	1620	1469
gene_3487	1839	2003	1785
gene_3488	1250	1343	1243
gene_3489	2275	2771	2558
gene_3490	1011	917	919
gene_3491	158	192	165
gene_3492	56	85	68
gene_3493	2978	3245	2999
gene_3494	5121	5461	4940
gene_3495	939	905	784
gene_3496	1999	2070	2073
gene_3497	1755	2033	1792
gene_3498	11439	11620	10894
gene_3499	749	611	688
gene_3501	509	429	421
gene_3502	3143	3199	3126
gene_3503	1551	1557	1605
gene_3504	104	91	96
gene_3505	174	194	158
gene_3506	1385	1547	1336
gene_3507	4188	4616	4265
gene_3508	478	543	470
gene_3509	1254	1595	1373
gene_3510	17374	18496	17818
gene_3511	1954	2221	2159
gene_3512	2620	3213	2777
gene_3513	1699	2098	1906
gene_3514	542	727	676
gene_3515	1854	1965	1908
gene_3516	485	458	481
gene_3517	6416	6538	5941
gene_3518	7	11	2
gene_3519	2505	2661	2441
gene_3520	524	606	485
gene_3521	1950	2219	1998
gene_3522	128	163	218
gene_3523	4270	4471	4085
gene_3524	1918	2173	1987
gene_3525	2372	2742	2382
gene_3526	1445	1701	1489
gene_3527	1300	1417	1433
gene_3528	9655	11141	10043
gene_3529	35	37	19
gene_3530	1718	1975	1688
gene_3531	3401	3563	3471
gene_3533	0	0	0
gene_3534	0	0	0
gene_3535	1528	1790	1519
gene_3536	4175	4487	4201
gene_3537	110	108	156
gene_3538	182	242	192
gene_3539	745	867	915
gene_3540	625	663	593
gene_3541	2409	2591	2187
gene_3542	14631	16832	14658
gene_3543	788	819	761
gene_3544	4539	5009	4544
gene_3545	2533	2722	2613
gene_3546	2161	2225	2093
gene_3547	2763	3039	2667
gene_3548	55	63	57
gene_3549	2027	2259	1833
gene_3550	1670	1739	1740
gene_3551	986	1238	975
gene_3552	393	489	414
gene_3553	4521	5096	4825
gene_3554	542	595	578
gene_3555	231	285	254
gene_3556	1741	1777	1723
gene_3558	2641	2623	2529
gene_3559	608	636	629
gene_3560	346	349	325
gene_3561	8079	8396	7789
gene_3562	1237	1340	1369
gene_3563	2307	2547	2327
gene_3564	908	1023	968
gene_3565	515	581	527
gene_3566	77	65	39
gene_3567	46	65	87
gene_3568	792	746	740
gene_3569	400	441	424
gene_3570	1717	2040	1799
gene_3571	8104	9045	8535
gene_3572	4	0	0
gene_3573	8	6	24
gene_3574	3932	3949	3804
gene_3575	7964	9030	8197
gene_3576	4414	4745	4134
gene_3577	1041	1069	1135
gene_3578	555	561	560
gene_3579	3050	2894	2961
gene_3580	2482	2843	2425
gene_3581	12	17	14
gene_3582	248	276	271
gene_3583	160	184	180
gene_3584	5306	5660	5452
gene_3585	227	264	295
gene_3586	1901	2213	1904
gene_3587	3286	3593	3067
gene_3588	2780	3005	2595
gene_3589	12134	13818	13267
gene_3590	2992	3221	3111
gene_3591	2431	2660	2397
gene_3593	0	0	0
gene_3594	1013	1012	1008
gene_3595	8	0	2
gene_3596	0	0	0
gene_3597	3028	3336	2968
gene_3598	881	1103	886
gene_3599	265	287	257
gene_3600	653	752	756
gene_3601	1621	1928	1779
gene_3602	1588	1943	1758
gene_3603	2801	2820	2694
gene_3604	423	410	372
gene_3605	212	262	195
gene_3606	310	337	371
gene_3607	10928	12405	11097
gene_3608	176	190	183
gene_3609	523	670	553
gene_3610	558	754	592
gene_3611	3102	3417	3456
gene_3612	3177	3543	3223
gene_3613	6	0	2
gene_3614	1571	1713	1716
gene_3615	1260	1171	1179
gene_3616	72	56	67
gene_3617	1226	1535	1227
gene_3618	710	754	728
gene_3619	4914	5167	4665
gene_3620	6179	6697	6120
gene_3621	576	743	652
gene_3622	316	306	271
gene_3623	13	22	6
gene_3624	30	57	50
gene_3625	2963	3354	3193
gene_3626	979	782	946
gene_3627	7059	7429	7040
gene_3628	2335	2235	2109
gene_3629	5363	5848	5293
gene_3630	2825	2975	2716
gene_3631	1889	1868	1657
gene_3632	1438	1490	1298
gene_3633	54	31	30
gene_3634	0	0	0
gene_3635	462	494	379
gene_3636	30	25	16
gene_3637	1344	1472	1362
gene_3638	3996	4316	3910
gene_3639	108	122	159
gene_3640	1351	1444	1248
gene_3641	7322	7962	7720
gene_3642	1998	2198	2022
gene_3643	1890	2188	2142
gene_3644	1	8	2
gene_3645	0	0	1
gene_3646	5470	5685	5464
gene_3647	133	262	174
gene_3649	50	86	50
gene_3650	133	166	192
gene_3651	15	14	4
gene_3652	0	0	0
gene_3654	1988	2138	1817
gene_3655	60	48	42
gene_3656	7	7	1
gene_3657	1657	1731	1544
gene_3658	318	355	349
gene_3659	4232	4656	4099
gene_3661	397	486	485
gene_3662	6734	6936	6315
gene_3663	2111	2388	2408
gene_3664	7979	9087	7806
gene_3665	0	0	2
gene_3666	626	758	739
gene_3667	5	6	6
gene_3668	185	195	114
gene_3669	4404	4550	4151
gene_3670	2158	2459	2106
gene_3671	3662	4249	3654
gene_3672	2518	2990	2708
gene_3673	2390	2681	2334
gene_3674	839	1060	921
gene_3675	845	921	876
gene_3676	1127	1166	1120
gene_3677	1313	1424	1283
gene_3678	682	894	689
gene_3679	756	819	716
gene_3680	1143	1239	1112
gene_3681	6450	6960	7010
gene_3682	11046	11061	9764
gene_3683	13756	15641	14604
gene_3684	1958	2122	1923
gene_3685	2521	2849	2358
gene_3686	807	776	777
gene_3687	1258	1343	1281
gene_3688	248	285	270
gene_3689	670	767	742
gene_3690	2	7	7
gene_3691	384	478	391
gene_3692	66	69	78
gene_3693	66	90	97
gene_3694	1005	1140	1107
gene_3695	7792	8117	7695
gene_3696	40	64	37
gene_3697	900	1044	929
gene_3698	94	182	98
gene_3699	137	138	195
gene_3700	1147	965	900
gene_3701	855	1015	990
gene_3702	230	299	265
gene_3703	0	0	0
gene_3704	5	0	0
gene_3705	310	320	291
gene_3706	101	120	127
gene_3707	15	12	9
gene_3708	70	49	69
gene_3709	315	420	313
gene_3710	560	668	525
gene_3711	287	271	262
gene_3712	22	51	49
gene_3713	1332	1579	1398
gene_3714	470	699	585
gene_3715	2922	3305	3248
gene_3716	2466	3037	2695
gene_3717	132	184	154
gene_3718	171	161	147
gene_3719	167	137	137
gene_3720	1460	1684	1303
gene_3721	145	136	93
gene_3722	128	127	128
gene_3723	272	267	168
gene_3724	2597	3019	2625
gene_3725	47	86	58
gene_3726	1493	1630	1430
gene_3727	1112	1332	1201
gene_3728	101	102	81
gene_3729	474	460	503
gene_3730	674	698	671
gene_3731	923	944	898
gene_3732	1271	1406	1184
gene_3733	337	319	318
gene_3734	12	3	14
gene_3736	40	53	51
gene_3737	3504	3569	3191
gene_3738	1104	1320	1366
gene_3739	1281	1327	1107
gene_3740	2230	2401	2123
gene_3741	436	408	368
gene_3742	4080	4597	4493
gene_3743	3305	3239	3040
gene_3744	59	77	60
gene_3746	319	338	358
gene_3747	1017	1012	1045
gene_3748	1712	1676	1783
gene_3749	1002	1164	1119
gene_3750	3745	3846	3550
gene_3751	0	0	0
gene_3752	2455	2706	2391
gene_3753	224	243	266
gene_3754	2387	2573	2208
gene_3755	3260	3674	2975
gene_3756	2394	2634	2415
gene_3757	4951	5589	5190
gene_3758	130	162	159
gene_3759	1745	1813	1696
gene_3760	1495	1545	1615
gene_3761	2136	2272	2099
gene_3763	1040	973	982
gene_3764	744	767	637
gene_3765	1826	1947	1677
gene_3766	546	643	560
gene_3767	2	0	0
gene_3768	6	0	0
gene_3769	772	842	725
gene_3770	256	248	221
gene_3771	746	894	827
gene_3772	6471	7376	6785
gene_3773	4820	5569	4923
gene_3774	5076	5794	5491
gene_3775	4098	4606	4095
gene_3778	3017	3201	3115
gene_3779	16766	17420	15789
gene_3780	764	942	881
gene_3781	155	150	188
gene_3783	74	67	53
gene_3784	1082	1079	1061
gene_3785	214	271	305
gene_3786	10113	11593	10192
gene_3787	2100	2056	2268
gene_3788	628	467	473
gene_3789	270	314	296
gene_3790	844	931	842
gene_3791	1189	1330	1142
gene_3792	310	394	400
gene_3793	10	28	8
gene_3794	2073	2253	1847
gene_3795	952	999	873
gene_3796	944	1197	1172
gene_3797	1373	1555	1454
gene_3798	11	5	7
gene_3799	1694	1799	1657
gene_3800	2792	2822	2615
gene_3801	2129	2068	1958
gene_3802	433	544	512
gene_3803	8780	9822	8584
gene_3804	3729	3862	3655
gene_3805	1338	1473	1525
gene_3806	2335	2617	2159
gene_3807	25	11	14
gene_3808	274	258	251
gene_3809	3604	4274	3941
gene_3810	1485	1597	1623
gene_3811	0	0	0
gene_3812	0	0	0
gene_3813	0	0	0
gene_3814	1691	1845	1721
gene_3815	973	986	1107
gene_3816	2684	2878	2633
gene_3817	1242	1484	1287
gene_3818	4837	4861	4496
gene_3819	581	543	558
gene_3820	1112	1231	1075
gene_3821	2817	3116	3043
gene_3822	217	244	198
gene_3823	1372	1421	1069
gene_3824	2528	2766	2542
gene_3825	1559	1812	1648
gene_3826	3660	4034	3704
gene_3828	0	0	0
gene_3829	196	222	177
gene_3830	5526	6415	5836
gene_3831	1767	2189	2084
gene_3832	1434	1396	1238
gene_3833	4424	4547	4231
gene_3834	487	626	513
gene_3835	462	513	506
gene_3836	1103	1219	1129
gene_3837	36	12	20
gene_3838	256	276	284
gene_3839	0	0	0
gene_3841	374	654	529
gene_3842	51	58	54
gene_3843	931	1045	847
gene_3844	1405	1486	1344
gene_3845	1897	2003	1885
gene_3846	213	173	199
gene_3847	3420	3476	3156
gene_3848	172	185	150
gene_3849	13826	15888	15034
gene_3850	4713	5256	5022
gene_3852	1443	1487	1250
gene_3853	2792	3058	3012
gene_3854	2969	3159	2893
gene_3855	94	89	112
gene_3856	1189	1355	1285
gene_3857	4496	4972	4692
gene_3859	1939	1577	1913
gene_3860	1168	1073	1151
gene_3861	1155	1207	1204
gene_3862	173	176	144
gene_3863	0	0	0
gene_3864	2047	2112	2005
gene_3865	2163	2216	2088
gene_3866	1258	1246	1291
gene_3867	3109	3071	2690
gene_3868	19	0	6
gene_3869	1100	1214	1138
gene_3871	12	17	15
gene_3872	1020	1232	1169
gene_3873	63	117	86
gene_3874	1856	2014	1682
gene_3875	23	24	13
gene_3876	2540	2821	2732
gene_3877	1529	1748	1508
gene_3878	117	106	107
gene_3879	168	171	150
gene_3880	1622	1595	1461
gene_3881	215	203	186
gene_3882	2543	2810	2654
gene_3883	2838	3118	2888
gene_3884	1947	2274	1891
gene_3886	7339	7686	7051
gene_3887	2756	2922	2965
gene_3888	4274	5136	4244
gene_3889	9276	10088	8783
gene_3890	198	226	246
gene_3891	30	35	33
gene_3892	3330	3911	3348
gene_3893	25	10	5
gene_3894	3760	4385	3722
gene_3895	6107	6699	5825
gene_3896	547	605	558
gene_3897	2388	2689	2711
gene_3898	1076	1192	1018
gene_3899	4272	4761	4327
gene_3900	1576	1749	1716
gene_3901	6100	6489	5525
gene_3902	4996	5564	5075
gene_3903	5383	5523	5434
gene_3904	9611	10218	9803
gene_3905	367	558	422
gene_3906	1096	1306	1299
gene_3907	3123	3302	3039
gene_3908	5978	6695	6095
gene_3909	849	1024	938
gene_3910	4050	4255	4069
gene_3911	3217	2906	3136
gene_3912	1427	1463	1501
gene_3913	1931	1859	1669
gene_3914	1548	1565	1397
gene_3915	190	150	147
gene_3916	2117	2238	2320
gene_3917	4112	4478	4206
gene_3918	3175	3470	3138
gene_3919	69	46	55
gene_3920	1048	1090	1062
gene_3921	1850	1794	1689
gene_3922	4262	4063	3819
gene_3924	1506	1423	1210
gene_3925	3057	3508	3023
gene_3926	4092	4063	3925
gene_3927	767	878	830
gene_3928	2116	2257	2105
gene_3929	10992	10658	10633
gene_3930	1393	1607	1406
gene_3931	1699	1778	1692
gene_3932	1176	1315	1122
gene_3933	1832	1804	1615
gene_3934	2818	2730	2644
gene_3935	4670	4340	4329
gene_3936	947	1258	1108
gene_3937	1897	2036	1922
gene_3938	4465	4928	4573
gene_3939	396	452	428
gene_3940	24899	27014	24449
gene_3941	6348	6977	6309
gene_3942	2792	3269	2901
gene_3943	3697	3920	3619
gene_3944	8064	9396	8609
gene_3945	5791	6634	5926
gene_3946	157	142	148
gene_3947	45	29	30
gene_3948	531	681	636
gene_3949	992	1331	1003
gene_3950	493	445	497
gene_3951	1583	1818	1606
gene_3952	11	4	3
gene_3954	17202	19575	17945
gene_3955	2507	2814	2326
gene_3956	1206	1146	874
gene_3957	212	199	177
gene_3959	578	571	483
gene_3960	714	767	824
gene_3961	1738	1683	1588
gene_3962	20	19	40
gene_3963	193	227	224
gene_3964	961	1011	1038
gene_3965	2747	2879	2880
gene_3966	3177	3589	3202
gene_3967	2891	3104	3029
gene_3968	399	448	396
gene_3969	408	497	476
gene_3970	657	600	525
gene_3971	3513	3931	3703
gene_3972	2429	2438	2378
gene_3973	423	499	460
gene_3974	844	759	704
gene_3975	64	47	73
gene_3976	902	1117	919
gene_3977	1738	1845	1624
gene_3978	3678	3728	3470
gene_3979	2414	2499	2555
gene_3980	663	780	737
gene_3981	904	984	1022
gene_3982	265	263	243
gene_3983	2749	2760	2645
gene_3984	1068	1242	1100
gene_3985	182	171	210
gene_3986	416	507	412
gene_3987	444	530	392
gene_3988	35492	38416	35542
gene_3989	44	94	67
gene_3990	196	209	193
gene_3991	880	836	845
gene_3992	484	539	460
gene_3993	477	525	476
gene_3994	2671	2701	2574
gene_3995	875	819	840
gene_3996	1981	2026	1730
gene_3997	2244	2379	2229
gene_3998	3667	4187	3990
gene_3999	3452	4131	3508
gene_4000	724	888	670
gene_4001	2706	2847	2557
gene_4002	2829	3348	3101
gene_4003	2822	3274	2770
gene_4004	1430	1389	1403
gene_4005	833	1000	748
gene_4006	81	74	67
gene_4007	1498	1443	1458
gene_4008	457	462	465
gene_4009	3901	4216	3949
gene_4010	16669	17480	16826
gene_4011	1035	1237	1025
gene_4012	6	0	0
gene_4013	196	192	192
gene_4014	2714	2712	2615
gene_4015	243	225	191
