Gene	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
gene_7412	217	202	222
gene_7413	832	910	883
gene_7414	2158	2301	2023
gene_7415	1938	2429	1986
gene_7416	2042	1986	2184
gene_7417	1087	1115	1094
gene_7418	863	876	963
gene_7419	1299	1659	1308
gene_7420	2515	2949	2831
gene_7421	2965	3332	2970
gene_7422	355	441	384
gene_7423	9754	9884	10090
gene_7424	7	2	10
gene_7425	1044	1224	1077
gene_7426	278	303	257
gene_7427	3185	3476	3287
gene_7428	537	575	566
gene_7429	738	858	820
gene_7430	330	441	337
gene_7431	94	41	94
gene_7432	6	9	15
gene_7433	2565	2930	2826
gene_7434	1295	1451	1335
gene_7435	641	717	598
gene_7436	10	0	2
gene_7438	2958	3576	3218
gene_7439	619	644	594
gene_7440	2485	2686	2354
gene_7441	983	952	891
gene_7442	0	0	0
gene_7443	0	0	0
gene_7444	3924	4504	4054
gene_7445	560	524	543
gene_7446	3717	4253	3912
gene_7447	2340	2509	2222
gene_7448	886	914	939
gene_7449	1294	1522	1307
gene_7450	920	974	847
gene_7451	1907	2066	2090
gene_7452	90	80	75
gene_7453	1015	1064	992
gene_7454	379	432	489
gene_7455	112	100	105
gene_7456	9087	9911	8818
gene_7457	2027	2284	2056
gene_7458	3884	4319	3709
gene_7459	686	633	559
gene_7460	1125	1282	1197
gene_7461	1794	1927	1911
gene_7462	1139	1304	1108
gene_7463	3563	3771	3613
gene_7464	9196	10110	9270
gene_7465	3777	3969	3446
gene_7466	817	826	736
gene_7467	7776	7596	7496
gene_7470	1400	1443	1525
gene_7471	764	827	772
gene_7472	541	543	642
gene_7473	870	988	976
gene_7474	3001	3112	2819
gene_7475	3049	3160	2845
gene_7476	1043	1255	1178
gene_7477	1017	1297	1157
gene_7478	3183	3780	3118
gene_7479	561	608	610
gene_7480	5557	6467	5600
gene_7481	1689	2034	1844
gene_7482	7097	7289	6465
gene_7483	10	7	30
gene_7484	174	156	151
gene_7485	353	353	340
gene_7486	869	961	928
gene_7487	885	840	880
gene_7488	1282	1497	1234
gene_7489	79	71	73
gene_7490	6	6	0
gene_7491	5295	5844	5029
gene_7492	2096	2024	1953
gene_7493	1409	1728	1546
gene_7494	1386	1446	1422
gene_7495	2160	2524	2332
gene_7496	1344	1396	1375
gene_7497	903	926	869
gene_7498	4741	4982	4569
gene_7499	3542	4154	3534
gene_7500	1370	1582	1380
gene_7502	3236	3252	3121
gene_7503	0	0	0
gene_7504	926	899	889
gene_7505	4802	5789	5094
gene_7506	11403	12920	11242
gene_7507	1870	2026	1732
gene_7508	182	218	135
gene_7509	1026	1158	1029
gene_7510	1471	1599	1526
gene_7511	2447	2974	2560
gene_7512	2985	3172	2864
gene_7513	3393	3809	3097
gene_7514	152	140	171
gene_7515	378	425	457
gene_7517	0	0	0
gene_7518	690	882	834
gene_7520	4445	5025	4862
gene_7521	2231	2124	2133
gene_7522	1302	1770	1601
gene_7523	1839	2009	1891
gene_7524	124	124	141
gene_7525	2600	2866	2626
gene_7526	209	276	215
gene_7527	8198	9232	8425
gene_7528	2203	2348	2027
gene_7529	2512	2844	2596
gene_7530	1060	993	1185
gene_7531	754	828	851
gene_7532	1510	1571	1419
gene_7533	2494	2644	2389
gene_7534	743	952	843
gene_7535	33171	37159	35116
gene_7536	1338	1222	1199
gene_7537	5036	5468	5207
gene_7538	13286	14946	14205
gene_7539	1882	2172	1942
gene_7540	372	385	337
gene_7541	1428	1421	1429
gene_7542	37659	40160	36410
gene_7543	238	166	218
gene_7544	255	327	338
gene_7545	8	6	18
gene_7546	722	809	674
gene_7547	2420	2689	2738
gene_7548	1894	1932	1798
gene_7549	898	929	848
gene_7550	813	842	865
gene_7551	1020	1121	1093
gene_7552	2352	2471	2190
gene_7553	326	376	337
gene_7554	2060	2384	1984
gene_7555	4	7	2
gene_7556	4264	4517	4192
gene_7557	3600	3970	3501
gene_7558	797	940	816
gene_7559	1791	2326	1794
gene_7560	4579	5063	4938
gene_7561	2091	1938	1918
gene_7563	1	0	0
gene_7564	0	0	0
gene_7565	0	0	0
gene_7566	10	2	3
gene_7567	6713	7562	7111
gene_7568	2900	3299	3196
gene_7569	9264	9367	8728
gene_7570	166	188	190
gene_7571	3290	3426	3165
gene_7572	740	795	720
gene_7573	1036	1097	989
gene_7574	1329	1421	1220
gene_7575	2009	2321	1944
gene_7576	2706	2828	2877
gene_7577	1777	2166	1783
gene_7578	4128	4377	4115
gene_7579	286	281	301
gene_7580	27	26	38
gene_7581	6	14	18
gene_7582	1073	1173	1002
gene_7583	1555	1882	1712
gene_7585	1092	1266	1063
gene_7586	7022	7602	7474
gene_7587	4217	4896	4103
gene_7588	489	475	414
gene_7589	1984	2287	2195
gene_7590	443	539	643
gene_7591	182	181	213
gene_7592	0	0	0
gene_7593	3016	2756	2948
gene_7594	2137	2607	2151
gene_7595	242	328	243
gene_7596	2715	2723	2801
gene_7597	74	94	59
gene_7598	1350	1738	1575
gene_7599	21292	23010	21450
gene_7600	5385	5969	5287
gene_7601	2090	2179	2108
gene_7602	83	89	93
gene_7603	2615	2752	2687
gene_7604	1346	1546	1351
gene_7605	18700	19222	17729
gene_7606	4770	5166	4876
gene_7607	2146	2195	2278
gene_7608	465	543	484
gene_7609	2329	2783	2314
gene_7610	1651	1634	1645
gene_7611	212	274	232
gene_7612	3046	3580	3243
gene_7613	3285	3670	3296
gene_7614	598	631	622
gene_7615	71	81	58
gene_7616	2808	3080	2791
gene_7617	3105	3191	3138
gene_7618	3017	3143	3088
gene_7619	1009	1095	1081
gene_7620	7904	8466	7752
gene_7621	1090	1292	1247
gene_7622	151	199	172
gene_7623	0	0	0
gene_7625	5922	7509	6600
gene_7626	46405	52505	49923
gene_7627	4	2	8
gene_7628	105	106	106
gene_7629	166	182	217
gene_7630	636	808	680
gene_7631	334	384	388
gene_7632	12383	14595	13415
gene_7633	772	801	663
gene_7634	502	506	582
gene_7635	1317	1238	1173
gene_7636	367	395	308
gene_7637	991	1131	1121
gene_7638	507	573	550
gene_7639	1779	1792	1623
gene_7640	139	149	161
gene_7641	871	940	798
gene_7642	456	506	402
gene_7643	1746	1744	1530
gene_7644	0	0	0
gene_7645	4	0	0
gene_7646	3	3	11
gene_7647	663	712	665
gene_7648	539	574	534
gene_7650	310	397	329
gene_7651	896	1001	887
gene_7652	112	142	100
gene_7653	367	501	409
gene_7654	465	534	504
gene_7655	379	412	384
gene_7656	4365	4512	4503
gene_7657	589	644	510
gene_7658	781	910	812
gene_7659	160	215	212
gene_7660	2407	2519	2162
gene_7661	20	32	27
gene_7662	1033	1036	952
gene_7663	1089	1214	1109
gene_7664	1316	1475	1244
gene_7665	71	78	93
gene_7666	13	16	7
gene_7667	32	42	48
gene_7668	509	522	476
gene_7669	168	203	207
gene_7670	163	197	147
gene_7671	2	0	10
gene_7672	196	191	192
gene_7673	0	0	0
gene_7674	21	17	14
gene_7675	0	0	0
gene_7676	2	2	2
gene_7748	0	0	0
gene_7749	0	0	0
gene_7750	0	0	0
gene_7751	0	0	0
gene_7752	0	0	0
gene_7753	0	0	0
gene_7754	0	0	0
gene_7755	0	0	0
gene_7756	0	0	0
gene_7757	0	0	0
gene_7758	0	0	0
gene_7759	0	0	0
gene_7760	0	0	0
gene_7761	0	0	0
gene_7762	0	0	0
gene_7763	0	0	0
gene_7764	0	0	0
gene_7765	0	0	0
gene_7766	0	0	0
gene_7767	0	0	0
gene_7769	45	27	23
gene_7770	0	0	0
gene_7771	0	0	0
gene_7772	0	0	0
gene_7774	0	0	0
gene_7775	26	14	13
gene_7776	0	0	0
gene_7777	0	0	0
gene_7778	0	0	0
gene_7779	0	0	0
gene_7780	0	0	0
gene_7781	4	8	8
gene_7782	0	0	0
gene_7783	15	1	3
gene_7784	0	0	0
gene_7785	174	200	217
gene_7786	6	0	6
gene_7787	1929	2100	1865
gene_7788	0	0	0
gene_7789	0	0	0
gene_7790	0	0	0
gene_7791	0	0	0
gene_7792	0	0	0
gene_7793	0	0	0
gene_7796	0	0	0
gene_7798	2	0	1
gene_7799	0	0	0
gene_7800	0	0	0
gene_7801	0	0	0
gene_7802	0	0	0
gene_7803	0	0	0
gene_7804	0	0	0
gene_7805	0	0	0
gene_7806	0	0	0
gene_7807	0	0	0
gene_7808	0	0	0
gene_7809	0	0	0
gene_7810	0	0	0
gene_7811	0	0	0
gene_7813	0	0	0
gene_7814	1	0	0
gene_7680	0	0	0
gene_7681	0	0	0
gene_7682	0	0	0
gene_7683	0	0	0
gene_7684	0	0	0
gene_7685	0	0	0
gene_7686	0	0	0
gene_7687	0	0	0
gene_7688	0	0	0
gene_7689	0	0	0
gene_7690	0	0	0
gene_7691	31	34	40
gene_7692	0	0	0
gene_7693	0	0	0
gene_7694	0	0	0
gene_7695	0	0	0
gene_7696	0	0	0
gene_7697	16	26	22
gene_7698	0	0	0
gene_7699	0	0	0
gene_7700	0	0	0
gene_7702	0	0	0
gene_7704	0	0	0
gene_7705	0	0	0
gene_7706	0	0	0
gene_7708	0	0	0
gene_7709	0	0	0
gene_7713	0	0	0
gene_7714	0	0	0
gene_7715	0	0	0
gene_7717	0	0	0
gene_7718	0	0	2
gene_7719	0	0	0
gene_7721	0	0	0
gene_7722	0	0	0
gene_7723	0	0	0
gene_7724	0	0	0
gene_7725	0	0	0
gene_7727	14	18	14
gene_7728	0	0	0
gene_7729	0	0	0
gene_7731	0	0	0
gene_7733	0	0	0
gene_7734	0	0	0
gene_7735	0	0	0
gene_7736	0	0	0
gene_7738	0	0	0
gene_7739	0	0	0
gene_7740	0	0	0
gene_7741	0	0	0
gene_7742	0	0	0
gene_7743	0	0	0
gene_7745	0	0	0
gene_7746	0	0	0
gene_7747	0	1	0
gene_7815	0	0	0
gene_7816	0	0	0
gene_7817	0	0	0
gene_7818	0	0	0
gene_7819	0	0	0
gene_7820	0	0	0
gene_7821	0	0	0
gene_7822	0	0	0
gene_7823	0	0	0
gene_7824	0	0	0
gene_7825	0	0	0
gene_7826	0	0	0
gene_7827	0	0	0
gene_7828	0	0	0
gene_7829	0	0	0
gene_7830	0	0	0
gene_7831	0	0	0
gene_7832	25	27	17
gene_7833	1	1	3
gene_7834	1	1	4
gene_7835	0	0	0
gene_7836	0	0	0
gene_7837	0	0	0
gene_7838	0	0	0
gene_7839	0	0	0
gene_7840	0	0	0
gene_7842	0	0	0
gene_7843	0	0	0
gene_7844	0	0	0
gene_7845	0	0	0
gene_7848	0	0	0
gene_7849	0	0	0
gene_7850	0	0	0
gene_7851	0	0	0
gene_7852	0	0	0
gene_7853	4	4	6
gene_7854	0	6	1
gene_7855	11	17	17
gene_7858	0	0	0
gene_7859	0	0	0
gene_7860	0	0	0
gene_7862	0	0	0
gene_7863	0	0	0
gene_7864	0	0	0
gene_7865	0	0	0
gene_7866	0	0	0
gene_7868	0	0	0
gene_7869	0	0	0
gene_7870	0	0	0
gene_7872	0	0	0
gene_7873	0	0	0
gene_7874	0	0	0
gene_7875	0	0	0
gene_7876	0	0	0
gene_7877	0	0	0
gene_7878	0	0	0
gene_7879	0	0	0
gene_7880	0	0	0
gene_7881	0	0	0
gene_7882	0	2	3
gene_7883	0	0	1
gene_7884	0	0	0
gene_7885	0	0	0
gene_7886	0	0	0
gene_7887	0	0	0
gene_7888	0	0	0
gene_7889	0	0	0
gene_7890	0	0	0
gene_7891	0	0	0
gene_7892	0	0	0
gene_7894	0	0	0
gene_7895	0	0	0
gene_7896	0	0	0
gene_7898	0	0	0
gene_7899	187	262	216
gene_7900	173	151	114
gene_7901	412	487	464
gene_7902	830	910	817
gene_7903	920	1061	940
gene_7904	446	519	504
gene_7905	12	12	8
gene_7906	388	382	356
gene_7907	1638	1835	1043
gene_7908	1593	1921	1788
gene_7909	530	539	499
gene_7910	1159	1065	1066
gene_7911	966	1095	1075
gene_7912	1351	1482	1238
gene_7913	0	0	0
gene_7914	572	764	666
gene_7915	829	810	785
gene_1295	325	363	338
gene_1296	20	36	8
gene_1297	106	101	121
gene_1298	461	502	524
gene_1299	28	36	14
gene_1300	38	38	44
gene_1301	819	1080	826
gene_1302	705	899	696
gene_1303	57	81	100
gene_1304	48	32	37
gene_1305	113	96	119
gene_1306	40	94	30
gene_1307	11	63	18
gene_1308	134	140	128
gene_1309	0	0	2
gene_1310	2	7	1
gene_1311	20142	22230	20663
gene_1312	3238	3395	2943
gene_1314	654	863	750
gene_1315	1010	1091	948
gene_1316	2055	2162	2023
gene_1317	1598	1555	1522
gene_1318	1645	1833	1760
gene_1319	1159	1353	1247
gene_1320	213	260	144
gene_1321	0	0	0
gene_1322	0	0	0
gene_1323	20	17	10
gene_1324	0	0	1
gene_1325	1770	1941	1995
gene_1326	8	2	0
gene_1327	1251	1608	1606
gene_1328	0	0	0
gene_1329	3790	4216	3617
gene_1330	39	57	44
gene_1331	1617	1749	1627
gene_1332	1731	2024	1804
gene_1333	1	0	0
gene_1334	0	0	0
gene_1335	0	0	4
gene_1336	1576	1417	1490
gene_1337	5767	6595	5447
gene_1338	9	3	6
gene_1340	2101	2555	2286
gene_1341	4227	3850	4068
gene_1342	3051	3418	3144
gene_1343	1255	1312	1083
gene_1344	91	86	70
gene_1346	2	0	2
gene_1348	6734	7105	6730
gene_1349	868	959	817
gene_1350	719	763	706
gene_1351	900	899	832
gene_1352	1467	1335	1361
gene_1353	128	185	176
gene_1355	2	0	2
gene_1356	36	40	41
gene_1357	1096	1124	1079
gene_1358	3219	3760	3583
gene_1359	1403	1394	1268
gene_1360	504	550	442
gene_1361	207	334	257
gene_1362	11458	12547	11319
gene_1363	52607	57778	53132
gene_1364	2496	2479	2567
gene_1365	1281	1591	1297
gene_1366	2506	2456	2498
gene_1368	0	0	0
gene_1369	2403	2539	2329
gene_1370	4919	5420	4962
gene_1371	1040	963	1069
gene_1372	219	246	223
gene_1373	1570	1712	1480
gene_1374	7257	7510	6950
gene_1375	964	1181	999
gene_1376	50162	56021	51107
gene_1377	8256	8495	8143
gene_1378	2658	2603	2394
gene_1379	197	234	263
gene_1380	2749	2703	2743
gene_1381	786	778	720
gene_1382	5834	6307	6051
gene_1383	2847	3261	3283
gene_1384	398	516	389
gene_1385	1381	1521	1410
gene_1386	9354	9559	8907
gene_1387	3774	3870	3504
gene_1388	4865	5408	5046
gene_1389	2277	2746	2424
gene_1390	1970	2077	2013
gene_1391	3842	4167	4056
gene_1392	1590	2011	1733
gene_1393	332	380	328
gene_1394	1732	1868	1856
gene_1395	4379	5207	4313
gene_1396	2156	2177	1830
gene_1397	1138	1485	1257
gene_1398	217	214	204
gene_1399	1585	1679	1688
gene_1400	3027	3287	2909
gene_1401	7659	8330	7863
gene_1402	95	127	112
gene_1403	635	677	626
gene_1404	1516	1511	1605
gene_1405	1429	1488	1435
gene_1406	265	374	312
gene_1407	777	881	844
gene_1408	1090	1187	1184
gene_1409	2806	3130	2920
gene_1410	461	439	436
gene_1411	8840	9555	9054
gene_1412	657	828	695
gene_1413	1712	1975	1746
gene_1414	3155	3399	3217
gene_1415	1473	1468	1329
gene_1416	520	532	430
gene_1417	1944	2081	2186
gene_1418	325	322	340
gene_1419	2640	2848	2502
gene_1420	1879	2146	1864
gene_1421	21	7	28
gene_1423	7041	7216	6659
gene_1424	2908	2855	2863
gene_1425	1893	2118	2012
gene_1426	957	1112	952
gene_1427	1586	1730	1789
gene_1428	0	0	0
gene_1429	0	0	0
gene_1430	45	43	50
gene_1431	600	612	616
gene_1432	421	489	409
gene_1434	3104	3248	3261
gene_1435	1	0	0
gene_1436	2263	2527	2414
gene_1437	800	886	834
gene_1438	729	661	725
gene_1439	4	0	7
gene_1440	821	803	749
gene_1441	106	100	100
gene_1442	1013	1004	986
gene_1443	135	161	126
gene_1444	1459	1519	1490
gene_1445	1748	2098	1599
gene_1446	983	1171	1056
gene_1447	1240	1428	1308
gene_1448	2890	3234	2674
gene_1449	1886	1940	1748
gene_1450	8	2	6
gene_1452	2015	2157	1956
gene_1453	937	1180	1093
gene_1454	1722	1849	1687
gene_1455	141438	148697	130188
gene_1456	3736	4215	3936
gene_1457	15	2	1
gene_1458	4	0	0
gene_1459	6104	6800	6382
gene_1460	788	1140	865
gene_1461	1280	1359	1246
gene_1462	1251	1450	1268
gene_1463	897	1198	990
gene_1464	3383	3421	3264
gene_1465	788	936	791
gene_1466	253	275	303
gene_1467	3635	3933	3708
gene_1468	72	59	55
gene_1469	4139	4164	3799
gene_1470	391	420	417
gene_1472	180	176	177
gene_1473	4219	4390	4554
gene_1474	739	844	792
gene_1475	1882	2042	1813
gene_1476	1183	1401	1219
gene_1477	2142	2338	2147
gene_1478	1387	1289	1289
gene_1479	3188	3224	3232
gene_1480	449	673	605
gene_1481	2698	2859	2750
gene_1482	774	867	862
gene_1483	10	4	8
gene_1484	0	0	0
gene_1485	0	0	0
gene_1486	0	0	0
gene_1487	19	6	8
gene_1488	2971	3362	3096
gene_1489	3757	3856	3483
gene_1490	2717	2920	2775
gene_1491	9305	10383	9404
gene_1492	2339	2700	2345
gene_1493	721	715	740
gene_1494	1685	2306	1961
gene_1495	1345	1508	1308
gene_1496	1115	1410	1115
gene_1497	8510	9132	8440
gene_1498	40	66	33
gene_1499	4184	4565	4119
gene_1500	4652	5032	4846
gene_1501	4167	4142	4079
gene_1503	2938	3345	2820
gene_1504	433	660	596
gene_1505	411	462	466
gene_1506	683	613	633
gene_1507	2652	2624	2450
gene_1508	3337	3648	3267
gene_1509	828	924	937
gene_1510	7243	7312	6994
gene_1511	10128	11115	10055
gene_1512	13601	14705	14308
gene_1513	644	556	598
gene_1514	51893	55884	53238
gene_1515	1500	1454	1288
gene_1516	5321	5824	5184
gene_1517	653	776	711
gene_1518	904	1157	961
gene_1519	1	13	23
gene_1520	628	620	600
gene_1521	1822	2046	2079
gene_1522	12245	14317	12898
gene_1523	2997	3067	3166
gene_1524	1695	1653	1616
gene_1525	10103	12862	11260
gene_1526	2237	2695	2429
gene_1527	2381	2708	2781
gene_1528	414	576	520
gene_1529	1399	1596	1441
gene_1530	2022	2025	2072
gene_1532	6	6	0
gene_1533	972	1211	820
gene_1534	1696	1847	1635
gene_1535	330	313	289
gene_1536	343	371	316
gene_1537	237	198	226
gene_1538	403	366	341
gene_1539	1109	1290	1134
gene_1540	384	534	426
gene_1541	5466	5809	5285
gene_1542	32	66	35
gene_1543	1475	1679	1412
gene_1544	464	548	498
gene_1545	18	8	33
gene_1546	10687	12185	10831
gene_1547	137	161	115
gene_1548	664	747	679
gene_1549	2618	2994	2712
gene_1550	205	214	215
gene_1551	2369	2635	2261
gene_1552	1506	1797	1486
gene_1553	2171	2399	2047
gene_1554	4812	5621	5295
gene_1555	13630	14307	13520
gene_1556	8	4	8
gene_1557	1298	1484	1301
gene_1558	75	58	52
gene_1559	956	1059	1041
gene_1560	1177	1275	1108
gene_1561	1129	1288	1188
gene_1562	2104	2237	2056
gene_1563	5022	5287	4475
gene_1564	16	3	10
gene_1565	0	0	4
gene_1566	822	970	839
gene_1567	3005	3348	3043
gene_1568	588	660	659
gene_1569	2193	2694	2415
gene_1570	165	174	131
gene_1571	276	245	207
gene_1572	998	1070	968
gene_1573	916	1093	903
gene_1574	6413	7080	6639
gene_1575	868	811	743
gene_1576	551	695	469
gene_1577	591	539	512
gene_1578	75	120	80
gene_1579	21	30	55
gene_1580	26582	28542	25458
gene_1581	9654	11210	10422
gene_1582	1519	1499	1519
gene_1583	118	145	156
gene_1584	3792	4843	4224
gene_1585	0	0	0
gene_1586	3530	3925	3584
gene_1587	376	394	306
gene_1588	3349	3691	3562
gene_1589	1634	1890	1714
gene_1590	445	381	438
gene_1591	1907	2021	1821
gene_1592	3987	4098	3849
gene_1593	2306	2642	2280
gene_1594	2	3	4
gene_1595	3871	3948	3844
gene_1596	237	202	216
gene_1597	169	228	182
gene_1598	4	0	0
gene_1599	0	0	0
gene_1600	549	497	413
gene_1601	1033	1034	856
gene_1602	539	485	649
gene_1603	3468	3578	3323
gene_1604	858	863	1047
gene_1605	2549	2762	2795
gene_1607	1554	1517	1360
gene_1608	2795	3001	2626
gene_1609	5532	6272	5909
gene_1610	1	2	0
gene_1611	71	42	48
gene_1612	923	868	814
gene_1613	1103	1287	1124
gene_1614	652	688	648
gene_1615	11	8	11
gene_1616	4925	5175	5032
gene_1617	444	486	464
gene_1618	0	0	4
gene_1619	983	1034	981
gene_1620	1545	1840	1562
gene_1621	892	1009	812
gene_1622	11	3	3
gene_1623	428	521	439
gene_1624	5797	6386	5541
gene_1625	3013	2773	2556
gene_1626	2171	2235	2397
gene_1628	1037	1068	1027
gene_1629	493	517	397
gene_1630	3087	3603	3502
gene_1631	499	546	568
gene_1632	5	0	8
gene_1633	61	40	32
gene_1634	896	900	774
gene_1635	5745	6231	5129
gene_1636	34	16	21
gene_1637	2802	3114	2721
gene_1638	1533	1625	1457
gene_1639	12	8	2
gene_1640	455	546	481
gene_1641	1614	1966	1601
gene_1642	868	1019	1028
gene_1643	220	225	238
gene_1644	1320	1514	1338
gene_1645	2682	2830	2612
gene_1646	1573	2003	1754
gene_1647	1880	2134	1960
gene_1648	384	437	439
gene_1649	2743	3103	2780
gene_1650	713	833	743
gene_1651	1285	1366	1220
gene_1652	136	99	98
gene_1653	2757	3067	2552
gene_1654	2641	3053	2712
gene_1655	4441	5383	4862
gene_1656	2531	2623	2430
gene_1657	66	56	61
gene_1658	56	46	59
gene_1659	603	626	568
gene_1660	7	0	2
gene_1661	3406	4169	3624
gene_1662	3674	4291	3820
gene_1663	14	2	0
gene_1664	2570	2217	2267
gene_1665	2406	2633	2459
gene_1666	466	455	393
gene_1667	32	37	24
gene_1668	2170	2184	2176
gene_1669	547	669	614
gene_1670	594	763	721
gene_1671	5458	5814	5718
gene_1672	1462	1477	1393
gene_1673	2774	3066	3067
gene_1674	37473	40925	38403
gene_1675	1093	1052	1040
gene_1676	2713	2722	2762
gene_1677	10507	10181	10096
gene_1678	28439	30601	28171
gene_1679	1196	1387	1207
gene_1680	957	1006	1094
gene_1681	7	1	11
gene_1682	327	311	409
gene_1683	715	913	902
gene_1684	578	783	766
gene_1685	6571	7028	6087
gene_1686	2243	2447	2190
gene_1687	392	459	393
gene_1688	430	386	476
gene_1689	1129	993	984
gene_1691	949	914	879
gene_1692	1071	1104	953
gene_1693	417	586	498
gene_1694	1597	1642	1472
gene_1695	3328	3560	3296
gene_1696	1698	1962	1738
gene_1697	1960	2300	2131
gene_1698	863	972	967
gene_1699	2683	2794	2674
gene_1700	5957	6853	6189
gene_1701	2593	2779	2785
gene_1702	156	140	203
gene_1703	889	954	892
gene_1704	69	47	57
gene_1705	6195	6548	5684
gene_1706	131	109	160
gene_1707	4110	4552	4228
gene_1708	4440	5131	5181
gene_1709	1169	1184	1203
gene_1710	7564	8111	7156
gene_1711	6124	6386	6157
gene_1712	977	953	1002
gene_1713	3237	3423	3053
gene_1714	1993	2403	1980
gene_1715	669	777	760
gene_1716	7616	7881	7530
gene_1717	0	16	4
gene_1718	1123	1348	1328
gene_1719	1666	1907	1975
gene_1720	2122	2264	2311
gene_1721	2840	2931	2793
gene_1722	731	771	666
gene_1723	16873	17626	16322
gene_1724	600	832	708
gene_1725	610	674	654
gene_1726	520	527	498
gene_1727	1692	2004	1833
gene_1728	2150	2507	2297
gene_1729	908	971	967
gene_1730	3644	3813	3563
gene_1731	1266	1305	1014
gene_1732	1752	2048	1906
gene_1733	885	926	935
gene_1735	2302	2611	2563
gene_1736	4938	5310	5033
gene_1737	6070	6474	6167
gene_1738	28888	31281	28124
gene_1739	7507	8151	7411
gene_1740	981	1068	941
gene_1741	948	945	973
gene_1742	1255	1264	1187
gene_1743	2926	3328	2818
gene_1744	262	251	231
gene_1745	660	616	565
gene_1746	3208	3934	3202
gene_1747	14020	14462	12536
gene_1748	2110	2366	2017
gene_1749	3363	3839	3406
gene_1750	1410	1489	1461
gene_1751	1388	1576	1344
gene_1752	2233	2300	2359
gene_1753	41	35	48
gene_1755	1146	1282	1171
gene_1756	2488	2936	2457
gene_1757	17500	20744	19053
gene_1758	145	154	103
gene_1759	241	222	256
gene_1760	6305	6976	6526
gene_1761	1941	2286	2090
gene_1762	1604	1613	1509
gene_1763	1807	1895	1772
gene_1764	980	1025	956
gene_1765	1265	1420	1430
gene_1766	11361	11302	11027
gene_1767	105	79	94
gene_1768	1441	1661	1611
gene_1769	21593	24090	22396
gene_1770	2542	2758	2607
gene_1771	2399	2815	2412
gene_1772	2610	2783	2862
gene_1773	739	803	761
gene_1774	2089	2334	2094
gene_1775	1662	1742	1710
gene_1776	1257	1354	1253
gene_1777	2040	2454	2108
gene_1778	3966	4074	3854
gene_1779	908	1043	1033
gene_1782	2744	2864	2536
gene_1783	82	56	78
gene_1784	7024	7913	7341
gene_1785	542	509	451
gene_1786	1725	1859	1885
gene_1787	3776	4018	3681
gene_1788	1086	1459	1138
gene_1789	5727	6038	5157
gene_1790	5661	6093	5602
gene_1791	5676	6099	5264
gene_1792	5485	6275	5772
gene_1793	3980	4415	3736
gene_1794	3075	3246	3196
gene_1795	4284	4311	4025
gene_1796	2935	3126	2860
gene_1797	375	305	330
gene_1798	3270	3267	3025
gene_1799	1139	1278	1182
gene_1800	401	482	511
gene_1801	372	400	383
gene_1802	2324	2336	2139
gene_1803	2005	2328	2228
gene_1804	1349	1584	1505
gene_1805	3180	3097	3208
gene_1806	13723	15647	14538
gene_1807	3161	3644	3183
gene_1808	446	579	575
gene_1809	1454	1686	1510
gene_1810	70	128	155
gene_1811	246	285	312
gene_1812	2993	3487	3006
gene_1813	2276	2389	2081
gene_1814	2244	2281	2069
gene_1815	485	571	519
gene_1816	3302	3527	3405
gene_1817	484	462	498
gene_1818	131	144	149
gene_1819	468	524	448
gene_1820	5	0	0
gene_1821	1167	1278	1081
gene_1822	2780	3174	3074
gene_1823	395	521	481
gene_1824	1320	1406	1181
gene_1825	1614	1533	1404
gene_1826	3657	4004	3538
gene_1827	851	962	837
gene_1828	4103	4468	4100
gene_1829	1524	1513	1435
gene_1830	1541	1562	1506
gene_1831	515	641	599
gene_1832	2163	2457	2168
gene_1833	1546	1598	1721
gene_1834	11	7	5
gene_1835	198	212	175
gene_1836	836	828	740
gene_1837	1664	1847	1801
gene_1838	2012	2269	2103
gene_1839	2511	2528	2358
gene_1840	89	100	109
gene_1841	425	318	336
gene_1842	1427	1686	1397
gene_1843	394	487	411
gene_1844	874	993	845
gene_1845	161	188	118
gene_1846	1255	1409	1433
gene_1847	1054	1183	1196
gene_1848	4183	4923	4420
gene_1849	4967	5405	4916
gene_1850	4457	4575	4405
gene_1851	1724	2004	1692
gene_1852	5432	5948	5293
gene_1853	16560	17317	15444
gene_1854	52	76	36
gene_1855	12156	13128	11623
gene_1856	2243	2215	2200
gene_1857	297	334	277
gene_1858	1502	1603	1564
gene_1859	13098	16630	14839
gene_1861	18775	19703	18485
gene_1862	897	965	1006
gene_1863	8916	9705	9387
gene_1864	14	8	2
gene_1865	4626	5245	4889
gene_1866	1130	1477	1330
gene_1867	528	459	437
gene_1868	379	425	379
gene_1869	592	615	584
gene_1870	135	165	97
gene_1871	624	591	541
gene_1872	1282	1396	1201
gene_1873	3430	3495	3291
gene_1874	1528	1600	1563
gene_1875	2552	2956	2750
gene_1876	2190	2496	2287
gene_1877	851	967	902
gene_1878	4054	4320	4180
gene_1879	203	191	193
gene_1880	2	3	0
gene_1881	1335	1369	1314
gene_1882	2221	2174	2162
gene_1883	4190	4871	4470
gene_1884	0	2	0
gene_1885	4212	4721	4505
gene_1886	5364	5530	5374
gene_1887	14485	15661	14892
gene_1888	137	110	80
gene_1890	927	1039	925
gene_1891	1705	1757	1573
gene_1892	921	812	879
gene_1893	1786	1865	1779
gene_1894	1	6	0
gene_1895	0	0	2
gene_1896	5492	5771	5346
gene_1897	2445	2108	2053
