Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_2944	318	316	290
gene_2946	881	986	844
gene_2947	969	1031	883
gene_2948	234	252	180
gene_2949	338	331	314
gene_2950	2199	2231	1755
gene_2951	180	251	184
gene_2952	393	392	364
gene_2953	611	663	649
gene_2954	13	24	13
gene_2955	33	26	33
gene_2956	3792	3692	3025
gene_2957	308	276	275
gene_2958	1058	955	979
gene_2959	712	827	620
gene_2960	2324	2159	2076
gene_2961	32	27	21
gene_2962	19	10	10
gene_2963	2	0	6
gene_2964	90	110	73
gene_2965	608	757	608
gene_2966	56	54	58
gene_2967	320	289	243
gene_2968	54	46	64
gene_2969	85	101	72
gene_2970	623	612	435
gene_2971	311	238	264
gene_2972	14	11	27
gene_2973	0	0	0
gene_2974	34	46	33
gene_2975	3278	3693	2661
gene_2976	1251	1202	1012
gene_2977	361	412	274
gene_2978	73	78	47
gene_2979	3173	3113	2474
gene_2980	3	6	1
gene_2981	3611	4047	3239
gene_2982	1967	1786	1809
gene_2983	4971	5299	4216
gene_2984	818	839	776
gene_2985	7888	7666	6732
gene_2986	2022	1989	1849
gene_2987	1285	1044	987
gene_2988	1542	1607	1496
gene_2989	0	0	0
gene_2990	3467	3601	3436
gene_2991	1750	1401	1564
gene_2992	1685	1772	1444
gene_2993	4514	4675	4170
gene_2994	1517	1669	1379
gene_2995	888	754	722
gene_2996	196	229	200
gene_2998	282	287	265
gene_2999	339	319	209
gene_3000	30	24	16
gene_3001	317	344	292
gene_3002	455	478	308
gene_3003	3892	4094	3536
gene_3004	138	147	154
gene_3005	77	98	81
gene_3006	652	544	591
gene_3007	1431	1456	1073
gene_3008	36	46	43
gene_3009	1231	1223	1054
gene_3010	76	109	94
gene_3011	53	72	22
gene_3012	8	10	2
gene_3013	0	1	0
gene_3014	62	92	76
gene_3015	229	257	207
gene_3016	366	359	255
gene_3017	2773	2912	2164
gene_3018	7250	7310	6529
gene_3019	1876	1978	1665
gene_3020	2378	2578	2057
gene_3021	1151	1198	944
gene_3022	1275	1332	1253
gene_3023	1367	1573	1334
gene_3024	687	639	572
gene_3025	0	14	2
gene_3027	173	216	160
gene_3028	9	3	9
gene_3029	0	2	2
gene_3031	0	0	1
gene_3032	3880	3887	3275
gene_3033	2207	2327	2081
gene_3034	10774	10718	9435
gene_3035	830	853	857
gene_3036	1544	1679	1460
gene_3037	1110	1222	967
gene_3038	5436	5407	5039
gene_3039	1475	1373	1181
gene_3040	947	1105	852
gene_3041	2071	2248	1614
gene_3042	3511	3282	3230
gene_3043	107	78	114
gene_3044	76232	81827	68428
gene_3045	57511	61988	50210
gene_3046	900	993	809
gene_3047	52863	57558	46309
gene_3048	1018	918	846
gene_3049	4293	4421	3594
gene_3050	196	209	168
gene_3051	11	14	9
gene_3052	8	17	24
gene_3053	991	1137	850
gene_3054	73	56	52
gene_3055	3	6	0
gene_3056	2	0	0
gene_3057	0	0	0
gene_3058	827	802	746
gene_3059	1821	1941	1568
gene_3060	10	20	4
gene_3061	19	13	12
gene_3062	1716	1633	1415
gene_3063	2872	2980	2586
gene_3064	0	0	2
gene_3065	1276	1283	1216
gene_3066	5385	4985	5444
gene_3067	1485	1615	1259
gene_3068	2808	2622	2376
gene_3069	1458	1908	1309
gene_3071	2	0	0
gene_3072	0	0	0
gene_3073	0	7	0
gene_3074	3	2	1
gene_3075	9075	8449	8235
gene_3076	27034	27957	23626
gene_3077	0	4	0
gene_3078	124	153	159
gene_3079	1717	1902	1473
gene_3080	4759	4490	3784
gene_3081	2927	2822	2531
gene_3082	1278	1147	1003
gene_3083	1	1	0
gene_3084	2	2	0
gene_3085	1128	1229	1201
gene_3086	2063	2320	1686
gene_3087	658	589	551
gene_3088	2539	2871	2590
gene_3089	2457	2331	2291
gene_3090	92	115	78
gene_3091	932	794	874
gene_3092	5262	4941	4914
gene_3093	600	757	683
gene_3094	206	214	185
gene_3095	1795	1689	1540
gene_3096	355	455	236
gene_3097	5343	5181	4914
gene_3099	2355	2173	2072
gene_3100	600	593	499
gene_3101	6	0	0
gene_3102	0	2	0
gene_3103	3113	3056	2733
gene_3104	4833	4887	4022
gene_3105	420	395	338
gene_3106	1256	1241	1117
gene_3107	1816	1970	1722
gene_3108	3562	3886	3250
gene_3109	0	2	8
gene_3110	0	0	0
gene_3112	0	0	0
gene_3113	1172	1316	943
gene_3114	3012	3039	2630
gene_3115	423	428	347
gene_3116	2870	2945	2524
gene_3117	727	813	742
gene_3118	456	464	377
gene_3119	8371	8265	8906
gene_3120	1524	1589	1469
gene_3121	769	855	665
gene_3122	561	563	488
gene_3123	1768	1870	1528
gene_3124	0	0	0
gene_3125	8	10	2
gene_3126	10905	11852	9422
gene_3127	3	14	7
gene_3129	996	1104	877
gene_3130	1562	1631	1179
gene_3131	564	685	589
gene_3133	10505	10786	8888
gene_3134	1757	1711	1616
gene_3135	263	240	279
gene_3136	35746	36426	31886
gene_3137	2445	2455	2546
gene_3138	0	0	0
gene_3139	0	0	0
gene_3140	0	0	0
gene_3141	1031	941	820
gene_3142	3559	3768	3148
gene_3143	162	159	88
gene_3144	6292	6250	5557
gene_3146	2998	2855	2412
gene_3147	4251	4127	4135
gene_3148	1349	1337	1241
gene_3149	3	35	32
gene_3150	1505	1599	1213
gene_3151	1752	1991	1614
gene_3152	1055	1096	874
gene_3153	37	83	27
gene_3154	1173	1274	1010
gene_3155	1834	2131	1709
gene_3157	2968	2888	2634
gene_3158	996	809	779
gene_3159	1339	1489	1160
gene_3160	201	183	167
gene_3161	10	11	31
gene_3162	685	649	586
gene_3163	251	341	235
gene_3164	661	659	630
gene_3165	1738	1961	1694
gene_3166	14147	14769	12174
gene_3167	1038	1083	1059
gene_3168	8071	7875	6757
gene_3169	294	335	331
gene_3170	597	649	533
gene_3171	6411	6702	5415
gene_3172	81	32	66
gene_3173	376	408	285
gene_3174	2568	2618	2362
gene_3175	672	783	669
gene_3176	745	998	821
gene_3177	4716	4992	3995
gene_3178	1587	1569	1427
gene_3179	877	648	539
gene_3180	1751	1892	1407
gene_3181	2336	2461	1982
gene_3182	1639	1733	1400
gene_3183	1565	1665	1257
gene_3184	5355	4770	5214
gene_3185	8050	8469	6909
gene_3186	641	688	581
gene_3187	380	405	342
gene_3188	1846	1644	1582
gene_3189	858	1002	823
gene_3190	721	801	630
gene_3191	2184	2259	1830
gene_3192	1572	1776	1494
gene_3193	2106	1988	1931
gene_3194	1151	1003	926
gene_3195	1846	2022	1992
gene_3196	374	317	314
gene_3197	5788	6094	5362
gene_3198	1006	1218	901
gene_3199	537	593	523
gene_3200	564	665	501
gene_3201	828	898	746
gene_3202	1049	1021	912
gene_3203	1869	1828	1779
gene_3204	0	0	0
gene_3205	1200	1232	885
gene_3206	1414	1690	1313
gene_3207	678	782	557
gene_3208	458	506	324
gene_3209	3379	3870	2913
gene_3210	1267	1338	1001
gene_3211	1578	1522	1230
gene_3212	4807	4717	4374
gene_3213	1715	1832	1601
gene_3214	172	165	124
gene_3215	20	20	14
gene_3216	15107	14627	14292
gene_3217	6801	6581	6173
gene_3218	2331	2560	2052
gene_3219	2311	2372	1876
gene_3220	5476	5303	4870
gene_3221	3541	3488	3201
gene_3222	5330	5188	4888
gene_3223	791	826	780
gene_3224	2480	2218	1944
gene_3225	1055	1125	893
gene_3226	18564	17038	16951
gene_3227	254	331	179
gene_3228	1999	2190	1666
gene_3229	22	42	37
gene_3230	4197	3565	4157
gene_3231	2599	2395	2195
gene_3232	6943	6730	6333
gene_3233	11424	12194	10153
gene_3234	1521	1680	1061
gene_3235	7715	7962	6527
gene_3236	566	490	405
gene_3237	3099	3522	2795
gene_3238	5711	5664	5295
gene_3239	3	2	17
gene_3240	4661	4716	4167
gene_3241	2056	2091	1800
gene_3242	1251	1249	1143
gene_3243	1741	1662	1511
gene_3244	759	689	772
gene_3245	2090	2276	1805
gene_3246	2113	2029	1677
gene_3247	671	662	597
gene_3248	93	95	75
gene_3249	1297	1336	962
gene_3250	0	0	0
gene_3251	4386	4909	3809
gene_3252	3489	3784	3381
gene_3253	326	449	303
gene_3254	4200	4583	3470
gene_3255	3624	3509	3113
gene_3256	367	452	314
gene_3257	3759	4013	3358
gene_3258	12	35	14
gene_3259	3180	3521	2768
gene_3260	1555	1432	1271
gene_3261	2649	2375	2325
gene_3262	4251	4284	3505
gene_3263	511	438	468
gene_3264	3315	3089	2816
gene_3265	239	190	146
gene_3266	556	615	495
gene_3267	244	240	226
gene_3268	16599	17847	14669
gene_3269	894	941	717
gene_3270	743	783	596
gene_3271	5159	4859	4491
gene_3272	1587	1500	1283
gene_3273	228	247	191
gene_3274	11586	11334	9607
gene_3275	634	618	572
gene_3276	1887	1962	1647
gene_3277	3565	3603	3139
gene_3278	4112	4565	3762
gene_3279	2694	2871	2332
gene_3280	3069	3221	2907
gene_3281	22	45	50
gene_3282	1290	1222	1071
gene_3283	1205	1204	1145
gene_3284	3876	3528	3195
gene_3285	171	231	223
gene_3286	4402	4457	3633
gene_3287	3152	3320	2755
gene_3288	1517	1615	1270
gene_3289	176	189	168
gene_3290	3429	3674	2945
gene_3291	7537	7615	6541
gene_3292	2917	2924	2546
gene_3293	1631	1728	1490
gene_3294	2005	2322	1599
gene_3295	1174	1263	928
gene_3297	3801	3589	3365
gene_3298	9523	9308	8989
gene_3299	2799	2946	2272
gene_3300	25	19	19
gene_3301	452	459	406
gene_3302	4202	4486	3661
gene_3304	206	186	205
gene_3305	1643	1668	1266
gene_3306	4691	4642	4323
gene_3307	2895	2807	2345
gene_3308	2	6	6
gene_3309	2	0	0
gene_3310	1181	1275	1126
gene_3311	726	670	566
gene_3312	29	45	23
gene_3313	9	14	0
gene_3314	675	747	549
gene_3315	7611	7935	6919
gene_3316	71	52	37
gene_3317	1442	1523	1339
gene_3318	2644	2653	2305
gene_3320	5970	6376	4884
gene_3321	1088	1033	936
gene_3322	1787	1823	1811
gene_3323	1561	1751	1537
gene_3324	0	0	0
gene_3325	0	0	0
gene_3326	0	0	0
gene_3327	5493	5793	4919
gene_3328	60	54	26
gene_3329	0	0	4
gene_3330	1976	2211	1650
gene_3331	11554	11646	9617
gene_3332	3118	2761	2974
gene_3333	84	140	129
gene_3334	427	485	400
gene_3336	2637	2442	2572
gene_3337	11599	12334	9384
gene_3338	4075	4071	3411
gene_3339	483	680	533
gene_3340	1080	1086	1024
gene_3341	1218	1318	1033
gene_3342	2897	2676	2451
gene_3344	1409	1241	1360
gene_3345	2070	2129	1619
gene_3346	924	1018	774
gene_3347	390	452	352
gene_3348	626	670	602
gene_3349	1588	1645	1366
gene_3350	856	839	736
gene_3351	11904	11328	10832
gene_3352	184	208	141
gene_3353	75	104	63
gene_3354	2555	2604	2174
gene_3355	2570	2473	2256
gene_3356	234	235	247
gene_3357	2889	2828	2363
gene_3358	439	409	395
gene_3359	1740	1978	1593
gene_3360	1	6	7
gene_3361	47	73	52
gene_3362	521	572	502
gene_3363	173	155	120
gene_3364	4762	4584	4167
gene_3365	891	977	968
gene_3366	900	884	796
gene_3367	279	364	335
gene_3368	987	964	995
gene_3370	422	455	382
gene_3371	2441	2887	2180
gene_3372	3487	3268	2769
gene_3373	4335	4268	3488
gene_3374	1895	1948	1759
gene_3375	973	1033	782
gene_3376	1304	1449	1080
gene_3377	5	3	0
gene_3378	0	0	0
gene_3379	0	0	0
gene_3380	1291	1334	1180
gene_3381	2447	2522	2011
gene_3382	851	959	839
gene_3383	209	231	191
gene_3384	3236	3336	2787
gene_3385	496	620	473
gene_3386	2469	2223	2058
gene_3387	2673	2588	2537
gene_3388	19691	19680	16867
gene_3389	2217	2357	1789
gene_3390	1968	2035	1740
gene_3391	54	72	49
gene_3392	245	260	217
gene_3393	108	110	117
gene_3394	854	997	719
gene_3395	382	369	302
gene_3396	336	275	261
gene_3397	346	356	290
gene_3398	2428	2375	1914
gene_3399	1879	2051	1642
gene_3400	1802	1473	1402
gene_3401	4528	4626	3856
gene_3402	2971	3240	2619
gene_3403	1713	1737	1508
gene_3404	2769	2963	2603
gene_3405	999	1059	958
gene_3406	8442	8335	7956
gene_3407	1021	1054	903
gene_3408	1205	1255	1153
gene_3409	184	237	238
gene_3410	1846	1737	1594
gene_3411	800	886	607
gene_3412	1277	1117	1086
gene_3413	373	509	355
gene_3414	1271	1352	1163
gene_3415	540	496	389
gene_3416	2762	2965	2571
gene_3417	776	867	559
gene_3418	547	516	526
gene_3419	4212	3804	3877
gene_3420	14	12	22
gene_3421	2499	2570	2181
gene_3422	949	1073	895
gene_3423	230	212	197
gene_3424	3394	3528	2987
gene_3425	587	614	578
gene_3426	5837	5490	5355
gene_3427	636	632	511
gene_3428	1039	1063	855
gene_3429	444	522	464
gene_3430	963	1088	834
gene_3431	7902	7830	6363
gene_3432	55	40	42
gene_3433	6299	6323	5369
gene_3434	1830	2120	1571
gene_3435	936	892	767
gene_3436	1053	1071	880
gene_3437	1843	1959	1608
gene_3438	3659	3739	3149
gene_3439	15	6	14
gene_3440	0	0	0
gene_3441	0	0	0
gene_3442	3227	3331	2635
gene_3443	1609	1614	1403
gene_3444	47	44	43
gene_3445	885	998	819
gene_3446	2394	2535	2188
gene_3447	662	737	662
gene_3448	8348	7627	7219
gene_3449	92	111	41
gene_3450	2453	2374	2143
gene_3451	1046	1081	1164
gene_3452	76	98	85
gene_3453	1295	1027	1000
gene_3454	933	853	967
gene_3455	1569	1518	1365
gene_3456	30	20	35
gene_3457	61	54	26
gene_3459	8070	7481	7539
gene_3460	1039	1041	845
gene_3461	1004	1164	772
gene_3462	2205	2145	1961
gene_3463	27901	29954	25093
gene_3464	1578	1382	1365
gene_3465	6423	7048	5445
gene_3466	3527	3341	3709
gene_3467	413	432	414
gene_3468	618	703	595
gene_3469	4851	4853	3906
gene_3470	1209	1281	1013
gene_3471	2503	2492	2291
gene_3472	2364	2380	2145
gene_3473	392	514	420
gene_3474	1809	1849	1485
gene_3475	412	389	291
gene_3476	648	744	705
gene_3477	738	789	766
gene_3478	0	0	0
gene_3479	20	14	17
gene_3480	1119	1337	1013
gene_3481	1496	1435	1261
gene_3482	955	1120	711
gene_3483	2160	2451	1982
gene_3484	16	25	14
gene_3485	2424	2498	2187
gene_3487	3179	3197	2712
gene_3488	2163	2167	1789
gene_3489	2072	1775	1510
gene_3490	1038	1146	878
gene_3491	157	217	144
gene_3492	200	188	170
gene_3493	4024	3330	3295
gene_3494	4260	4527	3837
gene_3495	1143	882	826
gene_3496	2016	1804	1899
gene_3497	1789	1807	1589
gene_3498	8207	7916	8184
gene_3499	403	522	427
gene_3501	243	291	189
gene_3502	2256	2252	2045
gene_3503	2584	2500	2429
gene_3504	75	67	42
gene_3505	555	494	379
gene_3506	631	640	511
gene_3507	3908	3844	3307
gene_3508	775	833	766
gene_3509	1100	1280	1065
gene_3510	10912	11597	9563
gene_3511	3666	3855	3336
gene_3512	2757	2700	2329
gene_3513	2542	2588	2027
gene_3514	1074	1090	1072
gene_3515	2633	2667	2436
gene_3516	555	522	455
gene_3517	7279	8210	6019
gene_3518	6	11	2
gene_3519	2610	2634	2200
gene_3520	1510	1446	1312
gene_3521	2900	3164	2757
gene_3522	138	141	95
gene_3523	3858	3996	3795
gene_3524	2195	2360	2173
gene_3525	1663	1744	1270
gene_3526	1056	1165	1100
gene_3527	2119	2001	1813
gene_3528	17606	18307	15428
gene_3529	39	62	36
gene_3530	1613	1656	1364
gene_3531	3026	3036	2657
gene_3533	0	0	1
gene_3534	0	0	0
gene_3535	2393	2769	2305
gene_3536	4163	4138	3839
gene_3537	109	91	80
gene_3538	139	132	120
gene_3539	1839	1784	1590
gene_3540	586	622	500
gene_3541	2363	2384	1993
gene_3542	2498	2782	2004
gene_3543	620	624	492
gene_3544	4350	4209	3792
gene_3545	3185	3421	2907
gene_3546	2303	2248	1887
gene_3547	3183	3032	2717
gene_3548	99	48	65
gene_3549	1800	2107	1655
gene_3550	980	971	785
gene_3551	978	1025	842
gene_3552	446	467	410
gene_3553	7942	7302	7082
gene_3554	1097	943	854
gene_3555	703	766	562
gene_3556	1809	1852	1455
gene_3558	1593	1796	1469
gene_3559	538	563	474
gene_3560	390	444	300
gene_3561	9770	10086	8761
gene_3562	1735	1871	1608
gene_3563	3508	3638	2947
gene_3564	837	939	809
gene_3565	761	875	779
gene_3566	143	178	164
gene_3567	146	196	223
gene_3568	408	466	397
gene_3569	414	469	424
gene_3570	1928	1824	1775
gene_3571	9443	9028	8731
gene_3572	1	7	0
gene_3573	7	14	10
gene_3574	1995	1971	1692
gene_3575	6624	6606	6453
gene_3576	7274	7849	6209
gene_3577	2147	2091	2056
gene_3578	937	844	774
gene_3579	1971	2108	1569
gene_3580	2284	2451	1919
gene_3581	2	0	2
gene_3582	389	371	407
gene_3583	287	332	326
gene_3584	9613	8997	9368
gene_3585	245	265	142
gene_3586	2321	2823	2033
gene_3587	4371	4219	3712
gene_3588	1546	1468	1337
gene_3589	10940	11111	8999
gene_3590	3168	3404	2655
gene_3591	2526	2548	2152
gene_3593	0	0	0
gene_3594	1411	1523	1010
gene_3595	7	3	2
gene_3596	0	1	0
gene_3597	132	145	122
gene_3598	926	899	784
gene_3599	259	205	165
gene_3600	1282	1282	1139
gene_3601	1713	1689	1452
gene_3602	3457	3603	2992
gene_3603	2735	3014	2579
gene_3604	511	503	449
gene_3605	486	492	455
gene_3606	272	278	266
gene_3607	10216	10086	8555
gene_3608	1011	825	839
gene_3609	731	742	630
gene_3610	721	745	560
gene_3611	4012	4028	3409
gene_3612	3952	3849	3270
gene_3613	4	0	6
gene_3614	1041	1128	962
gene_3615	771	854	795
gene_3616	44	67	46
gene_3617	1997	1844	1710
gene_3618	339	478	388
gene_3619	3521	3705	2894
gene_3620	5071	4768	4013
gene_3621	876	946	713
gene_3622	217	359	192
gene_3623	3	1	6
gene_3624	72	24	51
gene_3625	2672	2709	2133
gene_3626	1069	1159	1038
gene_3627	6329	6428	5613
gene_3628	2330	2243	2078
gene_3629	4398	4794	3635
gene_3630	1980	2139	1857
gene_3631	1923	2121	1599
gene_3632	821	945	634
gene_3633	33	27	35
gene_3634	0	0	0
gene_3635	1612	1695	1678
gene_3636	107	81	57
gene_3637	1772	1680	1507
gene_3638	3751	4309	3455
gene_3639	300	220	237
gene_3640	845	1019	730
gene_3641	9552	9539	8331
gene_3642	3239	3469	2772
gene_3643	2811	2644	2550
gene_3644	4	4	8
gene_3645	4	0	2
gene_3646	3499	3539	3087
gene_3647	1052	957	979
gene_3649	463	416	414
gene_3650	538	595	549
gene_3651	117	92	100
gene_3652	4	0	0
gene_3654	1251	1338	1240
gene_3655	10	24	7
gene_3656	2	21	6
gene_3657	2063	2164	1723
gene_3658	281	320	254
gene_3659	5679	4874	5071
gene_3661	738	751	683
gene_3662	5577	6262	4938
gene_3663	3558	3932	3372
gene_3664	2797	2836	2171
gene_3665	2	2	0
gene_3666	779	756	602
gene_3667	3	0	0
gene_3668	231	255	237
gene_3669	5223	5110	4481
gene_3670	1982	2032	1695
gene_3671	2106	2348	1710
gene_3672	6115	6478	5424
gene_3673	2883	2840	2672
gene_3674	1315	1155	1151
gene_3675	919	1049	807
gene_3676	960	1133	1034
gene_3677	751	801	611
gene_3678	629	644	663
gene_3679	1291	1192	1111
gene_3680	1049	1056	1035
gene_3681	5966	6410	5389
gene_3682	6231	6482	5111
gene_3683	15585	16011	13279
gene_3684	2207	2095	1806
gene_3685	3121	3008	2738
gene_3686	744	748	465
gene_3687	1382	1540	1153
gene_3688	228	242	198
gene_3689	317	280	247
gene_3690	22	6	4
gene_3691	430	448	325
gene_3692	63	81	44
gene_3693	238	282	177
gene_3694	1156	1273	1077
gene_3695	9035	9489	7391
gene_3696	105	72	48
gene_3697	1166	941	814
gene_3698	118	170	88
gene_3699	98	130	132
gene_3700	1137	993	906
gene_3701	488	543	411
gene_3702	138	111	130
gene_3703	0	0	0
gene_3704	4	3	4
gene_3705	355	269	156
gene_3706	34	72	52
gene_3707	9	4	10
gene_3708	39	40	28
gene_3709	470	411	334
gene_3710	199	276	224
gene_3711	112	138	135
gene_3712	36	41	30
gene_3713	903	1023	767
gene_3714	730	630	548
gene_3715	2161	2185	1924
gene_3716	7585	7573	6714
gene_3717	151	110	123
gene_3718	104	100	99
gene_3719	109	129	79
gene_3720	1341	1483	1119
gene_3721	71	70	54
gene_3722	158	128	94
gene_3723	83	93	77
gene_3724	1246	1323	1187
gene_3725	42	58	38
gene_3726	1224	1169	1118
gene_3727	985	856	848
gene_3728	37	58	51
gene_3729	155	255	188
gene_3730	561	752	621
gene_3731	830	844	638
gene_3732	1163	1195	1161
gene_3733	255	191	199
gene_3734	14	11	10
gene_3736	20	21	27
gene_3737	4200	4352	3761
gene_3738	1260	1334	1203
gene_3739	1484	1787	1385
gene_3740	1926	1926	1792
gene_3741	1177	1023	1258
gene_3742	4821	5884	4458
gene_3743	2900	2957	2437
gene_3744	83	46	32
gene_3746	307	288	246
gene_3747	712	547	699
gene_3748	1513	1532	1270
gene_3749	1278	1322	1091
gene_3750	3107	3814	3087
gene_3751	0	0	0
gene_3752	3106	2928	2756
gene_3753	513	625	557
gene_3754	2205	2227	1905
gene_3755	3830	4008	3668
gene_3756	3127	3101	2741
gene_3757	5833	6071	5082
gene_3758	135	175	120
gene_3759	1611	1709	1363
gene_3760	1434	1451	1266
gene_3761	2048	2314	1971
gene_3763	1084	1102	1004
gene_3764	876	916	751
gene_3765	1560	1717	1311
gene_3766	498	401	450
gene_3767	0	0	0
gene_3768	0	2	0
gene_3769	977	923	696
gene_3770	115	101	115
gene_3771	491	495	392
gene_3772	7270	7601	6354
gene_3773	4934	5229	4116
gene_3774	6389	6407	5217
gene_3775	4288	4381	4163
gene_3778	3677	3955	3375
gene_3779	15127	16843	12925
gene_3780	702	659	533
gene_3781	191	252	168
gene_3783	93	128	75
gene_3784	1330	1336	1317
gene_3785	309	243	250
gene_3786	13570	12922	11899
gene_3787	2907	2893	2594
gene_3788	1399	1249	1360
gene_3789	378	347	347
gene_3790	898	939	745
gene_3791	1036	924	824
gene_3792	583	681	499
gene_3793	10	16	8
gene_3794	1536	1528	1400
gene_3795	1214	1164	943
gene_3796	1594	1905	1452
gene_3797	1017	957	816
gene_3798	15	21	13
gene_3799	1216	1221	1089
gene_3800	3491	3677	3183
gene_3801	2726	2647	2320
gene_3802	898	944	772
gene_3803	6955	7551	5989
gene_3804	3629	3379	3319
gene_3805	1416	1427	1296
gene_3806	2792	2960	2503
gene_3807	22	12	20
gene_3808	739	735	625
gene_3809	2874	2894	2552
gene_3810	1173	1159	1050
gene_3811	0	0	0
gene_3812	0	0	0
gene_3813	0	0	0
gene_3814	1775	2046	1571
gene_3815	2014	2245	1760
gene_3816	2092	1665	1664
gene_3817	1358	1485	1180
gene_3818	5026	4658	4397
gene_3819	476	495	480
gene_3820	1067	1062	828
gene_3821	1864	1720	1487
gene_3822	314	292	244
gene_3823	1151	1206	998
gene_3824	2706	2812	2395
gene_3825	1788	1929	1602
gene_3826	2965	2970	2465
gene_3828	0	0	0
gene_3829	419	520	426
gene_3830	2768	2869	2323
gene_3831	2885	2675	2218
gene_3832	1254	1324	1143
gene_3833	3329	3647	2967
gene_3834	624	620	506
gene_3835	738	766	670
gene_3836	1077	1316	1048
gene_3837	20	11	7
gene_3838	187	192	161
gene_3839	0	0	0
gene_3841	1173	1147	854
gene_3842	19	37	28
gene_3843	434	515	435
gene_3844	1174	1233	960
gene_3845	1356	1425	1196
gene_3846	197	136	123
gene_3847	2257	2582	2120
gene_3848	64	62	45
gene_3849	11941	12844	9902
gene_3850	5564	5634	4685
gene_3852	1431	1373	1227
gene_3853	2680	2874	2560
gene_3854	2138	2331	1849
gene_3855	106	122	100
gene_3856	1769	1966	1635
gene_3857	5033	4820	4409
gene_3859	2132	2023	2196
gene_3860	1426	1481	1226
gene_3861	1386	1592	1352
gene_3862	305	324	328
gene_3863	0	0	0
gene_3864	2553	2518	2099
gene_3865	2112	2052	2171
gene_3866	1386	1367	1361
gene_3867	2439	2559	2095
gene_3868	1	7	6
gene_3869	745	756	602
gene_3871	34	23	25
gene_3872	1787	1790	1553
gene_3873	175	117	145
gene_3874	2040	1944	1917
gene_3875	0	1	2
gene_3876	144	98	129
gene_3877	1129	1294	945
gene_3878	95	102	65
gene_3879	243	169	169
gene_3880	2119	2073	2263
gene_3881	537	526	532
gene_3882	3731	3659	3363
gene_3883	3362	3310	2867
gene_3884	3186	3060	3076
gene_3886	2187	2356	2050
gene_3887	3445	3375	3356
gene_3888	4867	5034	4373
gene_3889	7884	8737	7053
gene_3890	345	275	190
gene_3891	34	17	22
gene_3892	3182	3399	2891
gene_3893	29	27	15
gene_3894	4197	4080	3353
gene_3895	8680	8483	7550
gene_3896	455	463	472
gene_3897	2546	2827	2131
gene_3898	1550	1540	1423
gene_3899	3762	3791	3302
gene_3900	1598	1762	1449
gene_3901	7477	7149	6689
gene_3902	3600	3725	3145
gene_3903	5515	5576	4709
gene_3904	7851	7974	6747
gene_3905	616	725	711
gene_3906	1517	1582	1339
gene_3907	3759	3795	3176
gene_3908	4818	5152	4351
gene_3909	1524	1390	1564
gene_3910	3664	3706	3502
gene_3911	2551	2533	2090
gene_3912	1086	1059	940
gene_3913	1605	1654	1447
gene_3914	1156	1278	980
gene_3915	85	64	78
gene_3916	3274	3447	2837
gene_3917	7218	7312	6616
gene_3918	3742	3473	3016
gene_3919	86	117	60
gene_3920	1611	1630	1367
gene_3921	1803	1900	1690
gene_3922	5366	5627	4396
gene_3924	2066	1993	1923
gene_3925	2483	2385	2052
gene_3926	4580	4466	4480
gene_3927	1171	1207	1077
gene_3928	1693	2004	1790
gene_3929	15769	14694	15235
gene_3930	2222	2335	1932
gene_3931	1375	1471	1422
gene_3932	1532	1413	1281
gene_3933	1944	2091	1918
gene_3934	2187	2268	2029
gene_3935	4398	4034	4398
gene_3936	703	714	609
gene_3937	489	494	512
gene_3938	2327	2255	2201
gene_3939	414	413	330
gene_3940	20444	20383	18548
gene_3941	3807	3920	3290
gene_3942	4089	3941	3506
gene_3943	3196	3524	2657
gene_3944	6869	7324	5702
gene_3945	7010	6976	6011
gene_3946	259	272	311
gene_3947	25	40	39
gene_3948	648	692	540
gene_3949	1539	1567	1317
gene_3950	477	539	388
gene_3951	1712	1850	1524
gene_3952	18	23	11
gene_3954	5909	5526	5313
gene_3955	2689	2861	2165
gene_3956	1069	1157	972
gene_3957	172	144	80
gene_3959	683	696	637
gene_3960	1355	1194	1206
gene_3961	504	470	370
gene_3962	8	8	11
gene_3963	393	296	274
gene_3964	1085	1156	901
gene_3965	3436	3165	2964
gene_3966	2251	2507	2064
gene_3967	4388	4034	4327
gene_3968	479	509	443
gene_3969	962	931	852
gene_3970	686	775	525
gene_3971	2099	2058	1577
gene_3972	3091	2928	2845
gene_3973	489	531	472
gene_3974	832	767	784
gene_3975	63	45	91
gene_3976	1503	1419	1384
gene_3977	3279	3167	2692
gene_3978	2984	3007	2654
gene_3979	2704	2718	2387
gene_3980	1219	1119	937
gene_3981	835	1044	863
gene_3982	305	285	215
gene_3983	2205	2394	2004
gene_3984	1592	1646	1314
gene_3985	416	449	276
gene_3986	487	557	461
gene_3987	552	532	424
gene_3988	57552	53818	52714
gene_3989	64	75	116
gene_3990	319	299	247
gene_3991	1386	1449	1112
gene_3992	439	473	329
gene_3993	475	442	364
gene_3994	2032	2320	1712
gene_3995	1368	1134	1171
gene_3996	1713	1928	1541
gene_3997	2307	2341	1990
gene_3998	4031	4159	3916
gene_3999	3735	3862	3339
gene_4000	829	877	679
gene_4001	2827	2967	2316
gene_4002	2845	2999	2500
gene_4003	2541	2441	2515
gene_4004	1483	1730	1259
gene_4005	3611	3605	3134
gene_4006	179	181	127
gene_4007	1546	1652	1467
gene_4008	236	242	190
