Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_7411	1662	1659	1409
gene_7412	259	261	209
gene_7413	1064	1155	1020
gene_7414	2181	2183	1759
gene_7415	2016	2224	1646
gene_7416	2410	2778	2012
gene_7417	1910	1936	1732
gene_7418	996	993	836
gene_7419	1723	1778	1389
gene_7420	3178	3016	2752
gene_7421	2732	2916	2367
gene_7422	458	526	373
gene_7423	14494	13662	12309
gene_7424	11	5	11
gene_7425	1061	1089	966
gene_7426	251	240	203
gene_7427	3033	3024	2566
gene_7428	813	742	766
gene_7429	1253	1202	1071
gene_7430	1123	998	981
gene_7431	83	89	80
gene_7432	16	11	5
gene_7433	1534	1721	1416
gene_7434	1030	1188	975
gene_7435	968	974	882
gene_7436	0	2	4
gene_7438	3686	3857	3065
gene_7439	535	556	352
gene_7440	2169	2395	1839
gene_7441	919	902	674
gene_7442	0	0	0
gene_7443	2	2	0
gene_7444	11064	10746	9534
gene_7445	453	493	456
gene_7446	3759	4008	3304
gene_7447	3142	3005	2451
gene_7448	1303	1661	1328
gene_7449	1334	1152	995
gene_7450	779	705	693
gene_7451	1403	1372	1140
gene_7452	114	94	82
gene_7453	913	1094	879
gene_7454	696	821	766
gene_7455	259	214	250
gene_7456	11830	11849	10514
gene_7457	2973	3031	2300
gene_7458	1951	2035	1688
gene_7459	697	809	679
gene_7460	1282	1294	1147
gene_7461	1383	1239	1200
gene_7462	1068	1219	971
gene_7463	6677	6303	5536
gene_7464	16356	16352	13803
gene_7465	2841	3128	2457
gene_7466	579	530	385
gene_7467	7893	6945	7876
gene_7470	1519	1747	1470
gene_7471	493	550	465
gene_7472	680	647	561
gene_7473	1206	1343	1030
gene_7474	2274	2466	1978
gene_7475	2503	2283	2271
gene_7476	1214	1452	1053
gene_7477	1890	2043	1696
gene_7478	3204	3453	2784
gene_7479	961	986	862
gene_7480	5814	5770	4847
gene_7481	1212	1154	1136
gene_7482	5638	6012	4839
gene_7483	29	15	22
gene_7484	89	76	71
gene_7485	245	247	223
gene_7486	685	725	578
gene_7487	1096	1102	999
gene_7488	1631	1602	1399
gene_7489	16	29	14
gene_7490	0	0	2
gene_7491	4178	4656	3729
gene_7492	1831	1891	1571
gene_7493	1684	1805	1409
gene_7494	1177	1113	1076
gene_7495	1907	1954	1634
gene_7496	1472	1838	1407
gene_7497	795	865	840
gene_7498	3699	3802	3001
gene_7499	4360	4953	3622
gene_7500	1234	1099	763
gene_7502	3180	3267	3009
gene_7503	0	0	0
gene_7504	588	722	557
gene_7505	4637	5092	3799
gene_7506	14271	14547	12625
gene_7507	1766	1764	1395
gene_7508	340	388	376
gene_7509	1106	1074	990
gene_7510	1777	1699	1735
gene_7511	2998	3156	2733
gene_7512	2107	2206	1827
gene_7513	3702	3889	3144
gene_7514	469	483	399
gene_7515	590	683	523
gene_7517	0	0	0
gene_7518	991	983	819
gene_7520	2708	2890	2331
gene_7521	2240	2369	1731
gene_7522	1755	1803	1565
gene_7523	1679	1798	1524
gene_7524	152	139	148
gene_7525	1528	1386	1380
gene_7526	327	316	279
gene_7527	11494	12524	10269
gene_7528	1389	1500	1368
gene_7529	4730	4330	3725
gene_7530	1114	1138	931
gene_7531	1280	1362	1138
gene_7532	1699	1674	1493
gene_7533	2878	3060	2801
gene_7534	1283	1432	1115
gene_7535	41282	40569	36611
gene_7536	1164	1225	976
gene_7537	2959	2784	2512
gene_7538	16284	16174	14497
gene_7539	1682	1783	1485
gene_7540	874	779	825
gene_7541	1481	1386	1159
gene_7542	33683	35775	29055
gene_7543	162	150	94
gene_7544	302	292	237
gene_7545	6	10	1
gene_7546	1525	1322	1339
gene_7547	2390	2431	1920
gene_7548	2483	2413	2298
gene_7549	709	689	489
gene_7550	945	1068	815
gene_7551	1152	1096	1174
gene_7552	2684	2744	3054
gene_7553	646	618	526
gene_7554	3753	3447	3375
gene_7555	6	5	0
gene_7556	5613	5595	5316
gene_7557	3259	3490	2993
gene_7558	984	927	984
gene_7559	2249	2340	1895
gene_7560	5017	5237	4331
gene_7561	2723	2515	2750
gene_7563	1	1	0
gene_7564	2	0	0
gene_7565	0	0	0
gene_7566	6	10	2
gene_7567	9107	8748	8386
gene_7568	3856	3737	3128
gene_7569	6580	7372	5809
gene_7570	116	122	81
gene_7571	3325	3200	3264
gene_7572	562	524	585
gene_7573	954	973	768
gene_7574	866	826	656
gene_7575	2095	2186	1865
gene_7576	2801	2720	2303
gene_7577	2019	1964	1554
gene_7578	5282	5738	5051
gene_7579	240	246	213
gene_7580	72	55	30
gene_7581	17	21	5
gene_7582	1779	1981	1826
gene_7583	2204	2477	2256
gene_7585	774	839	817
gene_7586	5422	4981	4779
gene_7587	3815	4026	3465
gene_7588	339	343	365
gene_7589	4031	3629	3139
gene_7590	1631	1563	1452
gene_7591	235	239	236
gene_7592	2	0	0
gene_7593	5436	5078	5245
gene_7594	1886	2106	1733
gene_7595	147	105	124
gene_7596	2020	2013	1729
gene_7597	95	88	76
gene_7598	2224	2026	2068
gene_7599	10054	10872	8318
gene_7600	6597	6102	5517
gene_7601	1636	1530	1466
gene_7602	58	55	58
gene_7603	3570	3525	3097
gene_7604	1168	1216	1091
gene_7605	16481	18407	14368
gene_7606	4051	4134	3132
gene_7607	1715	1926	1365
gene_7608	435	421	371
gene_7609	1825	1837	1626
gene_7610	2272	2188	1945
gene_7611	380	402	348
gene_7612	3781	3908	3306
gene_7613	2517	2538	2351
gene_7614	170	160	125
gene_7615	88	86	69
gene_7616	3621	3835	3367
gene_7617	2770	2745	2635
gene_7618	4228	4570	3618
gene_7619	128	129	94
gene_7620	6402	6989	5323
gene_7621	1248	1469	1173
gene_7622	303	260	225
gene_7623	0	0	0
gene_7625	27187	25911	24741
gene_7626	88497	89811	77500
gene_7627	15	27	13
gene_7628	75	119	77
gene_7629	130	161	79
gene_7630	598	484	423
gene_7631	331	417	250
gene_7632	24334	24641	22737
gene_7633	966	1052	912
gene_7634	870	859	706
gene_7635	871	1056	762
gene_7636	281	353	341
gene_7637	1097	1195	946
gene_7638	573	634	575
gene_7639	1488	1729	1392
gene_7640	111	78	67
gene_7641	96	102	90
gene_7642	365	401	256
gene_7643	1387	1381	1047
gene_7644	0	0	0
gene_7645	0	0	0
gene_7646	2	2	2
gene_7647	523	496	507
gene_7648	597	562	541
gene_7650	163	249	207
gene_7651	993	989	909
gene_7652	142	157	139
gene_7653	486	517	493
gene_7654	550	586	548
gene_7655	358	388	260
gene_7656	4104	3733	3521
gene_7657	411	403	290
gene_7658	509	527	444
gene_7659	207	152	169
gene_7660	1185	1149	828
gene_7661	13	15	18
gene_7662	2717	2851	2452
gene_7663	757	885	582
gene_7664	1483	1534	1397
gene_7665	135	181	109
gene_7666	14	25	9
gene_7667	37	39	14
gene_7668	395	344	327
gene_7669	162	151	127
gene_7670	233	170	184
gene_7671	7	1	0
gene_7672	102	139	57
gene_7673	0	0	0
gene_7674	6	22	24
gene_7675	0	0	0
gene_7676	0	0	1
gene_7748	0	0	1
gene_7749	0	0	0
gene_7750	0	0	0
gene_7751	0	0	0
gene_7752	0	0	0
gene_7753	0	0	0
gene_7754	0	0	0
gene_7755	0	0	0
gene_7756	0	0	0
gene_7757	0	0	0
gene_7758	0	0	0
gene_7759	0	0	0
gene_7760	0	0	0
gene_7761	0	0	0
gene_7762	0	0	0
gene_7763	0	0	0
gene_7764	0	0	0
gene_7765	0	0	0
gene_7766	0	0	0
gene_7767	0	0	0
gene_7769	20	27	16
gene_7770	0	0	0
gene_7771	0	0	0
gene_7772	0	0	0
gene_7774	0	0	0
gene_7775	30	39	28
gene_7776	0	0	0
gene_7777	0	0	0
gene_7778	0	0	0
gene_7779	0	0	0
gene_7780	0	0	0
gene_7781	5	7	2
gene_7782	0	0	0
gene_7783	4	1	5
gene_7784	0	0	0
gene_7785	130	133	98
gene_7786	3	1	4
gene_7787	1487	1518	1280
gene_7788	0	0	0
gene_7789	0	0	0
gene_7790	0	0	0
gene_7791	0	0	0
gene_7792	0	0	0
gene_7793	0	0	0
gene_7796	0	0	0
gene_7798	1	0	1
gene_7799	0	0	0
gene_7800	0	0	0
gene_7801	0	0	0
gene_7802	0	0	0
gene_7803	0	0	0
gene_7804	0	0	0
gene_7805	0	0	0
gene_7806	0	0	0
gene_7807	0	0	0
gene_7808	0	0	0
gene_7809	0	0	0
gene_7810	0	0	0
gene_7811	0	0	0
gene_7813	0	0	0
gene_7814	1	0	2
gene_7680	0	0	0
gene_7681	0	0	0
gene_7682	0	0	0
gene_7683	0	0	0
gene_7684	0	0	0
gene_7685	0	0	0
gene_7686	0	0	0
gene_7687	0	0	0
gene_7688	0	0	0
gene_7689	0	0	0
gene_7690	0	0	0
gene_7691	15	26	20
gene_7692	0	0	0
gene_7693	0	0	0
gene_7694	0	0	0
gene_7695	0	0	0
gene_7696	0	0	0
gene_7697	27	30	37
gene_7698	0	0	0
gene_7699	0	0	0
gene_7700	0	0	0
gene_7702	0	0	0
gene_7704	0	0	0
gene_7705	0	0	0
gene_7706	0	0	0
gene_7708	0	0	0
gene_7709	0	0	0
gene_7713	0	0	0
gene_7714	0	0	0
gene_7715	0	0	0
gene_7717	0	0	0
gene_7718	0	0	0
gene_7719	0	0	0
gene_7721	0	0	0
gene_7722	0	0	0
gene_7723	0	0	0
gene_7724	0	0	0
gene_7725	0	0	0
gene_7727	13	18	15
gene_7728	0	0	4
gene_7729	0	0	0
gene_7731	0	0	0
gene_7733	0	0	0
gene_7734	0	0	0
gene_7735	0	0	0
gene_7736	0	0	0
gene_7738	0	0	0
gene_7739	0	0	0
gene_7740	0	0	0
gene_7741	0	0	0
gene_7742	0	0	0
gene_7743	0	0	0
gene_7745	0	0	0
gene_7746	0	0	0
gene_7747	0	0	0
gene_7815	0	0	0
gene_7816	0	0	0
gene_7817	0	0	0
gene_7818	0	0	0
gene_7819	0	0	0
gene_7820	0	0	0
gene_7821	0	0	0
gene_7822	0	0	0
gene_7823	0	0	0
gene_7824	0	0	0
gene_7825	0	0	0
gene_7826	0	0	0
gene_7827	0	0	0
gene_7828	0	0	0
gene_7829	0	0	0
gene_7830	0	0	0
gene_7831	0	0	0
gene_7832	13	16	10
gene_7833	1	0	0
gene_7834	8	2	0
gene_7835	0	0	0
gene_7836	0	0	0
gene_7837	0	0	0
gene_7838	0	0	0
gene_7839	0	0	0
gene_7840	0	0	0
gene_7842	0	0	0
gene_7843	0	0	0
gene_7844	0	0	0
gene_7845	0	0	0
gene_7848	0	0	0
gene_7849	0	0	0
gene_7850	0	0	0
gene_7851	0	0	0
gene_7852	0	0	0
gene_7853	4	1	1
gene_7854	1	2	1
gene_7855	11	8	5
gene_7858	0	0	0
gene_7859	0	0	0
gene_7860	0	0	0
gene_7862	0	0	0
gene_7863	0	0	0
gene_7864	0	0	0
gene_7865	0	0	0
gene_7866	0	0	0
gene_7868	0	0	0
gene_7869	0	0	0
gene_7870	0	0	0
gene_7872	0	0	0
gene_7873	0	0	0
gene_7874	0	0	0
gene_7875	0	0	0
gene_7876	0	0	0
gene_7877	0	0	0
gene_7878	0	0	0
gene_7879	0	0	0
gene_7880	0	0	0
gene_7881	0	0	0
gene_7882	4	3	0
gene_7883	0	0	0
gene_7884	0	0	0
gene_7885	0	0	0
gene_7886	0	0	0
gene_7887	0	0	0
gene_7888	0	0	0
gene_7889	0	0	0
gene_7890	0	0	0
gene_7891	0	0	0
gene_7892	0	0	0
gene_7894	0	0	0
gene_7895	0	0	0
gene_7896	0	0	0
gene_7898	0	0	0
gene_7899	447	350	387
gene_7900	280	356	286
gene_7901	442	366	338
gene_7902	1178	1033	1038
gene_7903	668	722	661
gene_7904	603	587	546
gene_7905	2	4	4
gene_7906	275	334	236
gene_7907	1553	1409	1638
gene_7908	2311	2355	2322
gene_7909	618	627	624
gene_7910	1590	1401	1775
gene_7911	836	865	739
gene_7912	960	826	794
gene_7913	0	0	0
gene_7914	1045	1153	1031
gene_7915	739	656	588
gene_1295	219	257	217
gene_1296	26	16	8
gene_1297	56	101	41
gene_1298	240	290	218
gene_1299	13	9	5
gene_1300	18	29	9
gene_1301	642	609	499
gene_1302	309	334	384
gene_1303	119	103	48
gene_1304	19	10	19
gene_1305	227	212	266
gene_1306	33	45	11
gene_1307	18	34	13
gene_1308	138	136	107
gene_1309	1	1	4
gene_1310	2	6	1
gene_1311	12595	12849	11084
gene_1312	2221	2418	1898
gene_1314	1130	1048	1076
gene_1315	703	683	593
gene_1316	1369	1381	1164
gene_1317	1424	1236	1135
gene_1318	965	981	1021
gene_1319	846	926	630
gene_1320	449	457	406
gene_1321	3	2	4
gene_1322	4	2	2
gene_1323	12	3	12
gene_1324	0	0	0
gene_1325	1632	1524	1518
gene_1326	0	12	0
gene_1327	1273	1314	1165
gene_1328	0	0	0
gene_1329	2652	3047	2235
gene_1330	44	53	43
gene_1331	1695	1840	1669
gene_1332	1759	1876	1484
gene_1333	6	0	0
gene_1334	0	0	0
gene_1335	2	0	4
gene_1336	2141	2205	2160
gene_1337	5119	5326	4361
gene_1338	154	132	97
gene_1340	4639	4503	4136
gene_1341	6552	6001	5989
gene_1342	2614	3195	2297
gene_1343	1648	1601	1362
gene_1344	121	109	92
gene_1346	0	0	0
gene_1348	6206	6075	5759
gene_1349	1561	1776	1294
gene_1350	1081	1186	922
gene_1351	1271	1160	993
gene_1352	1186	1056	928
gene_1353	119	124	125
gene_1355	0	0	0
gene_1356	30	12	26
gene_1357	602	536	537
gene_1358	3091	3353	2463
gene_1359	1161	1250	962
gene_1360	664	695	587
gene_1361	576	566	509
gene_1362	16910	16672	15471
gene_1363	79078	77926	72276
gene_1364	2511	2635	2119
gene_1365	1881	2032	1690
gene_1366	3573	3683	3338
gene_1368	18	2	3
gene_1369	4049	3608	3934
gene_1370	4076	4069	3214
gene_1371	1587	1824	1328
gene_1372	552	497	428
gene_1373	1725	1837	1423
gene_1374	5662	5974	4821
gene_1375	985	1066	784
gene_1376	53898	58400	48063
gene_1377	5532	5598	4517
gene_1378	3706	3708	4064
gene_1379	254	240	198
gene_1380	1791	1858	1695
gene_1381	731	772	633
gene_1382	4598	4872	4061
gene_1383	3124	3025	2756
gene_1384	924	972	715
gene_1385	1137	1327	1063
gene_1386	7985	8913	7054
gene_1387	3784	4352	3320
gene_1388	4613	4603	3896
gene_1389	2421	2611	2285
gene_1390	1765	1914	1418
gene_1391	5413	4795	4366
gene_1392	1339	1483	1145
gene_1393	652	648	586
gene_1394	2512	2341	2089
gene_1395	2736	2835	2347
gene_1396	1426	1670	1243
gene_1397	1353	1412	1097
gene_1398	450	403	347
gene_1399	1588	1496	1269
gene_1400	2611	2808	2272
gene_1401	8727	9062	7594
gene_1402	140	96	87
gene_1403	976	1029	938
gene_1404	1914	2012	1808
gene_1405	1985	1929	1481
gene_1406	204	222	182
gene_1407	1117	1201	941
gene_1408	1250	1328	995
gene_1409	2762	2755	2614
gene_1410	407	430	321
gene_1411	8865	9139	7693
gene_1412	899	984	856
gene_1413	2245	1892	1664
gene_1414	3551	3289	3096
gene_1415	1541	1584	1322
gene_1416	560	508	465
gene_1417	1463	1375	1156
gene_1418	640	609	493
gene_1419	2299	2561	1876
gene_1420	1869	1858	1543
gene_1421	19	31	33
gene_1423	8417	8252	7479
gene_1424	4081	4146	3638
gene_1425	1937	2028	1668
gene_1426	827	862	683
gene_1427	2161	2427	2200
gene_1428	1	0	0
gene_1429	0	0	0
gene_1430	29	31	24
gene_1431	599	652	473
gene_1432	597	627	584
gene_1434	6899	6453	7081
gene_1435	2	0	1
gene_1436	2686	2579	2623
gene_1437	1265	1094	967
gene_1438	1394	1326	1287
gene_1439	13	10	11
gene_1440	1092	1089	941
gene_1441	95	100	80
gene_1442	1000	1044	798
gene_1443	223	250	212
gene_1444	1967	1994	1900
gene_1445	1722	1644	1621
gene_1446	2885	2863	2670
gene_1447	1407	1454	1139
gene_1448	3589	3615	2972
gene_1449	2479	2803	2249
gene_1450	4	0	2
gene_1452	2126	1908	1719
gene_1453	1087	1119	845
gene_1454	2190	2609	2318
gene_1455	41561	39152	36153
gene_1456	578	550	568
gene_1457	2	1	1
gene_1458	0	2	0
gene_1459	7466	7523	6653
gene_1460	1304	1197	1207
gene_1461	2287	2449	2131
gene_1462	1219	1279	1261
gene_1463	934	1032	914
gene_1464	3763	3856	3293
gene_1465	378	410	345
gene_1466	216	258	270
gene_1467	3392	3693	3188
gene_1468	33	28	27
gene_1469	3535	3044	3479
gene_1470	245	299	253
gene_1472	110	157	92
gene_1473	3861	3548	3582
gene_1474	1992	1751	1786
gene_1475	1203	1358	1001
gene_1476	1767	1761	1475
gene_1477	2260	2090	1798
gene_1478	1355	1139	1053
gene_1479	6836	6498	6629
gene_1480	1221	1121	1116
gene_1481	2013	2074	1770
gene_1482	824	815	821
gene_1483	11	11	10
gene_1484	0	0	3
gene_1485	0	0	0
gene_1486	0	0	0
gene_1487	3	3	3
gene_1488	1957	2203	1735
gene_1489	2180	2388	1688
gene_1490	2528	2325	2218
gene_1491	11413	12755	10605
gene_1492	3037	3190	2825
gene_1493	311	348	298
gene_1494	1884	1917	1504
gene_1495	1139	1277	994
gene_1496	1040	1170	985
gene_1497	10533	10547	9406
gene_1498	49	28	15
gene_1499	2881	2877	2443
gene_1500	3271	3336	2636
gene_1501	4020	4024	3639
gene_1503	3749	3287	3443
gene_1504	795	904	814
gene_1505	912	1076	923
gene_1506	775	909	634
gene_1507	2987	3181	2584
gene_1508	3715	3937	3236
gene_1509	1085	1077	957
gene_1510	11705	11294	11040
gene_1511	13586	13966	11275
gene_1512	7695	7401	7070
gene_1513	397	387	379
gene_1514	38105	38674	34022
gene_1515	834	839	684
gene_1516	4542	5042	3948
gene_1517	585	631	566
gene_1518	1809	1618	1405
gene_1519	11	4	0
gene_1520	302	360	254
gene_1521	1263	1568	1110
gene_1522	9305	9677	8010
gene_1523	3910	3808	3749
gene_1524	2349	2372	2146
gene_1525	7818	7524	6466
gene_1526	3843	3546	3231
gene_1527	2633	2605	2360
gene_1528	456	516	522
gene_1529	1066	1270	989
gene_1530	1881	2107	1648
gene_1532	0	5	3
gene_1533	1295	1198	1116
gene_1534	2104	1867	1882
gene_1535	507	487	425
gene_1536	535	575	498
gene_1537	319	339	270
gene_1538	446	491	396
gene_1539	1429	1518	1198
gene_1540	560	545	585
gene_1541	4547	5021	4179
gene_1542	56	33	24
gene_1543	1305	1358	1020
gene_1544	404	442	294
gene_1545	11	10	12
gene_1546	1025	1082	854
gene_1547	127	129	74
gene_1548	1022	915	828
gene_1549	3908	3803	3402
gene_1550	293	388	285
gene_1551	2272	2318	2151
gene_1552	1939	1835	1559
gene_1553	2281	2383	1859
gene_1554	3269	3506	2902
gene_1555	19487	17327	19654
gene_1556	0	2	6
gene_1557	1331	1396	1116
gene_1558	70	44	19
gene_1559	1617	1591	1452
gene_1560	1818	1805	1651
gene_1561	1245	1355	1028
gene_1562	2264	2272	2037
gene_1563	5737	5122	5625
gene_1564	1	3	4
gene_1565	0	4	0
gene_1566	1770	1906	1485
gene_1567	2345	2509	1987
gene_1568	603	509	451
gene_1569	2279	2355	1852
gene_1570	334	306	240
gene_1571	471	482	506
gene_1572	1161	1114	1115
gene_1573	876	770	661
gene_1574	11292	11266	10307
gene_1575	1888	1961	1568
gene_1576	759	718	737
gene_1577	898	760	698
gene_1578	124	114	129
gene_1579	62	46	62
gene_1580	18021	19221	15399
gene_1581	9215	8819	7975
gene_1582	1705	1595	1408
gene_1583	295	280	258
gene_1584	16840	16727	16654
gene_1585	0	0	0
gene_1586	6222	5679	5745
gene_1587	665	709	638
gene_1588	3459	3474	2976
gene_1589	1424	1645	1252
gene_1590	326	330	284
gene_1591	1016	1156	924
gene_1592	3436	3239	3272
gene_1593	2649	2606	2422
gene_1594	4	0	13
gene_1595	4930	4874	4398
gene_1596	331	351	319
gene_1597	81	88	35
gene_1598	0	0	0
gene_1599	2	2	0
gene_1600	403	447	320
gene_1601	540	671	483
gene_1602	982	840	767
gene_1603	2749	2882	2236
gene_1604	748	937	764
gene_1605	2820	2758	2512
gene_1607	2800	2447	2392
gene_1608	4081	4265	3513
gene_1609	5193	5205	4610
gene_1610	3	0	0
gene_1611	38	47	34
gene_1612	1086	996	929
gene_1613	1857	1922	1616
gene_1614	822	887	735
gene_1615	30	54	18
gene_1616	3709	3913	3020
gene_1617	367	411	333
gene_1618	0	0	0
gene_1619	1077	1321	1031
gene_1620	2145	2401	2076
gene_1621	713	791	579
gene_1622	1	7	9
gene_1623	460	463	341
gene_1624	5150	5752	4376
gene_1625	2827	3178	2547
gene_1626	4070	4062	3313
gene_1628	745	808	632
gene_1629	1084	1040	936
gene_1630	2754	2875	2340
gene_1631	704	741	679
gene_1632	0	1	1
gene_1633	33	51	26
gene_1634	1158	1200	1003
gene_1635	5682	5878	4994
gene_1636	15	38	32
gene_1637	3376	3464	3171
gene_1638	1296	1305	1120
gene_1639	6	4	2
gene_1640	901	912	737
gene_1641	2325	2472	1942
gene_1642	2631	2546	2299
gene_1643	136	135	114
gene_1644	1205	1365	1208
gene_1645	4741	4800	4007
gene_1646	3137	3066	2807
gene_1647	1891	2056	1525
gene_1648	359	380	298
gene_1649	2946	2907	2521
gene_1650	688	700	554
gene_1651	1260	1260	1162
gene_1652	96	97	78
gene_1653	2062	2090	1738
gene_1654	1773	1615	1593
gene_1655	11448	11433	10617
gene_1656	2347	2360	2102
gene_1657	83	104	108
gene_1658	41	48	60
gene_1659	771	798	641
gene_1660	1	2	10
gene_1661	5144	4848	4525
gene_1662	7601	7391	6729
gene_1663	0	2	0
gene_1664	2520	2257	2445
gene_1665	3665	3619	3157
gene_1666	688	646	580
gene_1667	5	18	17
gene_1668	2238	2214	2128
gene_1669	868	897	815
gene_1670	724	826	632
gene_1671	6467	6327	5172
gene_1672	2154	2341	1820
gene_1673	2546	2606	2296
gene_1674	38951	40721	35006
gene_1675	1143	1081	1019
gene_1676	4394	4405	3898
gene_1677	11933	12316	11064
gene_1678	21738	22420	17286
gene_1679	862	945	842
gene_1680	1633	1945	1445
gene_1681	13	8	2
gene_1682	1084	981	986
gene_1683	1122	1150	941
gene_1684	584	591	456
gene_1685	7267	7191	7453
gene_1686	2561	2684	2203
gene_1687	806	817	704
gene_1688	755	921	682
gene_1689	885	939	923
gene_1691	823	851	775
gene_1692	863	878	783
gene_1693	1066	1172	970
gene_1694	2158	1987	1841
gene_1695	4310	4347	3481
gene_1696	2044	2100	1555
gene_1697	3320	3130	2760
gene_1698	1610	1378	1453
gene_1699	2380	2504	1974
gene_1700	5384	5883	4884
gene_1701	3020	3094	2703
gene_1702	575	620	559
gene_1703	1125	1166	1085
gene_1704	45	62	36
gene_1705	5783	6184	4926
gene_1706	253	304	298
gene_1707	3945	4309	3358
gene_1708	5870	6047	4741
gene_1709	1853	1600	1495
gene_1710	3697	3864	2957
gene_1711	2673	2675	2380
gene_1712	571	766	542
gene_1713	2798	3218	2377
gene_1714	3055	3162	2549
gene_1715	1427	1647	1604
gene_1716	6705	6701	6156
gene_1717	10	11	1
gene_1718	1405	1552	1051
gene_1719	3270	3391	3126
gene_1720	2199	2389	2003
gene_1721	2760	2650	2234
gene_1722	741	757	578
gene_1723	16552	15209	14465
gene_1724	1190	1247	987
gene_1725	805	878	774
gene_1726	560	633	462
gene_1727	3714	3597	3404
gene_1728	1270	1501	1161
gene_1729	989	993	829
gene_1730	3820	3739	3215
gene_1731	1297	1299	1102
gene_1732	2264	2390	2185
gene_1733	1061	1071	849
gene_1735	3021	2987	2647
gene_1736	4076	3906	3153
gene_1737	6807	7010	5910
gene_1738	374	266	264
gene_1739	5549	5337	5281
gene_1740	1046	1102	884
gene_1741	1444	1423	1277
gene_1742	1127	1307	1019
gene_1743	2350	2367	1949
gene_1744	265	200	196
gene_1745	1215	1181	1072
gene_1746	4433	4378	4083
gene_1747	7311	7858	6267
gene_1748	2287	2515	2182
gene_1749	5825	5339	5102
gene_1750	2020	1760	1643
gene_1751	1467	1577	1367
gene_1752	3393	3270	3031
gene_1753	46	43	28
gene_1755	441	445	387
gene_1756	1410	1315	1070
gene_1757	15333	15574	12568
gene_1758	207	171	215
gene_1759	264	295	187
gene_1760	5575	6345	5316
gene_1761	4025	3847	3707
gene_1762	1910	1764	1492
gene_1763	1309	1531	1061
gene_1764	1193	1245	991
gene_1765	1181	1344	1092
gene_1766	9824	8962	8915
gene_1767	98	89	60
gene_1768	5085	5369	4679
gene_1769	24467	25313	21675
gene_1770	6118	5734	6132
gene_1771	1987	1835	1564
gene_1772	3947	3610	3890
gene_1773	670	819	585
gene_1774	1705	1708	1431
gene_1775	2219	2285	2031
gene_1776	1689	1876	1664
gene_1777	2691	2672	2299
gene_1778	4130	3801	3969
gene_1779	851	985	768
gene_1782	2085	2385	2084
gene_1783	73	95	51
gene_1784	8682	9008	7252
gene_1785	386	488	380
gene_1786	2880	3067	2692
gene_1787	4969	5018	4585
gene_1788	1432	1582	1366
gene_1789	6708	7123	5795
gene_1790	6968	6528	5999
gene_1791	3987	4433	3388
gene_1792	4071	4400	3659
gene_1793	3877	4289	3418
gene_1794	4423	4003	4234
gene_1795	5038	5473	4187
gene_1796	3196	3486	2666
gene_1797	276	249	284
gene_1798	1864	2042	1632
gene_1799	1539	1468	1325
gene_1800	1274	1236	1105
gene_1801	508	530	436
gene_1802	3308	3338	3057
gene_1803	1297	1384	1038
gene_1804	749	661	705
gene_1805	2929	2898	2502
gene_1806	12698	14070	10349
gene_1807	2642	2581	2043
gene_1808	525	574	495
gene_1809	1603	1660	1321
gene_1810	120	139	86
gene_1811	440	515	337
gene_1812	2883	2800	2646
gene_1813	1600	1745	1372
gene_1814	2393	2262	2244
gene_1815	594	633	491
gene_1816	2963	2990	2444
gene_1817	1044	895	913
gene_1818	88	102	76
gene_1819	511	465	430
gene_1820	0	2	0
gene_1821	1057	1099	943
gene_1822	2481	2917	2225
gene_1823	1085	1032	908
gene_1824	939	998	805
gene_1825	1576	1537	1298
gene_1826	2742	2949	2409
gene_1827	727	753	573
gene_1828	7154	7412	6745
gene_1829	1288	1244	1024
gene_1830	1950	1598	1682
gene_1831	452	703	556
gene_1832	2049	2086	1685
gene_1833	1609	1530	1285
gene_1834	10	14	9
gene_1835	282	260	284
gene_1836	662	773	669
gene_1837	1705	1753	1554
gene_1838	2424	2633	2219
gene_1839	2871	2892	2554
gene_1840	179	187	107
gene_1841	522	480	498
gene_1842	1738	1816	1506
gene_1843	848	941	712
gene_1844	1032	998	1050
gene_1845	208	246	207
gene_1846	1113	1203	1020
gene_1847	1692	1762	1586
gene_1848	3870	3884	3417
gene_1849	5214	5135	4575
gene_1850	4821	4703	4226
gene_1851	4286	3794	3840
gene_1852	3787	3976	3220
gene_1853	12544	12518	11677
gene_1854	78	44	48
gene_1855	19072	20112	16575
gene_1856	2796	2961	2680
gene_1857	275	293	204
gene_1858	1504	1650	1189
gene_1859	23228	22962	19757
gene_1861	28725	27436	28157
gene_1862	1812	1725	1472
gene_1863	10491	10974	8844
gene_1864	4	6	11
gene_1865	3794	3980	3568
gene_1866	1205	1315	1114
gene_1867	592	584	594
gene_1868	816	911	733
gene_1869	724	765	645
gene_1870	198	155	158
gene_1871	493	590	508
gene_1872	1810	1733	1534
gene_1873	2640	3210	2312
gene_1874	1702	1750	1478
gene_1875	2358	2361	1900
gene_1876	3060	3127	2808
gene_1877	634	761	512
gene_1878	6634	6459	6009
gene_1879	561	631	568
gene_1880	0	0	3
gene_1881	1942	1949	1843
gene_1882	1890	1725	1525
gene_1883	5016	4726	4493
gene_1884	0	3	0
gene_1885	3553	3064	3139
gene_1886	3575	3914	3303
gene_1887	14281	14527	12439
gene_1888	104	88	92
gene_1890	1259	1341	991
gene_1891	1429	1252	1134
gene_1892	646	599	718
gene_1893	1704	1643	1601
