Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_7391	571	778	620
gene_7392	0	7	6
gene_7393	3343	3680	3330
gene_7394	517	649	569
gene_7395	1596	1719	1454
gene_7396	681	941	797
gene_7397	68	78	76
gene_7398	615	698	608
gene_7399	1269	1513	1301
gene_7400	2759	3541	2851
gene_7401	2870	3166	2814
gene_7402	1529	1637	1757
gene_7403	199	285	312
gene_7404	3119	3495	3086
gene_7405	491	664	609
gene_7406	1423	1534	1492
gene_7407	2966	3612	3102
gene_7408	6539	7977	7026
gene_7409	5672	7254	6317
gene_7410	3279	3794	3519
gene_7411	2195	2505	2301
gene_7412	881	995	942
gene_7413	1388	1711	1392
gene_7414	2449	2593	2554
gene_7415	2153	2495	2055
gene_7416	2100	2576	2125
gene_7417	3599	3936	3812
gene_7418	1325	1642	1706
gene_7419	1320	1707	1537
gene_7420	3181	3640	3527
gene_7421	3397	4310	3549
gene_7422	406	660	486
gene_7423	10166	11144	10900
gene_7424	0	1	5
gene_7425	961	1322	1017
gene_7426	345	418	363
gene_7427	3089	3671	3033
gene_7428	780	750	778
gene_7429	828	988	835
gene_7430	381	648	521
gene_7431	106	96	113
gene_7432	6	15	14
gene_7433	2762	3246	2771
gene_7434	1520	1961	1574
gene_7435	636	826	747
gene_7436	0	2	4
gene_7438	3390	4228	3499
gene_7439	648	811	750
gene_7440	2858	3360	3017
gene_7441	980	1160	913
gene_7442	0	0	0
gene_7443	0	0	0
gene_7444	9321	10897	10469
gene_7445	720	929	769
gene_7446	4071	4656	4260
gene_7447	2246	2608	2403
gene_7448	1887	2075	2079
gene_7449	2013	2026	2016
gene_7450	863	1127	988
gene_7451	1644	2136	1955
gene_7452	76	127	132
gene_7453	1090	1380	1279
gene_7454	422	455	587
gene_7455	295	426	455
gene_7456	11335	13232	12076
gene_7457	1721	1975	2153
gene_7458	4228	5147	4744
gene_7459	645	743	707
gene_7460	1215	1438	1208
gene_7461	2351	2432	2182
gene_7462	1362	1545	1380
gene_7463	6217	6873	7055
gene_7464	13758	15980	15366
gene_7465	4484	4939	4728
gene_7466	1026	1184	1003
gene_7467	15549	14859	15487
gene_7470	3124	3533	3462
gene_7471	1326	1676	1527
gene_7472	674	918	922
gene_7473	1126	1437	1381
gene_7474	2822	3454	3239
gene_7475	4443	4195	4357
gene_7476	1421	1519	1601
gene_7477	1508	1846	1706
gene_7478	3431	3947	3696
gene_7479	624	635	641
gene_7480	6879	7404	7191
gene_7481	1722	1895	1775
gene_7482	7050	8665	7874
gene_7483	24	17	10
gene_7484	232	245	262
gene_7485	410	599	518
gene_7486	893	1010	885
gene_7487	855	833	902
gene_7488	1729	1496	1658
gene_7489	223	257	247
gene_7490	0	8	4
gene_7491	5170	6174	5555
gene_7492	2208	2752	2419
gene_7493	1385	1580	1383
gene_7494	2262	2389	2589
gene_7495	1872	2469	2059
gene_7496	1762	2013	1936
gene_7497	867	1026	999
gene_7498	4416	5516	4863
gene_7499	9082	10176	9394
gene_7500	1461	1800	1668
gene_7502	3371	3894	3374
gene_7503	0	0	0
gene_7504	875	1080	896
gene_7505	6594	7815	7306
gene_7506	9001	10813	9169
gene_7507	2210	2346	2375
gene_7508	256	247	207
gene_7509	1190	1220	1123
gene_7510	2389	2198	2131
gene_7511	2897	3246	3136
gene_7512	2721	2967	2976
gene_7513	4346	4687	5086
gene_7514	404	484	396
gene_7515	560	543	547
gene_7517	0	0	0
gene_7518	811	905	933
gene_7520	5051	5992	5582
gene_7521	2416	2856	2902
gene_7522	1990	2204	1987
gene_7523	1853	2278	1868
gene_7524	135	141	170
gene_7525	4947	5450	4995
gene_7526	476	586	536
gene_7527	10560	11835	11302
gene_7528	2420	2346	2442
gene_7529	3245	3090	3521
gene_7530	1242	1368	1277
gene_7531	1062	1099	1068
gene_7532	1462	1951	1606
gene_7533	2576	2825	2485
gene_7534	1450	1693	1458
gene_7535	77092	84045	89060
gene_7536	1300	1539	1347
gene_7537	4996	5646	5423
gene_7538	17064	18296	18726
gene_7539	2427	2758	2598
gene_7540	608	717	616
gene_7541	1620	1921	1796
gene_7542	44113	50253	45527
gene_7543	356	405	305
gene_7544	385	463	479
gene_7545	12	23	12
gene_7546	1605	1541	1746
gene_7547	3396	3900	3635
gene_7548	2106	2268	2414
gene_7549	806	1287	1052
gene_7550	956	1251	963
gene_7551	1113	1241	1236
gene_7552	2765	2882	2857
gene_7553	327	383	317
gene_7554	3384	3628	3929
gene_7555	11	10	10
gene_7556	5204	5696	6056
gene_7557	3678	4027	3630
gene_7558	1129	992	1202
gene_7559	2276	2408	2350
gene_7560	4650	5799	5027
gene_7561	2405	2326	2490
gene_7563	0	0	0
gene_7564	0	0	0
gene_7565	0	0	0
gene_7566	1	0	4
gene_7567	7438	7890	8384
gene_7568	2362	2817	2445
gene_7569	9025	10840	10303
gene_7570	162	222	194
gene_7571	3820	3599	3741
gene_7572	813	950	759
gene_7573	1110	1174	1082
gene_7574	1203	1355	1303
gene_7575	2138	2426	2192
gene_7576	2606	3268	3023
gene_7577	1505	1996	1695
gene_7578	4052	4274	4523
gene_7579	252	281	261
gene_7580	32	20	49
gene_7581	8	9	8
gene_7582	1349	1445	1336
gene_7583	1600	1806	1906
gene_7585	769	1029	1080
gene_7586	6287	7041	6611
gene_7587	4211	5161	4940
gene_7588	382	447	368
gene_7589	1493	1889	1522
gene_7590	1014	1195	796
gene_7591	297	270	301
gene_7592	0	0	0
gene_7593	3901	3939	4101
gene_7594	2680	3606	3045
gene_7595	342	441	337
gene_7596	1920	2001	1980
gene_7597	107	65	85
gene_7598	1396	1629	1675
gene_7599	24865	31094	26804
gene_7600	6801	7006	6833
gene_7601	2118	2394	2362
gene_7602	87	98	128
gene_7603	1624	1954	1891
gene_7604	2020	2254	2002
gene_7605	18767	23076	19595
gene_7606	5529	6516	6222
gene_7607	1900	2432	2048
gene_7608	492	540	607
gene_7609	2038	2057	1905
gene_7610	1706	1945	1725
gene_7611	284	306	338
gene_7612	4019	4885	4457
gene_7613	3486	3604	3705
gene_7614	839	915	893
gene_7615	160	170	190
gene_7616	2707	3147	2899
gene_7617	3001	3168	3247
gene_7618	3762	4333	3896
gene_7619	1200	1505	1279
gene_7620	7410	8925	7846
gene_7621	1358	1389	1483
gene_7622	187	241	233
gene_7623	0	2	0
gene_7625	9677	10622	10832
gene_7626	50941	56285	55298
gene_7627	4	3	13
gene_7628	145	205	208
gene_7629	330	343	301
gene_7630	1088	1139	1286
gene_7631	457	485	415
gene_7632	19116	20927	21406
gene_7633	1389	1119	1333
gene_7634	506	639	660
gene_7635	1328	1551	1173
gene_7636	374	445	452
gene_7637	1233	1425	1474
gene_7638	614	682	698
gene_7639	1388	1870	1728
gene_7640	129	126	184
gene_7641	3294	4280	3933
gene_7642	842	882	792
gene_7643	1669	2244	2127
gene_7644	0	4	0
gene_7645	0	0	0
gene_7646	2	3	0
gene_7647	808	805	637
gene_7648	778	918	699
gene_7650	337	381	427
gene_7651	1105	1119	1068
gene_7652	148	124	152
gene_7653	333	444	507
gene_7654	673	641	582
gene_7655	386	498	418
gene_7656	4543	4687	4468
gene_7657	730	812	842
gene_7658	775	1156	780
gene_7659	162	188	128
gene_7660	1602	2018	1848
gene_7661	179	122	115
gene_7662	5023	5690	5217
gene_7663	1967	2182	2075
gene_7664	1453	1564	1332
gene_7665	254	212	285
gene_7666	28	9	26
gene_7667	65	80	107
gene_7668	555	603	550
gene_7669	143	202	154
gene_7670	127	131	171
gene_7671	2	2	1
gene_7672	163	187	130
gene_7673	0	0	0
gene_7674	38	44	39
gene_7675	0	2	0
gene_7676	4	1	0
gene_7748	0	1	0
gene_7749	0	0	0
gene_7750	0	0	0
gene_7751	0	0	0
gene_7752	0	0	0
gene_7753	0	0	0
gene_7754	0	0	0
gene_7755	0	0	0
gene_7756	0	0	0
gene_7757	0	0	0
gene_7758	0	0	0
gene_7759	0	0	0
gene_7760	0	0	0
gene_7761	0	0	0
gene_7762	0	0	0
gene_7763	0	0	0
gene_7764	0	0	0
gene_7765	0	0	0
gene_7766	0	0	0
gene_7767	0	0	0
gene_7769	19	23	41
gene_7770	0	0	0
gene_7771	0	0	0
gene_7772	0	0	0
gene_7774	0	0	0
gene_7775	28	31	33
gene_7776	0	0	0
gene_7777	0	0	0
gene_7778	0	0	0
gene_7779	0	0	0
gene_7780	0	0	0
gene_7781	2	6	8
gene_7782	0	0	0
gene_7783	15	9	9
gene_7784	0	0	0
gene_7785	144	212	161
gene_7786	3	7	1
gene_7787	2155	2158	2250
gene_7788	0	0	0
gene_7789	0	0	0
gene_7790	0	0	0
gene_7791	0	0	0
gene_7792	0	0	0
gene_7793	0	0	0
gene_7796	0	0	1
gene_7798	0	0	2
gene_7799	0	0	0
gene_7800	0	0	0
gene_7801	0	0	0
gene_7802	0	0	0
gene_7803	0	0	0
gene_7804	0	0	0
gene_7805	0	0	0
gene_7806	0	0	0
gene_7807	0	0	0
gene_7808	0	0	0
gene_7809	0	0	0
gene_7810	0	0	0
gene_7811	0	0	0
gene_7813	0	0	0
gene_7814	2	3	2
gene_7680	0	0	0
gene_7681	0	0	0
gene_7682	0	0	0
gene_7683	0	0	0
gene_7684	0	0	0
gene_7685	0	0	0
gene_7686	0	0	0
gene_7687	0	0	0
gene_7688	0	0	0
gene_7689	0	0	0
gene_7690	0	0	0
gene_7691	20	19	25
gene_7692	0	0	0
gene_7693	0	0	0
gene_7694	0	0	0
gene_7695	0	0	0
gene_7696	0	0	0
gene_7697	28	31	32
gene_7698	0	0	0
gene_7699	0	0	0
gene_7700	0	0	0
gene_7702	0	0	0
gene_7704	0	0	0
gene_7705	0	0	0
gene_7706	0	0	0
gene_7708	0	0	0
gene_7709	0	0	0
gene_7713	0	0	0
gene_7714	0	0	0
gene_7715	0	0	0
gene_7717	0	0	0
gene_7718	0	0	0
gene_7719	0	0	0
gene_7721	0	0	0
gene_7722	0	0	0
gene_7723	0	0	0
gene_7724	0	0	0
gene_7725	0	0	0
gene_7727	17	16	15
gene_7728	0	0	0
gene_7729	0	0	0
gene_7731	0	0	0
gene_7733	0	0	0
gene_7734	0	0	0
gene_7735	0	0	0
gene_7736	0	0	0
gene_7738	0	0	0
gene_7739	0	0	0
gene_7740	0	0	0
gene_7741	0	0	0
gene_7742	0	0	0
gene_7743	0	0	0
gene_7745	0	0	0
gene_7746	0	0	0
gene_7747	0	1	1
gene_7815	0	0	0
gene_7816	0	0	0
gene_7817	0	0	0
gene_7818	0	0	0
gene_7819	0	0	0
gene_7820	0	0	0
gene_7821	0	0	0
gene_7822	0	0	0
gene_7823	0	0	0
gene_7824	0	0	0
gene_7825	0	0	0
gene_7826	0	0	0
gene_7827	0	0	0
gene_7828	0	0	0
gene_7829	0	0	0
gene_7830	0	0	0
gene_7831	0	0	0
gene_7832	33	34	21
gene_7833	3	1	0
gene_7834	2	1	3
gene_7835	0	0	0
gene_7836	0	0	0
gene_7837	0	0	0
gene_7838	0	0	0
gene_7839	0	0	0
gene_7840	0	0	0
gene_7842	0	0	0
gene_7843	0	0	0
gene_7844	0	0	0
gene_7845	0	0	0
gene_7848	0	0	0
gene_7849	0	0	0
gene_7850	0	0	0
gene_7851	0	0	0
gene_7852	0	0	0
gene_7853	0	3	3
gene_7854	5	2	0
gene_7855	24	16	24
gene_7858	0	0	0
gene_7859	0	0	0
gene_7860	0	0	0
gene_7862	0	0	0
gene_7863	0	0	0
gene_7864	0	0	0
gene_7865	0	0	0
gene_7866	0	0	0
gene_7868	0	0	0
gene_7869	0	0	0
gene_7870	0	0	0
gene_7872	0	0	0
gene_7873	0	0	0
gene_7874	0	0	0
gene_7875	0	0	0
gene_7876	0	0	0
gene_7877	0	0	0
gene_7878	0	0	0
gene_7879	0	0	0
gene_7880	0	0	0
gene_7881	0	0	0
gene_7882	5	3	2
gene_7883	1	0	0
gene_7884	0	0	0
gene_7885	0	0	0
gene_7886	0	0	0
gene_7887	0	0	0
gene_7888	0	0	0
gene_7889	0	0	0
gene_7890	0	0	0
gene_7891	0	0	0
gene_7892	0	0	0
gene_7894	0	0	0
gene_7895	0	0	0
gene_7896	0	0	0
gene_7898	0	0	0
gene_7899	155	163	200
gene_7900	318	353	345
gene_7901	474	543	586
gene_7902	934	880	978
gene_7903	1144	1349	1141
gene_7904	684	844	687
gene_7905	8	26	24
gene_7906	255	371	245
gene_7907	1581	1925	1897
gene_7908	2210	2271	2436
gene_7909	708	690	718
gene_7910	1401	1192	1502
gene_7911	1231	1578	1383
gene_7912	2031	2200	1882
gene_7913	0	0	0
gene_7914	529	705	593
gene_7915	858	792	947
gene_1295	495	485	421
gene_1296	22	14	10
gene_1297	143	130	136
gene_1298	571	661	538
gene_1299	19	26	25
gene_1300	68	44	77
gene_1301	1027	1314	1128
gene_1302	786	1048	944
gene_1303	75	96	74
gene_1304	54	61	38
gene_1305	59	78	128
gene_1306	17	44	22
gene_1307	22	22	11
gene_1308	180	228	220
gene_1309	0	1	0
gene_1310	4	14	11
gene_1311	39934	44783	41233
gene_1312	4210	5039	4571
gene_1314	1217	1527	1344
gene_1315	1017	1196	1125
gene_1316	2169	2589	2337
gene_1317	1475	1690	1719
gene_1318	1627	2067	2056
gene_1319	1423	1879	1392
gene_1320	167	208	173
gene_1321	0	0	6
gene_1322	0	0	0
gene_1323	18	4	4
gene_1324	0	0	0
gene_1325	2309	2418	2457
gene_1326	2	6	0
gene_1327	1640	1916	1715
gene_1328	0	0	0
gene_1329	4012	5031	4286
gene_1330	70	100	75
gene_1331	1435	1628	1455
gene_1332	1609	1802	1647
gene_1333	1	0	4
gene_1334	0	0	0
gene_1335	0	0	0
gene_1336	2199	1907	2273
gene_1337	8140	9016	8687
gene_1338	18	24	21
gene_1340	4054	3989	4848
gene_1341	4557	3840	5063
gene_1342	3319	3653	3590
gene_1343	1131	1442	1036
gene_1344	9	11	18
gene_1346	0	0	0
gene_1348	6465	7041	6558
gene_1349	1232	1455	1427
gene_1350	1030	1119	1024
gene_1351	927	791	879
gene_1352	1206	1267	1139
gene_1353	127	151	113
gene_1355	0	0	0
gene_1356	32	31	24
gene_1357	575	640	649
gene_1358	3087	3537	3443
gene_1359	1416	1671	1587
gene_1360	534	579	517
gene_1361	304	317	356
gene_1362	12403	13224	13719
gene_1363	53059	54724	59580
gene_1364	2348	2706	2556
gene_1365	1064	1418	1266
gene_1366	2157	2378	2288
gene_1368	0	0	2
gene_1369	1786	1573	1536
gene_1370	5250	5618	5101
gene_1371	1346	1952	1770
gene_1372	666	1004	772
gene_1373	1782	2190	2056
gene_1374	7376	8532	7817
gene_1375	835	1011	988
gene_1376	53544	64564	58057
gene_1377	8647	10213	9145
gene_1378	2308	2368	2151
gene_1379	148	197	200
gene_1380	2523	2502	2564
gene_1381	983	1152	1006
gene_1382	5348	5951	5443
gene_1383	3029	3411	3294
gene_1384	508	668	560
gene_1385	1511	1764	1621
gene_1386	8022	9754	8701
gene_1387	4403	5272	4832
gene_1388	5685	6973	6308
gene_1389	2817	3107	2739
gene_1390	1719	2050	1804
gene_1391	3969	4691	3961
gene_1392	2654	3138	2922
gene_1393	414	570	529
gene_1394	1944	2174	1884
gene_1395	3018	3501	3016
gene_1396	1584	1978	1653
gene_1397	1107	1285	1216
gene_1398	422	449	426
gene_1399	1569	1744	1541
gene_1400	3308	3737	3577
gene_1401	8850	9836	9715
gene_1402	138	177	180
gene_1403	808	1199	854
gene_1404	934	1217	932
gene_1405	1982	2141	2200
gene_1406	524	586	497
gene_1407	849	967	852
gene_1408	1203	1324	1128
gene_1409	3690	4291	4007
gene_1410	631	597	552
gene_1411	10088	10972	11011
gene_1412	694	834	701
gene_1413	1724	2124	1866
gene_1414	3479	3405	3572
gene_1415	1440	1722	1546
gene_1416	582	640	652
gene_1417	2233	2318	2178
gene_1418	382	445	413
gene_1419	2913	3392	2780
gene_1420	1878	2176	1923
gene_1421	4	23	37
gene_1423	8507	9209	8751
gene_1424	3379	3842	3775
gene_1425	1951	2233	1939
gene_1426	826	1069	949
gene_1427	1792	2018	1843
gene_1428	0	0	0
gene_1429	0	0	0
gene_1430	30	71	79
gene_1431	593	616	781
gene_1432	453	593	439
gene_1434	3941	3776	4038
gene_1435	0	3	7
gene_1436	3222	3722	3228
gene_1437	1160	1255	1113
gene_1438	1003	1066	1172
gene_1439	4	7	4
gene_1440	619	690	628
gene_1441	129	138	133
gene_1442	961	1052	1008
gene_1443	262	316	269
gene_1444	1886	1866	1936
gene_1445	2054	2024	2065
gene_1446	2768	3117	3319
gene_1447	1569	2059	1686
gene_1448	3198	3419	3409
gene_1449	1603	1828	1652
gene_1450	2	0	8
gene_1452	2904	2914	2777
gene_1453	1267	1444	1279
gene_1454	2251	2519	2353
gene_1455	218933	232005	236158
gene_1456	5883	7035	6028
gene_1457	30	5	42
gene_1458	8	13	21
gene_1459	6226	7181	6453
gene_1460	1230	1445	1412
gene_1461	2026	2349	2242
gene_1462	1587	1541	1489
gene_1463	1550	1919	1826
gene_1464	3762	4196	4400
gene_1465	1186	1343	1307
gene_1466	342	411	335
gene_1467	4257	4753	4214
gene_1468	31	70	56
gene_1469	6168	5639	6544
gene_1470	396	348	475
gene_1472	332	406	411
gene_1473	4078	4503	4656
gene_1474	1548	1915	1906
gene_1475	2567	2808	2730
gene_1476	1657	1671	1739
gene_1477	2264	2434	2280
gene_1478	1216	1200	1350
gene_1479	3347	3148	4196
gene_1480	744	691	785
gene_1481	2591	2692	2835
gene_1482	671	876	779
gene_1483	25	14	9
gene_1484	4	10	0
gene_1485	0	0	0
gene_1486	0	0	0
gene_1487	6	12	29
gene_1488	2962	3600	3301
gene_1489	3785	4432	4236
gene_1490	3631	3767	3942
gene_1491	43095	50394	47968
gene_1492	3460	4041	3695
gene_1493	669	792	737
gene_1494	1822	2184	2105
gene_1495	1150	1506	1215
gene_1496	1151	1490	1323
gene_1497	8125	8566	8748
gene_1498	38	60	30
gene_1499	3666	3882	3674
gene_1500	5205	5756	4999
gene_1501	6250	6763	7108
gene_1503	4184	3965	4659
gene_1504	1238	1383	1303
gene_1505	905	1186	1241
gene_1506	668	760	703
gene_1507	2718	3492	2874
gene_1508	4504	5459	5118
gene_1509	1092	1369	1207
gene_1510	9060	8243	10086
gene_1511	11629	13509	12517
gene_1512	14230	15869	14717
gene_1513	677	563	565
gene_1514	50487	57333	58299
gene_1515	1755	2046	1798
gene_1516	5840	6665	5854
gene_1517	871	1055	868
gene_1518	1342	1592	1549
gene_1519	7	19	5
gene_1520	802	908	959
gene_1521	1923	2296	2205
gene_1522	16552	19536	18050
gene_1523	3754	3694	3722
gene_1524	1478	1413	1429
gene_1525	15665	18351	18115
gene_1526	3922	4249	4419
gene_1527	2165	2621	2441
gene_1528	337	422	406
gene_1529	1401	1685	1597
gene_1530	2519	2789	2729
gene_1532	4	1	0
gene_1533	906	1103	972
gene_1534	1565	1991	1941
gene_1535	417	515	408
gene_1536	399	395	381
gene_1537	456	545	438
gene_1538	501	491	454
gene_1539	1117	1377	1297
gene_1540	571	648	707
gene_1541	5360	6643	5581
gene_1542	25	28	45
gene_1543	1495	1763	1492
gene_1544	416	542	458
gene_1545	16	35	14
gene_1546	11787	14813	13418
gene_1547	149	155	160
gene_1548	833	991	920
gene_1549	2598	2866	2560
gene_1550	315	360	447
gene_1551	2299	2405	2232
gene_1552	1279	1615	1344
gene_1553	1952	2507	2257
gene_1554	4982	6416	5644
gene_1555	20380	19496	20919
gene_1556	10	18	15
gene_1557	1243	1617	1420
gene_1558	90	74	85
gene_1559	1328	1197	1482
gene_1560	1085	1204	1256
gene_1561	1177	1377	1295
gene_1562	1986	2399	2319
gene_1563	5359	4505	4982
gene_1564	2	6	8
gene_1565	0	0	0
gene_1566	878	795	899
gene_1567	3051	3659	3353
gene_1568	867	949	957
gene_1569	2260	2592	2442
gene_1570	274	262	251
gene_1571	363	356	457
gene_1572	843	1067	1004
gene_1573	1271	1231	1392
gene_1574	6979	8686	8390
gene_1575	666	630	699
gene_1576	477	559	561
gene_1577	808	936	852
gene_1578	139	179	153
gene_1579	54	42	35
gene_1580	27730	34503	29218
gene_1581	13846	14211	14785
gene_1582	1598	1465	1545
gene_1583	188	200	259
gene_1584	6344	6988	7659
gene_1585	0	0	0
gene_1586	5828	5748	6196
gene_1587	527	773	703
gene_1588	3079	3728	3355
gene_1589	1668	2101	1784
gene_1590	550	615	530
gene_1591	1781	2262	1888
gene_1592	6022	6340	6390
gene_1593	2528	2602	2717
gene_1594	9	0	3
gene_1595	3880	3903	4338
gene_1596	334	272	337
gene_1597	143	126	115
gene_1598	0	10	0
gene_1599	0	0	0
gene_1600	497	642	520
gene_1601	1000	1254	971
gene_1602	606	731	615
gene_1603	3175	3688	3353
gene_1604	756	962	954
gene_1605	3100	3630	3341
gene_1607	1311	1591	1645
gene_1608	2568	2911	3125
gene_1609	5539	6355	6270
gene_1610	0	2	4
gene_1611	32	39	46
gene_1612	1005	1419	1290
gene_1613	1848	2300	2108
gene_1614	587	867	821
gene_1615	24	49	20
gene_1616	7262	8994	7667
gene_1617	430	508	495
gene_1618	0	0	0
gene_1619	1036	1193	1218
gene_1620	1500	1596	1577
gene_1621	718	904	799
gene_1622	7	1	6
gene_1623	526	632	562
gene_1624	6340	7652	6659
gene_1625	3155	3628	3163
gene_1626	2072	2263	2163
gene_1628	1052	1359	1139
gene_1629	865	1150	979
gene_1630	3066	3448	3332
gene_1631	896	974	1070
gene_1632	1	8	0
gene_1633	49	41	34
gene_1634	961	1074	952
gene_1635	5621	6283	5734
gene_1636	38	32	31
gene_1637	3869	4342	3547
gene_1638	1144	1658	1300
gene_1639	0	6	0
gene_1640	718	885	827
gene_1641	1658	1906	2079
gene_1642	1413	1772	1647
gene_1643	152	161	182
gene_1644	1770	1885	1947
gene_1645	3854	4822	4377
gene_1646	1690	1691	1582
gene_1647	1993	2491	2423
gene_1648	264	376	361
gene_1649	3494	3834	4023
gene_1650	608	794	695
gene_1651	1295	1401	1318
gene_1652	71	99	127
gene_1653	2450	2982	2768
gene_1654	1413	1589	1370
gene_1655	6223	6709	7361
gene_1656	3077	3541	3221
gene_1657	104	105	103
gene_1658	80	93	101
gene_1659	575	655	604
gene_1660	17	14	7
gene_1661	4384	5020	5061
gene_1662	5262	5600	6167
gene_1663	2	12	2
gene_1664	2766	2512	2552
gene_1665	3844	4447	4027
gene_1666	758	776	794
gene_1667	57	38	62
gene_1668	2434	2464	2564
gene_1669	928	961	940
gene_1670	749	854	765
gene_1671	7242	8116	7380
gene_1672	1541	1787	1738
gene_1673	3737	4471	4060
gene_1674	74833	83528	74870
gene_1675	918	943	938
gene_1676	2596	2578	2732
gene_1677	9601	10316	9145
gene_1678	47303	53634	51991
gene_1679	1012	1251	1183
gene_1680	1650	2192	1806
gene_1681	9	4	18
gene_1682	2224	2429	2334
gene_1683	970	1019	944
gene_1684	684	768	742
gene_1685	9596	10241	10647
gene_1686	4188	4247	4211
gene_1687	482	651	635
gene_1688	454	558	544
gene_1689	894	1013	894
gene_1691	1066	1107	1107
gene_1692	1698	2010	1666
gene_1693	862	1199	1121
gene_1694	1518	1646	1686
gene_1695	2881	2943	2815
gene_1696	1725	1840	1874
gene_1697	1740	1886	1839
gene_1698	900	869	995
gene_1699	3263	3805	3392
gene_1700	6185	7124	6544
gene_1701	2602	2801	2521
gene_1702	728	856	941
gene_1703	825	1100	934
gene_1704	78	70	73
gene_1705	5079	5922	5048
gene_1706	132	201	144
gene_1707	5208	5644	5482
gene_1708	5990	6773	6169
gene_1709	2235	2520	2398
gene_1710	10382	12732	10527
gene_1711	8793	9913	9419
gene_1712	913	1141	1120
gene_1713	2958	3244	3107
gene_1714	2795	3402	3363
gene_1715	1462	1922	1563
gene_1716	10758	11399	11387
gene_1717	0	1	3
gene_1718	1452	1732	1370
gene_1719	4134	4847	4567
gene_1720	2341	2824	2401
gene_1721	2793	3323	2809
gene_1722	755	984	785
gene_1723	17350	19655	17189
gene_1724	865	1043	1014
gene_1725	714	793	883
gene_1726	584	670	564
gene_1727	1250	1673	1398
gene_1728	1697	2120	1922
gene_1729	1043	1165	1157
gene_1730	3870	4240	4104
gene_1731	1182	1457	1361
gene_1732	3149	3517	3652
gene_1733	1035	940	1002
gene_1735	3023	3642	3495
gene_1736	5399	5929	5607
gene_1737	7103	7942	8595
gene_1738	25148	31922	26607
gene_1739	7846	8041	8484
gene_1740	1174	1208	1212
gene_1741	886	1084	997
gene_1742	1203	1434	1286
gene_1743	2543	2883	2492
gene_1744	267	293	323
gene_1745	994	1126	1174
gene_1746	3618	3687	3832
gene_1747	15437	17062	15920
gene_1748	2114	2636	2276
gene_1749	5477	6093	5699
gene_1750	1957	2186	2046
gene_1751	1597	1926	1720
gene_1752	2475	2800	2427
gene_1753	36	28	45
gene_1755	1396	1468	1291
gene_1756	3530	4025	3459
gene_1757	34892	37854	37147
gene_1758	88	138	116
gene_1759	315	299	331
gene_1760	6946	7871	7500
gene_1761	1484	1625	1601
gene_1762	988	950	1085
gene_1763	1348	1643	1382
gene_1764	843	961	852
gene_1765	1341	1444	1485
gene_1766	11345	11712	11147
gene_1767	84	87	99
gene_1768	1390	1766	1555
gene_1769	25511	28645	28267
gene_1770	4054	3918	4462
gene_1771	2029	2420	2149
gene_1772	2325	2536	2558
gene_1773	848	1033	962
gene_1774	2998	3518	3138
gene_1775	1809	2201	1946
gene_1776	2389	2106	2455
gene_1777	2976	2957	3025
gene_1778	4202	4384	4052
gene_1779	1019	1233	1121
gene_1782	2079	2654	2103
gene_1783	70	98	96
gene_1784	9067	11003	9779
gene_1785	474	594	672
gene_1786	2402	2851	2560
gene_1787	4263	4293	4602
gene_1788	1288	1391	1296
gene_1789	2395	2757	2388
gene_1790	7329	7305	7536
gene_1791	8198	10029	8631
gene_1792	6366	7304	6759
gene_1793	6097	7039	6906
gene_1794	3223	3109	3177
gene_1795	5382	5812	5581
gene_1796	3667	3912	3670
gene_1797	388	433	352
gene_1798	4175	4811	4645
gene_1799	1557	1771	1912
gene_1800	635	786	715
gene_1801	457	402	346
gene_1802	2294	2715	2521
gene_1803	1806	2278	1888
gene_1804	1473	1619	1740
gene_1805	3838	4316	4358
gene_1806	24222	27574	25460
gene_1807	4638	5325	4996
gene_1808	843	1082	936
gene_1809	1291	1468	1424
gene_1810	140	229	161
gene_1811	363	506	481
gene_1812	2934	3160	3459
gene_1813	3350	4327	3703
gene_1814	3149	3308	3117
gene_1815	645	785	820
gene_1816	4210	4244	4342
gene_1817	826	939	946
gene_1818	142	160	146
gene_1819	503	589	558
gene_1820	0	0	0
gene_1821	1246	1615	1454
gene_1822	2689	3207	2915
gene_1823	1528	1691	1702
gene_1824	1226	1443	1153
gene_1825	1570	1804	1783
gene_1826	4110	5305	4589
gene_1827	846	1104	943
gene_1828	6149	6578	6529
gene_1829	1978	2417	2091
gene_1830	1618	1725	1706
gene_1831	559	770	678
gene_1832	2012	2536	2125
gene_1833	1735	1933	1701
gene_1834	27	10	8
gene_1835	165	214	210
gene_1836	823	1037	1006
gene_1837	2356	2245	2454
gene_1838	2513	2546	2716
gene_1839	2464	3120	2784
gene_1840	127	134	106
gene_1841	603	753	708
gene_1842	1782	2293	2123
gene_1843	496	623	627
gene_1844	1120	1459	1209
gene_1845	209	245	270
gene_1846	1140	1467	1341
gene_1847	1500	1591	1476
gene_1848	4474	5714	5069
gene_1849	6902	7734	7094
gene_1850	5982	6239	6361
gene_1851	4755	4835	5333
gene_1852	9227	11344	10760
gene_1853	25417	25102	27602
gene_1854	99	139	135
gene_1855	19080	22952	20152
gene_1856	2959	2730	3010
gene_1857	253	364	333
gene_1858	1537	1777	1782
gene_1859	18495	21351	21399
gene_1861	24686	24534	27179
gene_1862	1021	1044	1101
gene_1863	10693	12485	12171
gene_1864	11	2	9
