Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_5015	2335	2306	2462
gene_5016	1484	1531	1585
gene_5017	2458	2635	2453
gene_5018	3	0	2
gene_5019	23	32	56
gene_5020	672	679	798
gene_5021	1282	1615	1372
gene_5022	1101	1262	1177
gene_5023	653	758	717
gene_5024	29	49	52
gene_5025	3	0	5
gene_5026	1434	1446	1506
gene_5027	1418	1466	1415
gene_5028	301	289	393
gene_5029	2017	2417	1969
gene_5030	8	18	14
gene_5031	1	8	6
gene_5032	0	0	0
gene_5033	18	33	22
gene_5034	933	1121	988
gene_5035	9370	8080	10502
gene_5036	2081	2347	2171
gene_5037	1316	1315	1604
gene_5038	1419	1563	1548
gene_5039	594	669	723
gene_5040	881	1050	1014
gene_5041	2250	2329	2373
gene_5042	739	866	836
gene_5043	1733	2021	1954
gene_5044	0	2	2
gene_5045	0	0	0
gene_5046	4	0	11
gene_5047	2302	3060	2792
gene_5048	3	0	2
gene_5049	0	2	6
gene_5050	5400	5775	6022
gene_5051	397	522	548
gene_5052	767	833	757
gene_5053	2221	2219	2265
gene_5054	10019	12249	11536
gene_5055	585	680	673
gene_5056	1048	1431	1197
gene_5057	1407	1737	1642
gene_5058	3940	4833	4326
gene_5059	0	0	2
gene_5060	0	0	0
gene_5062	824	1072	959
gene_5063	181	269	312
gene_5064	4491	5712	4727
gene_5065	1823	1928	1969
gene_5066	1747	1875	1912
gene_5067	3075	2713	2964
gene_5068	6087	7484	6796
gene_5069	290	388	338
gene_5070	14	8	8
gene_5071	2216	2600	2480
gene_5072	2618	3243	2979
gene_5073	3652	4337	3820
gene_5074	7113	7432	7593
gene_5075	67	24	27
gene_5076	1360	1365	1311
gene_5077	57874	57775	64930
gene_5078	39	32	19
gene_5079	2146	2824	2509
gene_5080	473	663	522
gene_5081	4302	5209	4676
gene_5082	5167	5306	5109
gene_5083	4	0	0
gene_5084	306	397	411
gene_5085	3425	3396	3460
gene_5086	28	36	28
gene_5087	3672	3737	3852
gene_5088	1837	2284	1934
gene_5089	1252	1366	1341
gene_5090	2043	2068	2083
gene_5091	18849	18710	18477
gene_5092	1007	1039	948
gene_5093	37	44	64
gene_5096	0	0	0
gene_5099	6931	8321	7717
gene_5100	11673	11970	12215
gene_5101	5473	5808	5786
gene_5102	1695	2313	1768
gene_5103	3640	4307	3746
gene_5104	9179	11212	9727
gene_5106	1952	1982	2029
gene_5107	1366	1465	1503
gene_5108	3961	4440	4374
gene_5109	5205	5907	5066
gene_5110	2871	3399	3100
gene_5111	529	633	517
gene_5112	1552	1853	1725
gene_5113	1034	1257	1117
gene_5114	1894	2357	2034
gene_5115	1707	2113	1914
gene_5116	1696	2097	1948
gene_5117	2836	3127	3270
gene_5118	2919	3452	3101
gene_5119	1397	1553	1574
gene_5120	3398	4332	3699
gene_5121	55347	60198	60125
gene_5122	2506	2572	2499
gene_5123	0	0	0
gene_5124	0	0	0
gene_5125	0	0	0
gene_5126	0	0	0
gene_5127	889	995	898
gene_5128	871	932	807
gene_5129	1557	1888	1714
gene_5130	1514	1850	1627
gene_5131	637	627	621
gene_5132	1016	1271	1010
gene_5133	492	604	652
gene_5134	0	0	0
gene_5135	0	0	0
gene_5137	0	0	0
gene_5138	0	0	0
gene_5139	2905	3295	3040
gene_5140	2646	3008	2862
gene_5141	11	17	14
gene_5142	253	337	340
gene_5143	5883	6870	6415
gene_5144	1154	1387	1331
gene_5145	1599	1966	1820
gene_5146	2860	3222	2965
gene_5147	3032	2808	3126
gene_5148	5040	5797	6057
gene_5149	1047	1343	1180
gene_5150	10219	9644	10371
gene_5151	1439	1760	1591
gene_5152	1809	1964	1719
gene_5153	34	32	34
gene_5154	1525	2016	1798
gene_5155	301	294	315
gene_5156	3500	4134	3615
gene_5157	1035	1287	1105
gene_5158	1559	1766	1754
gene_5159	565	688	666
gene_5160	2402	3039	2741
gene_5161	3041	3209	2929
gene_5162	1428	1553	1461
gene_5163	1523	1941	1559
gene_5164	3328	3112	3383
gene_5165	49787	57440	53619
gene_5166	1277	1531	1415
gene_5167	3533	3761	3928
gene_5168	21	28	48
gene_5169	846	1119	993
gene_5170	9126	10254	10491
gene_5171	908	1082	1141
gene_5172	3993	4352	4027
gene_5173	4129	4997	4404
gene_5174	335	381	374
gene_5175	2890	2953	2828
gene_5176	524	561	512
gene_5177	4063	4842	4407
gene_5178	2293	2499	2338
gene_5179	4693	5354	5129
gene_5180	2019	2436	2059
gene_5181	2668	3338	2922
gene_5182	2145	2334	2520
gene_5183	174	246	200
gene_5184	506	625	685
gene_5185	333	323	313
gene_5186	508	571	585
gene_5187	845	869	883
gene_5188	1086	1336	1163
gene_5189	744	814	677
gene_5190	18	12	21
gene_5191	316	391	293
gene_5192	2	4	10
gene_5193	2199	2243	2520
gene_5194	706	654	728
gene_5195	1410	1186	1313
gene_5196	1382	1496	1477
gene_5197	1937	2155	1967
gene_5198	0	0	0
gene_5199	523	691	579
gene_5200	4167	3988	4056
gene_5201	5710	6555	6360
gene_5202	359	425	453
gene_5203	2027	2137	1903
gene_5204	1809	2071	1920
gene_5205	2159	2647	2637
gene_5206	427	486	412
gene_5207	377	380	375
gene_5208	58	30	55
gene_5209	366	471	423
gene_5210	349	538	473
gene_5211	65	75	69
gene_5212	1006	1232	1067
gene_5213	1101	1282	1109
gene_5214	14365	17222	15837
gene_5215	10319	12847	12655
gene_5216	3119	3440	3028
gene_5217	5560	5820	6242
gene_5218	0	0	0
gene_5219	1902	2406	2101
gene_5220	1104	1262	1046
gene_5221	9517	11552	10838
gene_5222	4744	5388	5541
gene_5223	45336	53904	48669
gene_5224	2559	3429	2913
gene_5225	795	873	945
gene_5226	1145	1329	1301
gene_5227	1973	1970	1921
gene_5228	2882	3364	3236
gene_5229	1357	1608	1355
gene_5230	15921	20151	18665
gene_5231	72	106	114
gene_5232	434	690	527
gene_5233	3074	3660	3230
gene_5234	1756	2213	2098
gene_5235	756	779	796
gene_5236	4	13	7
gene_5237	2222	2932	2435
gene_5238	1	13	5
gene_5240	7672	10011	8922
gene_5241	1054	1600	1318
gene_5242	2739	3138	2706
gene_5243	647	864	910
gene_5244	58654	59568	56955
gene_5245	1108	959	1167
gene_5246	25731	30126	28609
gene_5247	4799	5266	5298
gene_5248	1067	1135	1213
gene_5249	2312	1988	2353
gene_5250	970	1135	1164
gene_5251	593	764	609
gene_5252	2647	2578	2816
gene_5253	2189	2340	2409
gene_5254	636	855	941
gene_5255	166	176	160
gene_5256	2733	3082	2914
gene_5257	3086	2455	2670
gene_5258	1272	1537	1341
gene_5259	1585	1856	1645
gene_5260	2371	2927	2836
gene_5261	406	506	414
gene_5262	0	0	0
gene_5264	5	0	0
gene_5265	872	1116	1029
gene_5266	2903	3108	2690
gene_5267	3337	3906	3344
gene_5268	1073	1214	1341
gene_5269	1167	1476	1289
gene_5270	335	393	354
gene_5271	1410	1646	1502
gene_5272	397	416	506
gene_5273	2409	2367	2358
gene_5274	1764	1877	1763
gene_5275	3123	3849	3710
gene_5276	439	560	478
gene_5277	2893	3178	2968
gene_5278	1771	1894	1727
gene_5279	1477	1286	1371
gene_5280	273	296	286
gene_5281	3590	4057	3829
gene_5282	4775	5305	4937
gene_5283	1736	1978	1893
gene_5284	5597	5746	6266
gene_5287	5042	5629	5870
gene_5288	2412	2609	2504
gene_5289	14975	18628	15735
gene_5290	4606	5819	5176
gene_5291	1571	1740	1702
gene_5292	1970	2105	1925
gene_5293	832	963	862
gene_5294	446	403	448
gene_5295	1448	1566	1611
gene_5296	2441	2676	2746
gene_5297	126	118	108
gene_5298	94	47	90
gene_5299	3581	4415	3831
gene_5300	1601	1860	1808
gene_5301	523	791	750
gene_5302	1280	1497	1260
gene_5303	1875	2294	2070
gene_5304	1734	1855	1762
gene_5305	2777	3081	2911
gene_5306	1878	2314	1827
gene_5307	4527	5387	4517
gene_5308	687	755	623
gene_5309	2142	2486	2356
gene_5310	542	586	553
gene_5311	1154	1336	1392
gene_5312	6335	7071	6267
gene_5313	751	946	935
gene_5314	1967	1794	1905
gene_5315	0	0	0
gene_5316	1908	2313	2288
gene_5317	311	374	374
gene_5318	1887	2074	1877
gene_5319	4312	4544	4480
gene_5320	559	681	693
gene_5321	65	61	49
gene_5322	1	0	4
gene_5323	269	371	345
gene_5324	590	749	686
gene_5325	7159	8284	7522
gene_5326	728	834	698
gene_5327	3039	3291	3529
gene_5328	1685	2218	2071
gene_5329	263	396	247
gene_5330	513	687	560
gene_5331	1384	1709	1508
gene_5332	81	75	68
gene_5333	788	967	789
gene_5334	797	1117	1100
gene_5335	2058	2849	2354
gene_5336	5155	5892	5136
gene_5337	2605	3220	2712
gene_5338	323	421	410
gene_5339	1653	1971	1930
gene_5340	689	753	651
gene_5341	2565	2752	2738
gene_5342	2290	2890	2785
gene_5343	3983	4515	3971
gene_5344	1533	1647	1496
gene_5345	851	1115	977
gene_5346	1940	2452	2360
gene_5348	0	12	9
gene_5349	1189	1395	1156
gene_5350	1360	1577	1469
gene_5351	2886	3196	3197
gene_5352	2107	2518	2434
gene_5353	1029	1345	1294
gene_5354	2073	2353	2421
gene_5355	306	353	338
gene_5356	1967	2414	2131
gene_5357	106	95	150
gene_5358	335	368	338
gene_5359	735	896	781
gene_5360	2045	2682	2474
gene_5361	1717	2143	2022
gene_5362	952	1244	1088
gene_5363	2131	2828	2301
gene_5364	1879	2226	1939
gene_5365	2203	2777	2297
gene_5366	2665	3200	2844
gene_5367	688	933	762
gene_5368	1114	1379	1185
gene_5369	4343	5373	4724
gene_5370	3890	4306	4017
gene_5371	15773	17631	19586
gene_5372	604	772	657
gene_5373	1352	1680	1570
gene_5374	1444	1675	1607
gene_5375	524	602	550
gene_5376	8820	11280	9744
gene_5377	951	1230	995
gene_5378	860	1012	874
gene_5379	367	422	409
gene_5380	227	220	241
gene_5381	682	837	757
gene_5382	2017	2379	2284
gene_5383	712	675	657
gene_5384	1918	1943	2056
gene_5387	27	18	25
gene_5388	1623	1965	1792
gene_5389	478	526	520
gene_5390	6736	7271	7940
gene_5391	53	63	36
gene_5392	3588	4088	3831
gene_5393	815	967	984
gene_5394	385	503	492
gene_5395	1036	1059	979
gene_5396	1259	1351	1268
gene_5397	4034	4888	4560
gene_5398	1247	1348	1259
gene_5399	734	821	766
gene_5400	2199	2587	2441
gene_5401	3247	4108	3493
gene_5402	1783	2089	1944
gene_5403	2004	2616	2262
gene_5404	21072	25583	23002
gene_5405	736	980	892
gene_5406	20899	22940	21179
gene_5407	456	553	497
gene_5408	822	847	899
gene_5409	1684	1807	1732
gene_5410	1520	1770	1573
gene_5411	3003	3690	3518
gene_5412	9926	11856	10490
gene_5413	3548	4204	3579
gene_5414	64	74	65
gene_5415	1419	1622	1718
gene_5416	4160	4214	4169
gene_5417	2139	2112	2297
gene_5418	2790	3525	2985
gene_5419	436	617	508
gene_5420	398	462	438
gene_5421	3747	4575	4150
gene_5422	3299	4006	3635
gene_5423	1327	1564	1522
gene_5424	4281	4895	4789
gene_5425	206	232	200
gene_5429	1850	2441	2185
gene_5430	3498	4064	3713
gene_5431	3419	3857	3644
gene_5432	3341	3645	3686
gene_5433	1558	1952	1809
gene_5434	1587	1733	1761
gene_5435	3071	3271	3280
gene_5436	3460	3961	4218
gene_5437	1234	1378	1472
gene_5438	2	2	4
gene_5439	0	0	0
gene_5440	0	0	0
gene_5441	0	0	0
gene_5442	781	935	946
gene_5443	2118	2302	2171
gene_5444	2860	3013	3230
gene_5445	0	0	0
gene_5446	0	0	0
gene_5447	4039	4378	4031
gene_5448	9611	10438	10156
gene_5449	1980	2101	1860
gene_5450	610	758	813
gene_5451	1107	1170	1132
gene_5452	414	559	510
gene_5453	1571	1840	1794
gene_5454	1687	1874	1659
gene_5455	3877	3961	4166
gene_5456	1314	1348	1293
gene_5457	977	1251	1220
gene_5458	1622	1818	1801
gene_5459	1152	1336	1343
gene_5460	1053	1027	1117
gene_5461	0	1	4
gene_5462	1556	1635	1550
gene_5463	226	254	179
gene_5464	1059	878	1043
gene_5465	2172	1521	1828
gene_5466	123	115	139
gene_5467	394	493	493
gene_5468	1727	1794	1698
gene_5469	14790	17781	16262
gene_5470	3890	5028	4230
gene_5471	1180	1253	1470
gene_5472	3706	3993	4087
gene_5473	876	1115	1104
gene_5474	80	88	148
gene_5475	2915	2966	3178
gene_5476	2378	2552	2291
gene_5477	496	651	574
gene_5478	981	1105	1076
gene_5479	846	908	707
gene_5480	889	902	903
gene_5481	662	731	604
gene_5482	1419	1766	1452
gene_5483	1428	1195	1831
gene_5484	4	2	2
gene_5485	540	669	603
gene_5486	78	79	78
gene_5487	18	2	38
gene_5488	0	2	2
gene_5489	5491	6456	6228
gene_5490	880	1068	938
gene_5491	4206	5012	4481
gene_5492	11313	13369	11839
gene_5493	46	30	37
gene_5494	510	665	430
gene_5495	11254	13327	11457
gene_5496	10	10	7
gene_5497	224	247	191
gene_5498	6131	6089	6532
gene_5499	4321	4448	4424
gene_5500	3613	4185	3920
gene_5501	3155	2960	3174
gene_5503	15169	12196	14603
gene_5504	2788	3168	3119
gene_5505	5072	5333	5252
gene_5506	283	332	354
gene_5507	0	0	0
gene_5508	0	2	0
gene_5511	275	273	255
gene_5512	3057	3423	3064
gene_5513	996	1294	1089
gene_5514	11283	13008	11629
gene_5515	1320	1495	1618
gene_5516	1073	1318	1163
gene_5517	776	835	846
gene_5518	0	0	0
gene_5519	4	1	0
gene_5520	51356	57446	58226
gene_5521	3453	3910	3873
gene_5522	6994	8205	7407
gene_5523	657	819	716
gene_5524	13059	12267	11943
gene_5525	3485	3628	3269
gene_5526	0	0	0
gene_5527	374	376	332
gene_5528	4818	5107	5249
gene_5529	2851	3177	2945
gene_5530	0	0	0
gene_5531	2	2	0
gene_5532	1044	983	1114
gene_5533	2560	2985	2475
gene_5534	2569	2901	2724
gene_5535	949	1178	984
gene_5536	14762	16325	16008
gene_5538	1801	2661	2314
gene_5539	3331	3524	4000
gene_5541	2042	2585	2103
gene_5542	1496	1746	1470
gene_5543	115	102	96
gene_5544	0	0	0
gene_5545	2	7	6
gene_5546	1443	1730	1539
gene_5547	4469	5160	4541
gene_5548	1004	1163	915
gene_5549	3912	4736	4268
gene_5550	1356	1731	1710
gene_5551	1903	2410	1939
gene_5552	63	92	93
gene_5553	4340	4297	4037
gene_5554	1083	1148	1112
gene_5555	1454	1849	1588
gene_5556	1245	1389	1305
gene_5557	2915	2974	3277
gene_5558	296	332	397
gene_5559	4137	4610	4440
gene_5560	2502	2706	2648
gene_5561	1179	1346	1440
gene_5562	1327	1504	1388
gene_5563	649	788	744
gene_5564	117	89	132
gene_5565	946	1048	975
gene_5566	1088	1252	1355
gene_5567	39	52	95
gene_5568	2968	3363	3169
gene_5569	3997	3774	3978
gene_5570	2893	3062	3192
gene_5571	2536	2807	2837
gene_5572	219	230	222
gene_5573	1701	2313	2082
gene_5574	1733	1994	1756
gene_5575	1918	2163	1983
gene_5576	1392	1730	1541
gene_5577	1478	1786	1718
gene_5578	8456	9786	8924
gene_5579	270	290	293
gene_5580	2929	3830	3287
gene_5581	0	0	0
gene_5582	4	0	4
gene_5583	1003	1243	1107
gene_5584	1375	1802	1482
gene_5585	7116	8398	7209
gene_5586	1168	1269	1176
gene_5587	2755	3191	2938
gene_5588	1664	2041	2016
gene_5589	2491	3039	3037
gene_5590	3003	3716	3362
gene_5591	1038	1344	1135
gene_5592	1447	1542	1528
gene_5593	33821	41621	35931
gene_5594	124	197	129
gene_5595	886	1084	1018
gene_5596	1563	1925	1801
gene_5597	4294	5246	4736
gene_5598	3768	4296	4085
gene_5599	614	605	636
gene_5600	665	779	663
gene_5601	2220	2773	2391
gene_5602	971	1257	1077
gene_5603	3885	4474	3931
gene_5604	793	984	833
gene_5605	13684	16743	14202
gene_5606	1340	1596	1584
gene_5607	2813	2943	2882
gene_5608	526	688	558
gene_5609	1231	1612	1497
gene_5610	704	931	811
gene_5611	12079	14525	12092
gene_5612	6728	7368	7375
gene_5613	2883	3144	3030
gene_5614	934	1159	1102
gene_5615	183	152	155
gene_5616	108	116	136
gene_5617	2204	2551	2189
gene_5618	1446	1464	1620
gene_5619	7645	9315	8187
gene_5620	2947	3040	3137
gene_5621	78652	85386	83591
gene_5622	2878	3756	3300
gene_5623	1605	1841	1860
gene_5624	1377	1703	1440
gene_5625	1546	1738	1602
gene_5626	778	932	779
gene_5627	944	1034	1027
gene_5628	1216	1361	1240
gene_5629	723	1088	963
gene_5630	1410	1741	1305
gene_5631	323	364	301
gene_5632	1734	2024	1722
gene_5633	99	140	150
gene_5634	459	506	425
gene_5635	814	796	862
gene_5636	5884	6559	6170
gene_5637	2837	3365	3166
gene_5638	870	883	942
gene_5639	3298	3136	3700
gene_5640	201	221	150
gene_5641	608	622	558
gene_5642	8092	8786	8210
gene_5643	2556	2751	2535
gene_5644	9146	10843	9380
gene_5645	1349	1712	1661
gene_5646	979	1138	1077
gene_5647	0	0	0
gene_5648	0	0	0
gene_5649	0	0	0
gene_5650	0	0	0
gene_5651	0	0	0
gene_5652	0	0	0
gene_5653	0	0	0
gene_5654	0	0	0
gene_5655	0	0	0
gene_5656	0	0	0
gene_5657	0	0	0
gene_5658	0	0	0
gene_5659	5606	6403	6339
gene_5660	2614	2978	2850
gene_5661	7961	9066	8254
gene_5662	24440	28056	26851
gene_5663	2142	2619	2423
gene_5664	12325	12103	12828
gene_5665	4251	4779	4959
gene_5666	3174	3452	3464
gene_5667	1733	2001	2016
gene_5668	9032	10243	9760
gene_5669	504	583	554
gene_5672	3985	4229	4417
gene_5673	3311	3598	3220
gene_5674	512	567	662
gene_5675	897	1153	1123
gene_5676	1072	1089	1080
gene_5677	1168	1486	1323
gene_5678	3163	3813	3367
gene_5679	4639	5552	4604
gene_5680	0	0	0
gene_5681	0	0	0
gene_5682	8	20	30
gene_5683	1031	1180	1182
gene_5684	4743	4958	4685
gene_5685	246	317	323
gene_5686	5001	5734	5154
gene_5687	4061	4477	4388
gene_5688	3151	4014	3649
gene_5689	682	692	822
gene_5690	7513	8272	7971
gene_5691	7623	8747	9313
gene_5692	1758	1953	1813
gene_5693	2271	2541	2807
gene_5694	2552	3102	2769
gene_5695	1375	1280	1500
gene_5696	2053	2396	2230
gene_5697	1941	2328	2107
gene_5698	1202	1209	1263
gene_5700	0	1	0
gene_5701	38988	39008	44841
gene_5702	681	689	731
gene_5703	2067	2346	2196
gene_5704	8024	8314	8573
gene_5705	1720	1856	2189
gene_5706	93	85	106
gene_5707	1878	2061	2049
gene_5708	1425	1504	1682
gene_5709	591	731	680
gene_5710	1055	1199	1023
gene_5711	497	582	509
gene_5712	0	0	0
gene_5713	576	550	648
gene_5714	3375	3292	3347
gene_5715	0	2	0
gene_5716	91	80	92
gene_5717	1646	1958	1802
gene_5718	1371	1711	1609
gene_5719	768	1008	848
gene_5720	362	433	462
gene_5721	10	0	0
gene_5722	448	378	350
gene_5723	1279	1363	1335
gene_5724	8332	9809	9006
gene_5725	1493	1491	1501
gene_5726	891	1062	908
gene_5727	3036	3124	3478
gene_5728	1089	1209	1285
gene_5729	6939	7972	7266
gene_5730	489	487	537
gene_5731	1912	1900	1726
gene_5732	31748	34296	34964
gene_5733	2108	2669	2396
gene_5734	38	81	66
gene_5735	114	105	108
gene_5736	3676	4614	4156
gene_5737	765	896	821
gene_5738	412	538	491
gene_5739	96	108	109
gene_5740	380	390	426
gene_5741	2471	2676	2669
gene_5742	2105	2237	2618
gene_5743	1087	1304	1086
gene_5744	462	536	564
gene_5745	0	2	0
gene_5746	1792	2142	1923
gene_5747	2593	2809	2922
gene_5748	828	1027	943
gene_5749	798	907	689
gene_5750	1897	2341	2100
gene_5751	564	626	546
gene_5752	497	548	530
gene_5753	578	682	714
gene_5754	1729	1963	1745
gene_5755	1154	1306	1120
gene_5756	832	1098	947
gene_5758	2708	3106	2794
gene_5759	3543	4223	3890
gene_5760	710	923	873
gene_5761	1174	1331	1339
gene_5762	926	982	1021
gene_5763	1266	1447	1239
gene_5764	1350	1746	1492
gene_5765	1428	1799	1590
gene_5766	1238	1371	1410
gene_5767	42034	45007	41181
gene_5768	1167	1361	1187
gene_5769	561	647	494
gene_5770	4361	5337	4745
gene_5771	964	1020	988
gene_5772	572	704	568
gene_5773	2766	3262	2468
gene_5774	4000	4200	3911
gene_5775	2117	3049	2649
gene_5776	432	497	419
gene_5777	2828	3276	3001
gene_5778	1072	1190	1426
gene_5779	3016	3188	3377
gene_5780	723	864	796
gene_5781	820	834	832
gene_5782	326	301	327
gene_5783	2484	3005	2659
gene_5784	127	100	72
gene_5785	3059	2810	2668
gene_5786	2612	3536	2761
gene_5787	3072	3556	3361
gene_5788	391	447	468
gene_5789	12977	15955	14174
gene_5791	4970	5692	4937
gene_5792	2682	3277	2885
gene_5793	839	876	749
gene_5794	4285	5420	4910
gene_5795	3438	3926	3507
gene_5796	329	341	342
gene_5797	2097	2399	2189
gene_5798	3101	3656	3309
gene_5799	13540	16613	15550
gene_5800	2368	2625	2632
gene_5801	3611	4098	3536
gene_5802	937	993	809
gene_5803	3752	4716	4045
gene_5804	12828	12979	13477
gene_5805	1342	1538	1402
gene_5806	608	770	690
gene_5807	219	227	295
gene_5808	1943	2175	2215
gene_5809	543	605	509
gene_5810	2534	3294	2742
gene_5811	2957	3366	3359
gene_5812	710	851	796
gene_5813	1256	1709	1524
gene_5814	11234	14130	12045
gene_5815	849	960	1061
gene_5817	7	22	8
gene_5818	622	704	624
gene_5819	2359	2575	2235
gene_5820	2754	2854	3438
gene_5821	18505	18492	19927
gene_5822	13	16	31
gene_5824	797	1081	1000
gene_5825	4928	5532	5253
gene_5826	3114	3393	3927
gene_5827	733	960	816
gene_5828	303	252	275
gene_5829	9503	10733	9879
gene_5830	22358	27108	23574
gene_5831	970	1129	1130
gene_5832	2848	2924	2953
gene_5833	1245	1359	1221
gene_5834	1650	1694	1734
gene_5835	1435	1720	1624
gene_5836	959	1080	1100
gene_5837	2167	2714	2407
gene_5838	1982	2365	2240
gene_5839	431	513	470
gene_5840	1577	1594	1551
gene_5841	4295	5403	4751
gene_5842	1681	2146	1783
gene_5843	5549	5184	5946
gene_5844	2126	2908	2369
gene_5845	645	863	770
gene_5846	710	977	806
gene_5847	1392	1470	1360
gene_5848	912	1119	1177
gene_5849	1925	2231	2003
gene_5850	50	73	80
gene_5851	1651	1794	2057
gene_5852	1099	1390	1175
gene_5853	8614	10520	9106
gene_5854	2105	2431	2276
gene_5855	724	918	792
gene_5856	275	296	283
gene_5858	260	278	302
gene_5859	486	611	644
gene_5860	1482	1427	1338
gene_5861	3768	5045	4021
gene_5862	56	27	55
gene_5864	2259	3010	2534
gene_5865	5399	5838	5926
gene_5867	1821	2023	1911
gene_5868	1442	1770	1702
gene_5869	580	728	693
gene_5870	1075	1260	1208
gene_5871	1633	1947	1777
gene_5872	534	658	604
gene_5873	4788	5751	5303
gene_5874	2214	2392	2400
gene_5875	1531	1929	1663
gene_5876	1402	1584	1453
gene_5877	3137	3209	3578
gene_5879	544	523	508
gene_5880	5619	6625	6382
gene_5881	2133	2491	2534
gene_5882	5844	5919	5830
gene_5883	899	1006	865
gene_5884	901	1137	943
gene_5885	5144	6263	5828
gene_5886	1115	1336	1107
gene_5887	3392	3976	3680
gene_5888	4349	4919	4574
gene_5889	1893	2250	2122
gene_5890	11352	12922	12014
gene_5893	562	688	606
gene_5894	3752	4230	3949
gene_5895	9919	10550	11042
gene_5896	660	874	720
gene_5897	1632	1545	1622
gene_5898	11703	13199	13959
gene_5899	2591	2781	2648
gene_5900	1314	1493	1336
gene_5901	1009	1141	852
gene_5902	2536	3013	2626
gene_5903	2854	2650	2982
gene_5904	3584	3900	3817
gene_5905	1941	2090	2282
gene_5907	4840	5869	5530
gene_5906	1160	1394	1283
gene_5908	13386	14153	13123
gene_5909	2555	3003	2568
gene_5910	2191	2645	2601
gene_5911	277	293	307
gene_5912	884	844	861
gene_5913	572	556	626
gene_5914	1301	1351	1309
gene_5915	2940	2616	3448
gene_5916	4585	5250	4816
gene_5917	2726	3337	2931
gene_5918	1343	1627	1375
gene_5919	0	1	2
gene_5920	15	33	21
gene_5921	1807	1492	1699
gene_5922	1887	2250	2120
gene_5923	1582	1750	1646
gene_5924	1	16	24
gene_5925	0	0	0
gene_5926	1304	1560	1473
gene_5927	547	653	564
gene_5928	11486	13404	13238
gene_5929	1103	1344	1271
gene_5930	1202	1340	1428
gene_5931	2	0	0
gene_5932	603	705	648
gene_5933	509	663	645
gene_5934	733	741	755
gene_5935	2714	2936	3126
gene_5936	2088	2784	2372
gene_5937	1388	1996	1401
gene_5938	3168	3997	3647
gene_5939	1545	1841	1897
gene_5940	1799	2035	1893
gene_5941	3196	2706	3045
gene_5942	685	720	599
gene_5943	992	1187	1169
gene_5944	2082	2454	2139
gene_5945	331	325	335
gene_5946	0	0	0
gene_5947	9	9	16
gene_5948	748	897	843
gene_5949	0	0	0
gene_5951	767	961	934
gene_5952	1372	1441	1615
gene_5953	37	22	52
gene_5955	2225	2089	2220
gene_5957	0	2	0
gene_5959	0	0	0
gene_5960	703	737	608
gene_5961	145	228	149
gene_5962	7503	6913	8122
gene_5963	1120	1271	1206
gene_5964	989	915	1145
gene_5965	673	521	580
gene_5966	2489	2691	2484
gene_5967	2871	3684	3434
gene_5968	15123	18249	16168
gene_5969	2066	2485	2170
gene_5970	1193	1258	1238
gene_5971	981	1155	1115
gene_5972	117	235	175
gene_5973	4813	5792	5120
gene_5974	1153	1360	1150
gene_5975	1860	2289	1921
gene_5976	3721	4159	4067
gene_5977	1	0	2
gene_5979	5	8	9
gene_5980	749	863	862
gene_5981	498	619	477
gene_5982	538	597	512
gene_5983	1583	2040	1631
gene_5984	37	33	30
gene_5985	2224	2448	2060
gene_5986	275	369	332
gene_5987	28	15	44
gene_5988	1044	1242	1101
gene_5989	0	3	0
gene_5990	9	9	11
gene_5991	2613	2859	2913
gene_5992	4573	5412	4962
gene_5993	1491	1969	1717
gene_5994	3627	3822	3797
gene_5995	2415	2638	2441
gene_5996	3455	4046	3741
gene_5997	1120	1376	1274
gene_5998	819	825	730
gene_5999	1946	2108	2022
gene_6000	958	1156	1113
gene_6001	13	52	31
gene_6002	43	68	52
gene_6003	5	14	8
gene_6004	820	911	752
gene_6005	378	351	401
gene_6006	3	0	0
gene_6007	1763	2011	1861
gene_6008	1349	1428	1658
gene_6009	2394	2751	2381
gene_6010	11	28	14
gene_6011	0	0	0
gene_6012	493	543	582
gene_6014	1017	1165	1087
gene_6015	5808	5746	5876
gene_6016	2775	3138	2968
gene_6017	152	168	171
gene_6018	253	299	304
gene_6019	1132	1586	1359
gene_6020	443	427	445
gene_6021	3990	4384	4306
gene_6023	937	1009	1134
gene_6024	5179	6323	5921
gene_6025	3155	3287	3007
gene_6026	4435	4410	4423
gene_6027	1749	2020	1820
gene_6028	6532	7253	7018
gene_6029	1954	2389	2320
gene_6030	1	4	6
gene_6032	14	2	0
gene_6033	54	84	39
gene_6034	2644	3097	2690
gene_6035	1843	2147	1958
gene_6037	4	2	0
gene_6039	5985	7051	6781
gene_6040	4674	4863	4745
gene_6041	3234	2999	3367
gene_6042	492	585	542
gene_6043	6322	7705	6679
gene_6044	2949	2572	2898
gene_6045	7779	9250	8178
gene_6046	11013	11436	12365
gene_6047	24	26	24
gene_6048	35	5	18
gene_6049	1301	1576	1704
gene_6050	3247	3913	3471
gene_6051	676	732	583
gene_6052	139	131	125
gene_6053	1733	1856	1933
gene_6054	1091	1246	1035
gene_6055	494	678	615
gene_6056	1241	1438	1425
gene_6057	96	72	91
gene_6058	2944	3969	3267
gene_6059	4666	6084	5680
gene_6060	4660	5266	4685
gene_6061	3707	4127	4192
gene_6062	832	923	829
gene_6063	718	842	813
gene_6064	2030	2470	2148
