Gene	Par_wo_1	Par_wo_2	Par_wo_3
gene_5065	2844	2956	3153
gene_5066	2871	2701	2996
gene_5067	2967	2776	2531
gene_5068	8801	8065	9221
gene_5069	220	173	271
gene_5070	20	11	18
gene_5071	3654	3750	4034
gene_5072	3510	3499	3439
gene_5073	3370	3182	3607
gene_5074	7828	6991	7485
gene_5075	136	155	107
gene_5076	2132	2095	2280
gene_5077	75607	67449	71597
gene_5078	15	11	12
gene_5079	2180	2094	2383
gene_5080	998	897	1118
gene_5081	3903	3803	4315
gene_5082	7011	6260	6156
gene_5083	0	8	2
gene_5084	709	639	637
gene_5085	4093	3160	3237
gene_5086	34	35	37
gene_5087	2763	2305	2255
gene_5088	1345	1030	1301
gene_5089	842	626	797
gene_5090	2097	2024	2176
gene_5091	38551	34650	36012
gene_5092	328	345	408
gene_5093	19	8	17
gene_5096	0	0	0
gene_5099	9595	8579	9496
gene_5100	17738	15744	17297
gene_5101	5968	5369	5980
gene_5102	1566	1352	1580
gene_5103	2017	1678	1832
gene_5104	8812	7919	8582
gene_5106	1292	1103	1126
gene_5107	4351	4241	4603
gene_5108	12583	11673	12611
gene_5109	3695	3375	3628
gene_5110	4004	3445	3677
gene_5111	664	503	564
gene_5112	764	752	880
gene_5113	851	780	806
gene_5114	2211	1929	2115
gene_5115	1318	1206	1371
gene_5116	1225	982	1253
gene_5117	3284	3246	3521
gene_5118	6154	5620	6239
gene_5119	2418	2296	2560
gene_5120	10558	9580	11485
gene_5121	103046	83845	90979
gene_5122	2205	1693	1994
gene_5123	0	0	0
gene_5124	0	0	0
gene_5125	0	0	0
gene_5126	0	0	0
gene_5127	1249	1141	1338
gene_5128	1161	1269	1331
gene_5129	3686	3180	3500
gene_5130	1143	976	1118
gene_5131	406	469	375
gene_5132	1175	1084	1112
gene_5133	598	476	637
gene_5134	0	0	0
gene_5135	0	0	0
gene_5137	0	0	0
gene_5138	0	0	0
gene_5139	2966	2635	2758
gene_5140	3448	3017	3677
gene_5141	32	18	18
gene_5142	318	348	469
gene_5143	4047	3418	3644
gene_5144	1069	874	960
gene_5145	809	757	875
gene_5146	3111	2808	2955
gene_5147	1924	1782	1707
gene_5148	4043	3616	4585
gene_5149	1129	893	1263
gene_5150	23082	22553	22915
gene_5151	754	719	773
gene_5152	1064	937	960
gene_5153	7	23	8
gene_5154	1612	1449	1486
gene_5155	285	290	263
gene_5156	3014	2457	3100
gene_5157	651	546	623
gene_5158	1617	1598	1696
gene_5159	1030	997	1206
gene_5160	3656	3279	3743
gene_5161	3384	3033	3093
gene_5162	947	838	935
gene_5163	1751	1573	1844
gene_5164	4424	3989	4118
gene_5165	68606	64200	71033
gene_5166	2527	2337	2747
gene_5167	2810	2438	2755
gene_5168	46	60	46
gene_5169	1808	1623	1843
gene_5170	26563	23904	25723
gene_5171	1097	992	1240
gene_5172	3636	3454	3646
gene_5173	4410	4097	4676
gene_5174	240	212	251
gene_5175	3663	3106	3190
gene_5176	1292	1255	1331
gene_5177	3043	2651	2855
gene_5178	2032	1846	1897
gene_5179	5850	4996	5361
gene_5180	1563	1363	1601
gene_5181	4317	3971	4053
gene_5182	2550	2029	2177
gene_5183	121	100	129
gene_5184	778	609	705
gene_5185	522	544	614
gene_5186	447	373	498
gene_5187	1370	1159	1077
gene_5188	1294	1230	1246
gene_5189	1121	1080	1093
gene_5190	3	8	8
gene_5191	216	166	206
gene_5192	13	8	10
gene_5193	4541	4307	4739
gene_5194	720	686	730
gene_5195	2789	2583	2719
gene_5196	882	647	734
gene_5197	1099	859	1096
gene_5198	0	0	0
gene_5199	694	687	764
gene_5200	3341	3258	3154
gene_5201	14519	13335	15770
gene_5202	1706	1703	1897
gene_5203	3678	3733	4143
gene_5204	1443	1336	1388
gene_5205	5261	5099	5511
gene_5206	420	390	398
gene_5207	220	178	223
gene_5208	86	91	92
gene_5209	853	808	1084
gene_5210	1227	1154	1102
gene_5211	72	32	28
gene_5212	1723	1591	1643
gene_5213	721	680	778
gene_5214	40054	38158	44544
gene_5215	24653	22222	28166
gene_5216	3716	4005	4263
gene_5217	7763	8505	9157
gene_5218	0	0	0
gene_5219	1775	1505	1707
gene_5220	1462	1517	1733
gene_5221	23440	21782	25646
gene_5222	5284	4798	5449
gene_5223	30114	25578	29220
gene_5224	2387	2010	2580
gene_5225	1556	1396	1532
gene_5226	1570	1523	1801
gene_5227	2842	2392	2467
gene_5228	3796	3031	3735
gene_5229	1216	1058	1374
gene_5230	46681	42478	48814
gene_5231	80	42	47
gene_5232	501	509	499
gene_5233	2891	2401	2712
gene_5234	2677	2431	2797
gene_5235	1680	1747	1823
gene_5236	11	19	10
gene_5237	1894	1625	1859
gene_5238	7	5	5
gene_5240	6492	6278	7177
gene_5241	806	686	738
gene_5242	1961	1806	1948
gene_5243	508	466	501
gene_5244	48353	42786	48026
gene_5245	1107	949	942
gene_5246	29564	26588	29340
gene_5247	2936	2662	2779
gene_5248	661	574	705
gene_5249	2450	2121	2231
gene_5250	379	363	399
gene_5251	439	317	362
gene_5252	4529	4571	5040
gene_5253	2986	2640	3096
gene_5254	634	484	533
gene_5255	111	89	121
gene_5256	3320	3030	3615
gene_5257	4096	3641	3671
gene_5258	1598	1383	1468
gene_5259	1497	1507	1574
gene_5260	2091	1732	2148
gene_5261	1089	953	1092
gene_5262	0	0	0
gene_5264	0	2	2
gene_5265	713	716	673
gene_5266	2934	2679	2576
gene_5267	2915	2597	2735
gene_5268	1158	1064	1127
gene_5269	958	778	748
gene_5270	1279	1157	1321
gene_5271	1499	1457	1358
gene_5272	359	378	354
gene_5273	2131	1732	1953
gene_5274	1486	1366	1554
gene_5275	4116	3825	4144
gene_5276	1645	1437	1500
gene_5277	3844	3523	4187
gene_5278	1462	1223	1431
gene_5279	1527	1436	1331
gene_5280	189	173	209
gene_5281	3142	2631	2856
gene_5282	4246	3662	4571
gene_5283	3096	2847	3229
gene_5284	15219	14218	16050
gene_5287	6099	4464	4668
gene_5288	2254	1985	2273
gene_5289	9321	8678	10221
gene_5290	6729	6106	6388
gene_5291	983	1003	1110
gene_5292	4014	4055	4572
gene_5293	643	529	580
gene_5294	416	390	346
gene_5295	2270	2169	2229
gene_5296	8250	7265	8075
gene_5297	78	87	81
gene_5298	54	83	69
gene_5299	3795	3209	3591
gene_5300	2603	2551	2472
gene_5301	1713	1741	1941
gene_5302	3262	2849	3281
gene_5303	2354	2391	2616
gene_5304	1913	1807	2045
gene_5305	2725	2232	2576
gene_5306	1482	1185	1401
gene_5307	6325	5845	6318
gene_5308	754	730	761
gene_5309	2506	2122	2419
gene_5310	752	741	783
gene_5311	2595	2542	2742
gene_5312	9762	9418	10081
gene_5313	1197	1233	1397
gene_5314	1486	1401	1533
gene_5315	0	0	1
gene_5316	2842	2454	2868
gene_5317	406	378	514
gene_5318	3616	3310	3676
gene_5319	2309	1392	1722
gene_5320	424	336	399
gene_5321	54	65	90
gene_5322	2	0	8
gene_5323	612	716	770
gene_5324	559	553	653
gene_5325	4852	4435	4650
gene_5326	291	247	289
gene_5327	4335	3699	4069
gene_5328	1149	1015	1135
gene_5329	124	122	163
gene_5330	490	456	533
gene_5331	1630	1531	1715
gene_5332	38	21	36
gene_5333	696	486	641
gene_5334	594	502	605
gene_5335	1750	1463	1566
gene_5336	4424	4115	4208
gene_5337	2311	2274	2323
gene_5338	304	253	217
gene_5339	1283	1153	1282
gene_5340	1518	1427	1392
gene_5341	2555	2124	2054
gene_5342	3999	3799	4258
gene_5343	2908	2589	2780
gene_5344	1168	880	1079
gene_5345	780	658	835
gene_5346	1542	1267	1310
gene_5348	6	6	7
gene_5349	1068	1109	1014
gene_5350	943	904	1079
gene_5351	2685	2412	2700
gene_5352	2581	2203	2733
gene_5353	1067	987	1025
gene_5354	3727	3319	3429
gene_5355	322	293	332
gene_5356	1966	1782	2117
gene_5357	95	83	84
gene_5358	373	341	404
gene_5359	994	845	947
gene_5360	4124	3890	4371
gene_5361	5629	5437	6398
gene_5362	1281	1283	1482
gene_5363	2707	2749	3092
gene_5364	2263	1899	2314
gene_5365	4341	4272	4761
gene_5366	3587	3176	3261
gene_5367	1085	1122	1144
gene_5368	1177	943	1090
gene_5369	10117	9576	10923
gene_5370	4180	3948	4443
gene_5371	15015	13194	13925
gene_5372	935	926	914
gene_5373	1818	1570	1824
gene_5374	1262	1133	1179
gene_5375	1397	1309	1372
gene_5376	12309	10794	11316
gene_5377	833	706	847
gene_5378	496	400	422
gene_5379	160	157	197
gene_5380	248	249	248
gene_5381	699	702	826
gene_5382	5071	4602	4963
gene_5383	1538	1430	1609
gene_5384	1966	1872	1973
gene_5387	28	21	29
gene_5388	1286	1132	1283
gene_5389	592	531	603
gene_5390	6854	6234	6636
gene_5391	62	36	23
gene_5392	2539	2329	2496
gene_5393	586	647	656
gene_5394	265	244	281
gene_5395	1148	1070	1048
gene_5396	715	609	640
gene_5397	2794	2160	2658
gene_5398	721	570	678
gene_5399	1548	1465	1681
gene_5400	3420	3178	3267
gene_5401	3690	3406	3615
gene_5402	3001	2709	2864
gene_5403	1404	1269	1571
gene_5404	53498	51867	59921
gene_5405	821	756	916
gene_5406	21497	19413	20756
gene_5407	289	294	396
gene_5408	747	599	835
gene_5409	1200	1115	1365
gene_5410	1037	877	1035
gene_5411	1417	1109	1475
gene_5412	5149	4195	5049
gene_5413	3474	3097	3226
gene_5414	62	50	77
gene_5415	1258	1123	1261
gene_5416	4217	3493	4021
gene_5417	2075	2001	2039
gene_5418	2485	2391	2655
gene_5419	641	514	661
gene_5420	1251	1189	1363
gene_5421	3203	2790	3471
gene_5422	2798	2738	2918
gene_5423	3651	3546	4029
gene_5424	3769	3474	3410
gene_5425	147	158	191
gene_5429	1099	984	1052
gene_5430	4789	4363	4769
gene_5431	4096	3551	4159
gene_5432	5104	4046	4355
gene_5433	1175	954	1122
gene_5434	1225	1110	1278
gene_5435	3602	3081	3316
gene_5436	5168	4420	5318
gene_5437	1644	1337	1428
gene_5438	2	4	4
gene_5439	0	0	0
gene_5440	0	0	0
gene_5441	0	0	0
gene_5442	1320	1049	1220
gene_5443	1317	1072	1114
gene_5444	1571	1366	1333
gene_5445	0	2	0
gene_5446	0	0	0
gene_5447	5353	4848	4880
gene_5448	8177	7004	7551
gene_5449	1960	1939	1934
gene_5450	393	317	338
gene_5451	656	694	581
gene_5452	625	603	603
gene_5453	5172	5249	5653
gene_5454	1148	1015	1259
gene_5455	2407	2096	2320
gene_5456	2407	2056	2237
gene_5457	2553	2357	2885
gene_5458	2734	2304	2595
gene_5459	1064	920	1136
gene_5460	695	639	727
gene_5461	0	0	1
gene_5462	660	561	662
gene_5463	363	276	269
gene_5464	765	691	700
gene_5465	1622	1443	1595
gene_5466	82	88	118
gene_5467	357	336	316
gene_5468	1254	1260	1414
gene_5469	16705	15839	17646
gene_5470	4397	4240	4960
gene_5471	1114	987	1251
gene_5472	4087	3372	3999
gene_5473	917	753	804
gene_5474	86	61	52
gene_5475	6377	5589	6110
gene_5476	1658	1492	1603
gene_5477	454	383	479
gene_5478	662	508	578
gene_5479	535	484	571
gene_5480	671	474	650
gene_5481	486	382	480
gene_5482	1336	1112	1267
gene_5483	1820	1442	2059
gene_5484	1	5	6
gene_5485	365	324	413
gene_5486	51	29	52
gene_5487	10	8	14
gene_5488	4	1	6
gene_5489	7374	6512	7446
gene_5490	1336	1061	1361
gene_5491	13099	11706	12691
gene_5492	7287	7014	7912
gene_5493	38	6	12
gene_5494	806	620	521
gene_5495	14501	12115	13251
gene_5496	10	13	12
gene_5497	196	220	177
gene_5498	3227	2903	3208
gene_5499	2620	2524	2887
gene_5500	2989	2824	3227
gene_5501	3013	2482	2814
gene_5503	20916	18471	22340
gene_5504	1681	1528	1652
gene_5505	3904	3261	3864
gene_5506	2039	1986	2056
gene_5507	0	0	0
gene_5508	0	0	3
gene_5511	621	689	722
gene_5512	2177	2020	2163
gene_5513	2455	2339	2639
gene_5514	14758	13868	15034
gene_5515	1647	1592	1666
gene_5516	849	702	851
gene_5517	807	738	842
gene_5518	0	0	0
gene_5519	4	1	3
gene_5520	63287	51250	54916
gene_5521	3911	3035	3551
gene_5522	5633	5319	5587
gene_5523	862	775	806
gene_5524	20126	18082	18011
gene_5525	1913	1529	1843
gene_5526	0	0	0
gene_5527	365	345	357
gene_5528	4873	3900	4398
gene_5529	3302	2832	2981
gene_5530	0	0	1
gene_5531	2	1	10
gene_5532	891	847	877
gene_5533	4692	4484	4652
gene_5534	5023	4845	5052
gene_5535	1282	1120	1158
gene_5536	14015	13113	13532
gene_5538	1572	1396	1658
gene_5539	4959	4587	4812
gene_5541	2017	1881	2016
gene_5542	848	797	940
gene_5543	198	132	169
gene_5544	1	0	0
gene_5545	9	5	10
gene_5546	2169	2065	2287
gene_5547	5191	4321	4903
gene_5548	413	388	388
gene_5549	3588	3240	3724
gene_5550	1993	1829	1965
gene_5551	1503	1339	1513
gene_5552	74	58	88
gene_5553	5088	4300	4526
gene_5554	2346	2295	2402
gene_5555	1398	1020	1258
gene_5556	1322	1086	1087
gene_5557	10819	11060	12083
gene_5558	259	208	247
gene_5559	3923	3551	3759
gene_5560	2826	2649	2915
gene_5561	5058	4865	4959
gene_5562	5925	5885	6131
gene_5563	661	570	671
gene_5564	181	114	150
gene_5565	585	579	544
gene_5566	1689	1420	1383
gene_5567	115	65	72
gene_5568	3457	2783	3131
gene_5569	5311	4735	4413
gene_5570	3066	2516	2868
gene_5571	1904	1530	1686
gene_5572	143	95	149
gene_5573	1985	1781	1846
gene_5574	1539	1391	1585
gene_5575	2493	2413	2553
gene_5576	2420	2316	2513
gene_5577	1363	1189	1260
gene_5578	18027	16555	19413
gene_5579	431	353	392
gene_5580	4089	3785	4180
gene_5581	1	0	2
gene_5582	6	3	6
gene_5583	1089	942	1055
gene_5584	2148	1990	2173
gene_5585	6196	5754	5997
gene_5586	1233	1214	1397
gene_5587	3271	3125	3197
gene_5588	1985	1544	1806
gene_5589	1831	1468	1665
gene_5590	2944	2521	2765
gene_5591	1110	1025	1277
gene_5592	1323	1145	1163
gene_5593	37579	34761	38348
gene_5594	170	126	180
gene_5595	933	718	861
gene_5596	2114	1784	1928
gene_5597	6182	5694	6133
gene_5598	4335	3799	4383
gene_5599	539	543	526
gene_5600	454	537	520
gene_5601	1158	1015	1262
gene_5602	763	655	768
gene_5603	3664	3276	3565
gene_5604	656	636	772
gene_5605	17008	16129	17133
gene_5606	2242	1963	1877
gene_5607	2789	2346	2534
gene_5608	961	948	977
gene_5609	1057	908	1065
gene_5610	553	398	513
gene_5611	9764	8817	9908
gene_5612	5571	4923	5657
gene_5613	1980	1691	1662
gene_5614	1088	961	1242
gene_5615	232	170	192
gene_5616	76	67	104
gene_5617	1796	1745	1885
gene_5618	1981	1721	1932
gene_5619	5961	5283	6047
gene_5620	6759	5416	6135
gene_5621	91374	70622	80189
gene_5622	2944	2521	2760
gene_5623	995	815	857
gene_5624	1147	1054	1227
gene_5625	1787	1516	1903
gene_5626	652	500	587
gene_5627	667	558	664
gene_5628	917	895	993
gene_5629	806	690	885
gene_5630	1213	978	1319
gene_5631	322	304	281
gene_5632	2266	2055	2263
gene_5633	69	71	82
gene_5634	280	296	386
gene_5635	1644	1661	1995
gene_5636	4848	4470	5229
gene_5637	4429	4214	4544
gene_5638	1553	1282	1368
gene_5639	8282	7623	7881
gene_5640	148	130	110
gene_5641	458	413	401
gene_5642	8516	7893	8085
gene_5643	2925	2619	2602
gene_5644	3963	4258	4957
gene_5645	3003	3063	3137
gene_5646	1773	1454	1637
gene_5647	0	0	0
gene_5648	0	0	0
gene_5649	0	0	0
gene_5650	0	0	0
gene_5651	0	0	0
gene_5652	0	0	0
gene_5653	0	0	0
gene_5654	0	0	0
gene_5655	0	0	0
gene_5656	0	0	0
gene_5657	0	0	0
gene_5658	0	0	0
gene_5659	3635	3291	3644
gene_5660	3347	3567	3641
gene_5661	2625	2465	2858
gene_5662	18688	17944	19673
gene_5663	1904	1821	2027
gene_5664	17805	17273	18442
gene_5665	1679	1660	2027
gene_5666	4696	4305	4322
gene_5667	2965	2773	3231
gene_5668	6449	6001	6942
gene_5669	562	575	628
gene_5672	2969	2674	2710
gene_5673	3102	2623	3252
gene_5674	434	405	405
gene_5675	1118	942	1064
gene_5676	924	765	921
gene_5677	696	607	650
gene_5678	3018	2915	3280
gene_5679	2651	2127	2455
gene_5680	0	0	0
gene_5681	0	0	0
gene_5682	43	33	19
gene_5683	926	882	1112
gene_5684	5814	5338	5379
gene_5685	173	186	232
gene_5686	10032	8798	9443
gene_5687	4342	3940	4307
gene_5688	2134	2098	2320
gene_5689	536	441	523
gene_5690	21474	20556	22123
gene_5691	7277	6029	7129
gene_5692	1169	981	1051
gene_5693	1565	1280	1601
gene_5694	1373	1225	1408
gene_5695	848	782	764
gene_5696	1584	1346	1485
gene_5697	1487	1283	1403
gene_5698	1556	1429	1809
gene_5700	0	0	0
gene_5701	49483	41721	44661
gene_5702	1579	1410	1569
gene_5703	2881	2410	2741
gene_5704	8393	7407	7692
gene_5705	1033	955	1103
gene_5706	99	76	100
gene_5707	1443	1338	1526
gene_5708	1179	975	971
gene_5709	377	325	357
gene_5710	836	672	835
gene_5711	336	259	408
gene_5712	0	0	1
gene_5713	941	845	779
gene_5714	3668	3558	3756
gene_5715	0	0	7
gene_5716	35	27	44
gene_5717	1600	1496	1658
gene_5718	812	851	934
gene_5719	586	518	640
gene_5720	937	863	895
gene_5721	0	0	0
gene_5722	321	331	324
gene_5723	1068	897	955
gene_5724	18061	16065	19520
gene_5725	2461	2017	2346
gene_5726	661	604	681
gene_5727	2373	1956	2223
gene_5728	1119	1021	1167
gene_5729	9807	9434	10262
gene_5730	339	251	354
gene_5731	1779	1446	1695
gene_5732	45390	40032	44699
gene_5733	3304	3032	3439
gene_5734	163	103	165
gene_5735	220	125	152
gene_5736	4582	4060	4747
gene_5737	657	576	707
gene_5738	398	356	437
gene_5739	146	133	102
gene_5740	346	339	363
gene_5741	3748	3305	3551
gene_5742	5020	4458	5055
gene_5743	829	732	898
gene_5744	1272	1182	1209
gene_5745	0	0	0
gene_5746	2390	2142	1970
gene_5747	9187	8392	9083
gene_5748	2267	1956	2330
gene_5749	686	443	602
gene_5750	1853	1651	1774
gene_5751	1291	1206	1380
gene_5752	706	566	680
gene_5753	533	465	557
gene_5754	1976	2144	2414
gene_5755	705	613	642
gene_5756	629	550	596
gene_5758	3494	3028	3697
gene_5759	3190	2567	2956
gene_5760	613	600	647
gene_5761	659	577	593
gene_5762	1664	1374	1427
gene_5763	1515	1119	1329
gene_5764	1071	860	969
gene_5765	1847	1892	1985
gene_5766	1264	1140	1286
gene_5767	50975	44561	50510
gene_5768	1242	1182	1349
gene_5769	531	442	491
gene_5770	3933	3680	4160
gene_5771	1294	953	1196
gene_5772	589	394	609
gene_5773	2989	2196	2713
gene_5774	5045	4292	4284
gene_5775	1765	1592	1923
gene_5776	348	324	348
gene_5777	4258	3792	3907
gene_5778	1831	1510	1703
gene_5779	5053	4757	5061
gene_5780	755	659	739
gene_5781	690	643	714
gene_5782	227	120	99
gene_5783	1743	1638	1842
gene_5784	116	95	134
gene_5785	3500	3451	3408
gene_5786	3011	2602	2798
gene_5787	1988	1720	1999
gene_5788	507	389	505
gene_5789	7320	6291	7220
gene_5791	2943	2174	2736
gene_5792	3575	3156	3611
gene_5793	1758	1664	1688
gene_5794	4541	3804	3975
gene_5795	3854	3456	3861
gene_5796	180	190	228
gene_5797	1608	1660	1606
gene_5798	2670	2406	2655
gene_5799	17467	16047	17696
gene_5800	3614	3062	3155
gene_5801	5092	5108	5015
gene_5802	2548	2239	2698
gene_5803	1881	1621	2120
gene_5804	13987	12646	14091
gene_5805	2818	2540	2765
gene_5806	610	531	593
gene_5807	191	189	218
gene_5808	3568	3604	3476
gene_5809	499	451	515
gene_5810	2610	2290	2839
gene_5811	3383	3152	3494
gene_5812	580	532	612
gene_5813	1226	1008	1024
gene_5814	12869	12904	13982
gene_5815	899	833	883
gene_5817	3	5	1
gene_5818	394	359	457
gene_5819	3438	3046	3330
gene_5820	15421	14396	14906
gene_5821	20348	17705	19314
gene_5822	22	13	20
gene_5824	1078	1029	1189
gene_5825	6738	6176	6527
gene_5826	4384	4359	4524
gene_5827	621	498	642
gene_5828	202	161	152
gene_5829	12969	12622	13973
gene_5830	37125	35367	36806
gene_5831	1812	2059	2089
gene_5832	5308	4649	5385
gene_5833	1109	935	1029
gene_5834	1494	1075	1379
gene_5835	1238	1179	1102
gene_5836	1601	1550	1770
gene_5837	2759	2182	2277
gene_5838	1580	1569	1583
gene_5839	819	802	881
gene_5840	2018	1710	1854
gene_5841	2728	2523	2796
gene_5842	1658	1432	1467
gene_5843	3064	3041	3196
gene_5844	2949	2425	2787
gene_5845	854	661	947
gene_5846	494	454	471
gene_5847	1289	1153	1309
gene_5848	905	797	934
gene_5849	2003	1803	1883
gene_5850	56	43	85
gene_5851	1662	1439	1716
gene_5852	269	270	306
gene_5853	8270	7063	7623
gene_5854	2048	1743	1710
gene_5855	613	485	607
gene_5856	677	672	680
gene_5858	238	230	240
gene_5859	695	634	755
gene_5860	705	687	749
gene_5861	2501	2154	2324
gene_5862	32	29	40
gene_5864	2968	2714	2281
gene_5865	7702	7109	7203
gene_5867	1426	1269	1391
gene_5868	1321	1126	1088
gene_5869	1111	990	1123
gene_5870	1364	1316	1475
gene_5871	654	643	689
gene_5872	661	639	661
gene_5873	4859	4253	4814
gene_5874	2610	2452	2388
gene_5875	1067	973	1208
gene_5876	1094	1075	1197
gene_5877	3247	3007	3255
gene_5879	1098	1036	1250
gene_5880	5014	4502	5132
gene_5881	7008	7226	8111
gene_5882	4297	3789	4038
gene_5883	1511	1346	1588
gene_5884	1385	1294	1351
gene_5885	5790	5379	5819
gene_5886	1854	1762	1904
gene_5887	3419	2932	3574
gene_5888	3700	3467	3867
gene_5889	1910	1792	2109
gene_5890	9480	8285	9535
gene_5893	887	699	936
gene_5894	8377	7838	8522
gene_5895	13350	13142	14551
gene_5896	563	517	608
gene_5897	2255	1958	2041
gene_5898	27252	25308	29633
gene_5899	1630	1297	1604
gene_5900	1491	1234	1293
gene_5901	756	776	836
gene_5902	2638	2394	2880
gene_5903	12324	9894	9785
gene_5904	7548	7123	7680
gene_5905	8189	8118	8794
gene_5907	11969	11030	13866
gene_5906	2655	2484	3036
gene_5908	13314	12142	13823
gene_5909	2738	2527	3098
gene_5910	1984	2009	2313
gene_5911	1039	1011	1166
gene_5912	540	442	472
gene_5913	479	399	330
gene_5914	1249	1087	1175
gene_5915	4594	4258	4398
gene_5916	4139	3551	4378
gene_5917	2402	2249	2622
gene_5918	1232	1025	1241
gene_5919	0	0	2
gene_5920	28	5	19
gene_5921	2368	1854	1769
gene_5922	1466	1383	1610
gene_5923	1392	987	981
gene_5924	4	4	15
gene_5925	0	0	0
gene_5926	1615	1251	1415
gene_5927	857	787	952
gene_5928	22037	20199	25031
gene_5929	1048	1095	898
gene_5930	2426	2107	2334
gene_5931	2	0	2
gene_5932	323	296	341
gene_5933	1101	1152	1341
gene_5934	616	537	610
gene_5935	3009	2496	2761
gene_5936	1571	1522	1601
gene_5937	1016	758	895
gene_5938	6059	5626	5935
gene_5939	873	799	915
gene_5940	1410	1288	1277
gene_5941	3549	3031	2909
gene_5942	321	299	298
gene_5943	1212	950	1144
gene_5944	1288	1138	1206
gene_5945	259	215	227
gene_5946	2	0	2
gene_5947	2	4	6
gene_5948	594	532	578
gene_5949	0	0	0
gene_5951	293	268	288
gene_5952	622	497	492
gene_5953	57	37	51
gene_5955	2593	2136	2367
gene_5957	0	0	9
gene_5959	0	0	0
gene_5960	990	784	874
gene_5961	112	159	144
gene_5962	8900	8276	8904
gene_5963	2152	2091	2401
gene_5964	2104	1913	1894
gene_5965	895	857	964
gene_5966	2522	2264	2427
gene_5967	2617	2280	2815
gene_5968	12211	11108	12475
gene_5969	1253	1170	1286
gene_5970	585	474	556
gene_5971	515	448	598
gene_5972	41	36	69
gene_5973	1366	1098	1211
gene_5974	986	663	888
gene_5975	1497	1268	1274
gene_5976	2369	1970	2105
gene_5977	0	0	0
gene_5979	2	0	2
gene_5980	467	364	519
gene_5981	433	393	451
gene_5982	224	210	180
gene_5983	751	637	659
gene_5984	158	110	150
gene_5985	2936	2453	3177
gene_5986	216	137	202
gene_5987	5	11	14
gene_5988	918	645	852
gene_5989	0	2	0
gene_5990	3	5	11
gene_5991	710	554	638
gene_5992	3620	3077	3636
gene_5993	2556	2163	2362
gene_5994	4974	4827	5241
gene_5995	1673	1479	1631
gene_5996	2585	2290	2747
gene_5997	984	724	886
gene_5998	457	330	380
gene_5999	1176	932	1123
gene_6000	913	767	927
gene_6001	41	19	34
gene_6002	186	114	130
gene_6003	12	5	11
gene_6004	1901	1713	1911
gene_6005	658	523	513
gene_6006	0	0	8
gene_6007	2106	1981	2298
gene_6008	4354	4125	4380
gene_6009	1694	1418	1731
gene_6010	15	6	21
gene_6011	0	0	2
gene_6012	680	506	669
gene_6014	1178	1028	1203
gene_6015	9086	8290	9201
gene_6016	5199	4875	5169
gene_6017	220	188	159
gene_6018	331	348	325
gene_6019	1026	890	988
gene_6020	202	150	193
gene_6021	2257	2049	2205
gene_6023	2869	2669	3139
gene_6024	4612	4055	4851
gene_6025	3048	2727	3167
gene_6026	3379	3250	3575
gene_6027	1596	1450	1623
gene_6028	5303	4325	4758
gene_6029	2603	2282	2540
gene_6030	13	1	0
gene_6032	0	8	12
gene_6033	87	62	63
gene_6034	1655	1564	1794
gene_6035	3965	3317	3730
gene_6037	3	1	3
gene_6039	9365	8582	9550
gene_6040	5747	5053	5769
gene_6041	3074	2661	2810
gene_6042	369	350	351
gene_6043	5886	5464	6133
gene_6044	1987	1994	1983
gene_6045	5644	4790	5765
gene_6046	9230	7718	8203
gene_6047	19	2	49
gene_6048	20	36	21
gene_6049	1017	871	1147
gene_6050	3416	3111	3506
gene_6051	517	404	502
gene_6052	187	129	159
gene_6053	907	873	1010
gene_6054	1061	966	1280
gene_6055	672	651	888
gene_6056	660	552	671
gene_6057	119	35	68
gene_6058	2829	2433	2806
gene_6059	2763	2267	2790
gene_6060	3411	2910	3270
gene_6061	2263	1713	2025
gene_6062	3326	3317	3765
gene_6063	762	688	867
gene_6064	1533	1441	1578
gene_6065	1065	1065	903
gene_6066	125	80	118
gene_6067	1916	1783	2204
gene_6068	3909	3472	3729
gene_6069	566	557	599
gene_6070	469	402	474
gene_6071	1330	1163	1272
gene_6072	555	426	544
gene_6073	463	382	432
gene_6074	715	624	701
gene_6075	2078	1973	2245
gene_6076	9953	9419	10135
gene_6077	112	86	85
gene_6078	484	346	418
gene_6079	1682	1394	1501
gene_6080	1768	1699	2004
gene_6081	2636	2469	2828
gene_6082	801	596	627
gene_6083	1276	1269	1234
gene_6084	18986	16553	17506
gene_6085	8026	7561	7981
gene_6086	943	831	887
gene_6087	17	18	18
gene_6088	1882	1785	1965
gene_6089	1073	1039	1127
gene_6090	3541	3009	3543
gene_6091	8333	7240	8202
gene_6092	5869	5290	5792
gene_6093	3806	3421	3774
gene_6094	1150	1112	1186
gene_6095	3864	3561	3887
gene_6096	804	717	879
gene_6097	4672	4401	5088
gene_6098	1808	1939	2201
gene_6099	4219	3925	4332
gene_6100	622	541	777
gene_6101	3415	3401	3679
gene_6102	3138	2775	3251
gene_6103	4516	4258	5092
gene_6104	3805	3278	3788
gene_6105	0	0	0
gene_6106	0	0	4
gene_6108	0	0	3
gene_6110	0	0	0
gene_6112	2	0	6
gene_6113	0	0	1
gene_6114	0	0	0
gene_6115	0	0	0
gene_6117	0	0	0
gene_6118	4287	4062	4301
gene_6119	3109	3154	3329
gene_6120	3273	2998	3126
gene_6121	3937	3560	3793
gene_6122	6119	5449	6163
