Gene	Par_wo_1	Par_wo_2	Par_wo_3
gene_1893	2017	1701	1868
gene_1894	10	3	6
gene_1895	9	3	10
gene_1896	10329	9118	9120
gene_1897	8862	8424	8502
gene_1898	2434	2242	2609
gene_1899	5907	5103	6293
gene_1900	1045	851	1073
gene_1901	452	398	361
gene_1902	471	492	426
gene_1903	2950	2753	2660
gene_1905	3882	3476	3648
gene_1906	3165	2512	2909
gene_1907	818	767	823
gene_1908	2135	2190	2516
gene_1909	13383	11825	12422
gene_1910	28330	22880	27879
gene_1911	5054	4241	4512
gene_1912	2461	2149	2391
gene_1913	2095	1986	2277
gene_1914	1231	1148	1263
gene_1915	629	551	602
gene_1916	9475	9199	10446
gene_1917	9673	8667	8866
gene_1918	630	548	642
gene_1919	230	223	287
gene_1920	1285	1155	1297
gene_1921	1005	928	998
gene_1922	9	15	7
gene_1923	14635	14211	13676
gene_1924	1511	1436	1677
gene_1925	1844	1624	2035
gene_1926	1626	1405	1446
gene_1927	3061	2725	3076
gene_1928	1484	1126	1298
gene_1929	4767	4475	4980
gene_1930	2717	2438	2768
gene_1931	836	710	874
gene_1932	2855	2822	3005
gene_1933	5405	4751	5503
gene_1934	2019	1739	2220
gene_1935	9520	8750	9293
gene_1936	11286	10668	11729
gene_1937	4019	3735	3952
gene_1938	2178	2314	2597
gene_1939	17900	15463	17738
gene_1940	18	18	7
gene_1941	205	169	197
gene_1942	772	678	677
gene_1943	81	61	70
gene_1944	1517	1389	1541
gene_1945	5881	5268	5497
gene_1946	1505	1230	1390
gene_1947	1431	1376	1646
gene_1948	2603	2292	2663
gene_1949	948	802	1012
gene_1950	632	594	658
gene_1951	848	693	961
gene_1952	593	493	658
gene_1953	6025	5407	5861
gene_1954	3793	3179	3517
gene_1955	3466	2987	3108
gene_1956	1779	1649	1749
gene_1957	1842	1470	1764
gene_1958	554	462	541
gene_1959	897	715	911
gene_1960	27516	20996	22838
gene_1961	3364	2749	2991
gene_1962	3284	3233	3587
gene_1963	490	555	671
gene_1964	1324	932	1070
gene_1965	2366	1935	2249
gene_1966	7124	6299	7039
gene_1967	4449	4162	4791
gene_1968	246	193	189
gene_1969	1405	1162	1387
gene_1970	4542	4137	4881
gene_1971	1079	1002	1202
gene_1972	3703	3510	3816
gene_1973	4624	4627	5014
gene_1974	48	19	56
gene_1975	1955	1636	1766
gene_1976	3699	3274	3617
gene_1977	989	1020	1134
gene_1978	2242	1866	2233
gene_1979	2341	2178	2454
gene_1981	5794	5360	5813
gene_1983	688	606	736
gene_1984	1077	846	964
gene_1985	2649	2460	2535
gene_1987	1027	959	1129
gene_1988	5699	5758	6132
gene_1989	311	206	279
gene_1990	904	854	921
gene_1991	3415	3309	3714
gene_1992	1452	1535	1522
gene_1993	3248	2698	2957
gene_1994	810	727	795
gene_1995	938	1028	1059
gene_1996	1113	958	1111
gene_1997	8420	7663	7851
gene_1998	3228	3269	3181
gene_1999	19976	19081	22586
gene_2000	1330	1213	1377
gene_2001	2005	1943	2142
gene_2002	2509	2272	2394
gene_2003	1584	1443	1692
gene_2004	1313	1152	1110
gene_2005	1257	1151	1384
gene_2006	1264	974	1146
gene_2007	796	736	879
gene_2008	1660	1602	1545
gene_2009	1275	1143	1360
gene_2010	18431	16887	17031
gene_2011	0	0	0
gene_2012	2042	1738	1962
gene_2013	1016	923	1082
gene_2014	236	190	222
gene_2015	8299	7554	7676
gene_2016	587	542	525
gene_2017	2464	2101	2502
gene_2018	3704	3493	3588
gene_2019	488	465	543
gene_2020	4500	4464	5281
gene_2021	3960	3561	3956
gene_2022	662	661	713
gene_2023	10411	10738	11931
gene_2025	18613	16876	18158
gene_2026	729	533	573
gene_2027	2798	2560	2746
gene_2028	806	759	939
gene_2029	380	272	338
gene_2030	571	481	551
gene_2031	99	74	51
gene_2032	469	367	431
gene_2033	387	230	258
gene_2034	186	148	153
gene_2035	9892	9042	10654
gene_2036	2617	2402	2457
gene_2037	569	470	585
gene_2038	644	482	700
gene_2039	249	230	192
gene_2040	527	432	472
gene_2041	38	45	52
gene_2042	4854	4711	4708
gene_2044	1312	1238	1443
gene_2045	2078	1970	1731
gene_2046	249	206	186
gene_2047	0	0	0
gene_2048	4	2	4
gene_2050	5729	5054	5842
gene_2051	3360	2876	3157
gene_2052	8030	7504	7714
gene_2053	0	0	2
gene_2055	0	0	2
gene_2056	0	0	0
gene_2057	22	9	8
gene_2058	1444	1336	1574
gene_2059	1827	1596	2210
gene_2060	1520	1412	1762
gene_2061	2264	2092	2204
gene_2062	1520	1418	1536
gene_2063	2703	2456	3018
gene_2064	1333	1089	1087
gene_2065	1495	1422	1235
gene_2066	1168	872	916
gene_2067	3046	2490	2594
gene_2068	803	677	878
gene_2069	5021	4586	5325
gene_2070	2688	2291	2374
gene_2071	10251	8405	9182
gene_2072	179	121	165
gene_2073	0	0	0
gene_2074	570	489	521
gene_2075	18	13	24
gene_2076	6421	5656	6512
gene_2077	1200	1107	1254
gene_2078	1092	857	982
gene_2079	564	604	587
gene_2080	5659	4985	5766
gene_2081	646	488	522
gene_2082	919	844	900
gene_2083	624	579	677
gene_2084	13680	12118	13752
gene_2085	4670	4259	4591
gene_2086	1541	1576	1565
gene_2087	1253	1290	1380
gene_2088	658	572	528
gene_2089	2373	2031	2067
gene_2090	2792	2503	2743
gene_2091	0	0	0
gene_2092	0	0	0
gene_2093	2935	2585	2803
gene_2094	1856	1601	1498
gene_2095	1418	1283	1643
gene_2096	4650	4421	4434
gene_2097	1881	1374	1755
gene_2098	1701	1565	1564
gene_2099	1036	780	1072
gene_2100	4184	4000	4550
gene_2101	4043	3656	4103
gene_2102	1150	885	837
gene_2103	873	835	896
gene_2104	4008	4045	4167
gene_2105	1208	977	1190
gene_2106	1929	1763	1824
gene_2107	3421	3081	3749
gene_2108	3146	3017	3319
gene_2109	1574	1366	1477
gene_2110	6708	5733	5966
gene_2111	1590	1495	1590
gene_2112	1722	1466	1564
gene_2114	0	0	0
gene_2115	21	31	21
gene_2116	2312	2116	2174
gene_2117	3978	3462	4258
gene_2118	4885	4719	5000
gene_2119	2413	2303	2655
gene_2120	4459	3853	4248
gene_2121	744	605	724
gene_2122	6274	5519	5633
gene_2123	238	182	291
gene_2124	3885	3387	3787
gene_2125	90	110	133
gene_2126	1494	1300	1554
gene_2127	3814	3474	3859
gene_2128	12	4	10
gene_2129	48982	42297	46984
gene_2130	759	706	770
gene_2131	12722	12365	13126
gene_2132	6023	5263	5140
gene_2133	1671	1476	1549
gene_2134	2	0	0
gene_2136	20	11	10
gene_2137	3198	3228	3267
gene_2138	242	294	195
gene_2139	93	99	55
gene_2141	1218	1164	1147
gene_2142	1802	1523	1658
gene_2143	14	17	23
gene_2144	213	160	147
gene_2145	0	0	2
gene_2146	1980	1544	1592
gene_2147	2460	2310	2686
gene_2148	127	129	149
gene_2149	5940	5285	5542
gene_2150	13089	11799	13856
gene_2151	0	0	0
gene_2152	0	0	0
gene_2153	0	0	2
gene_2155	4651	4070	4267
gene_2156	14940	12080	13143
gene_2157	2252	2219	2338
gene_2158	2652	2597	2902
gene_2159	69765	58623	62042
gene_2160	240	207	191
gene_2161	1166	1167	1344
gene_2162	2205	1865	1965
gene_2163	3282	3108	3594
gene_2164	2434	2024	2347
gene_2165	62	41	39
gene_2166	4314	3741	4413
gene_2167	2750	2429	2853
gene_2168	1791	1400	1519
gene_2169	92	58	107
gene_2170	1937	1657	1914
gene_2171	640	588	612
gene_2172	2281	1894	2239
gene_2173	475	427	462
gene_2174	638	556	598
gene_2175	609	500	622
gene_2176	778	721	658
gene_2177	4191	3165	3986
gene_2178	1069	926	1086
gene_2179	77	64	102
gene_2180	147	107	146
gene_2182	902	761	771
gene_2183	1428	1002	1149
gene_2184	1262	1319	1393
gene_2185	835	853	829
gene_2186	4769	4348	4637
gene_2187	4289	3918	4973
gene_2188	279	206	199
gene_2189	320	224	265
gene_2190	1182	1134	1368
gene_2191	2044	2046	1981
gene_2192	3989	3844	4396
gene_2193	2049	1923	2041
gene_2194	594	464	547
gene_2195	6	6	3
gene_7916	2431	2066	2377
gene_7918	175	104	149
gene_7919	20117	15895	17528
gene_7920	245	296	280
gene_7925	825	744	755
gene_7926	233	204	212
gene_7927	6334	5536	6286
gene_7928	0	2	2
gene_7929	154	135	176
gene_7930	4203	3816	4099
gene_7931	0	0	0
gene_7921	463	394	424
gene_7922	29	25	15
gene_7923	0	0	0
gene_7932	104	118	110
gene_7933	4	1	2
gene_2196	708	487	719
gene_2197	317	270	308
gene_2198	408	334	427
gene_2199	469	298	344
gene_2200	4283	2951	3355
gene_2201	11986	8522	9499
gene_2202	788	619	772
gene_2203	467	399	495
gene_2204	1783	1611	1680
gene_2205	4342	4341	5171
gene_2206	1861	1563	1741
gene_2207	20664	20025	22326
gene_2208	326	289	305
gene_2209	114	80	82
gene_2210	0	0	1
gene_2211	0	1	5
gene_2212	19	9	15
gene_2213	381	393	419
gene_2214	113	79	107
gene_2215	244	191	235
gene_2216	383	343	359
gene_2217	2248	1943	2187
gene_2218	431	384	369
gene_2219	76	75	68
gene_2220	74	64	106
gene_2221	163	161	187
gene_2222	189	173	241
gene_2223	0	0	0
gene_2224	235	268	234
gene_2225	657	607	781
gene_2226	8844	7785	8735
gene_2227	27090	25525	27147
gene_2228	4646	4310	4807
gene_2229	17513	16184	19483
gene_2230	234	193	189
gene_2231	3733	3374	3775
gene_2232	1292	1238	1235
gene_2233	2154	1795	2153
gene_2234	0	6	0
gene_2235	0	0	1
gene_2236	3194	3111	3113
gene_2237	3017	2571	2738
gene_2238	605	595	587
gene_2240	1731	1556	1695
gene_2241	3505	3098	3164
gene_2242	4215	3731	3736
gene_2243	15319	14183	14648
gene_2245	1089	1019	1136
gene_2246	4554	4039	4547
gene_2247	3999	3966	4084
gene_2248	1697	1764	1787
gene_2250	42	51	34
gene_2251	83	57	90
gene_2253	3573	3185	3592
gene_2254	468	418	452
gene_2255	3777	3345	3708
gene_2256	6225	4936	6053
gene_2257	1549	1307	1425
gene_2258	4127	3777	4533
gene_2259	1544	1439	1259
gene_2260	12508	11245	11573
gene_2261	515	444	532
gene_2262	80	40	56
gene_2263	35694	29044	32691
gene_2265	6175	5317	5476
gene_2266	5051	4066	4685
gene_2267	5744	4638	5268
gene_2268	1009	880	990
gene_2269	46873	40600	42120
gene_2270	317	292	443
gene_2271	2572	2209	2784
gene_2272	570	483	651
gene_2273	879	725	813
gene_2274	783	582	696
gene_2275	65	56	74
gene_2276	1918	1885	1998
gene_2277	2872	2699	3056
gene_2278	1397	1106	1434
gene_2279	231	159	207
gene_2280	4098	3467	3711
gene_2281	6444	5859	6085
gene_2282	169633	151675	157412
gene_2285	7152	7522	9267
gene_2286	11720	12187	14527
gene_2287	5716	4766	4912
gene_2288	351	374	406
gene_2289	1108	1097	1231
gene_2290	87	103	129
gene_2292	171	165	149
gene_2293	5331	4692	5476
gene_2294	2441	2326	2457
gene_2295	4542	3986	5489
gene_2296	1519	1458	1501
gene_2297	1005	958	961
gene_2298	931	771	774
gene_2299	2680	2471	3001
gene_2300	3031	2791	3349
gene_2301	6	18	12
gene_2303	1717	1606	1570
gene_2305	1520	1160	1285
gene_2306	785	633	703
gene_2307	9124	8294	9355
gene_2308	1620	1323	1424
gene_2309	1425	1351	1443
gene_2310	3511	2830	3161
gene_2311	2628	2224	2367
gene_2312	490	470	388
gene_2313	2612	2476	2791
gene_2314	679	693	828
gene_2315	474	414	515
gene_2316	54	33	39
gene_2317	2506	2214	2365
gene_2318	2606	2423	2402
gene_2319	667	477	627
gene_2320	1995	1680	2033
gene_2321	2289	1873	1838
gene_2322	417	448	463
gene_2323	2143	1888	2240
gene_2324	5531	4956	5304
gene_2327	6	0	4
gene_2328	3332	2815	2784
gene_2329	577	534	569
gene_2330	78	68	58
gene_2331	5566	5182	5716
gene_2332	1221	1130	1324
gene_2333	9096	7997	9694
gene_2334	326	325	357
gene_2335	1547	1298	1389
gene_2336	1924	1680	2011
gene_2337	1832	1531	1503
gene_2338	746	683	738
gene_2339	1027	910	1006
gene_2340	5093	4847	5334
gene_2341	0	0	0
gene_2342	0	0	0
gene_2343	615	527	591
gene_2344	924	693	954
gene_2345	3436	3211	3598
gene_2346	3881	3441	3701
gene_2347	763	669	703
gene_2348	2371	2339	2288
gene_2349	1093	978	979
gene_2350	1714	1472	1763
gene_2351	215	215	274
gene_2352	2619	2372	2820
gene_2353	5305	4650	5228
gene_2354	106	134	101
gene_2355	505	394	440
gene_2356	465	357	386
gene_2357	4824	4909	4798
gene_2358	3276	3094	3388
gene_2359	670	664	774
gene_2360	4476	4129	4780
gene_2361	1210	1092	1395
gene_2362	2882	2577	2712
gene_2363	2761	2486	2558
gene_2364	950	894	738
gene_2365	76	73	65
gene_2366	4967	4593	4832
gene_2367	3692	3094	3708
gene_2368	2667	2457	2781
gene_2369	898	772	839
gene_2370	1289	1120	1165
gene_2371	761	787	796
gene_2372	1548	1317	1450
gene_2374	0	0	0
gene_2375	555	533	496
gene_2376	8668	8518	9303
gene_2377	1712	1609	1878
gene_2378	35	7	16
gene_2379	50681	44711	47735
gene_2380	3982	3186	3670
gene_2381	1099	913	968
gene_2382	702	520	673
gene_2383	18	10	12
gene_2384	359	348	354
gene_2385	1780	1549	1895
gene_2386	1034	899	1162
gene_2387	571	471	586
gene_2388	13049	12416	13564
gene_2389	2119	2005	2521
gene_2390	3074	2632	3169
gene_2391	2332	2000	2345
gene_2392	12217	9429	9792
gene_2393	49	21	39
gene_2394	7680	6971	7318
gene_2395	2250	2052	2444
gene_2396	3805	3934	4234
gene_2397	3146	2952	3450
gene_2398	14081	13153	13638
gene_2399	242	278	269
gene_2400	945	819	855
gene_2401	170	181	180
gene_2402	1109	861	1022
gene_2403	128	131	144
gene_2404	472	439	476
gene_2405	1272	941	1160
gene_2406	141919	125960	144891
gene_2407	11376	10771	11180
gene_2408	9812	8320	9625
gene_2409	955	711	910
gene_2410	1613	1330	1334
gene_2411	2492	2093	2093
gene_2412	3716	3759	3378
gene_2414	2549	2475	2642
gene_2415	4766	4211	5001
gene_2416	2031	1608	1943
gene_2417	17	15	9
gene_2418	2598	2205	2531
gene_2419	2231	2056	2093
gene_2420	6455	4921	5815
gene_2421	3206	2926	3315
gene_2422	616	554	683
gene_2423	2126	1960	2120
gene_2424	2043	1398	1390
gene_2425	3302	3309	2898
gene_2426	705	692	848
gene_2427	720	712	798
gene_2430	1941	1592	1670
gene_2432	1907	1809	1808
gene_2433	5007	5079	5430
gene_2434	774	654	683
gene_2435	10826	9259	10902
gene_2436	31750	29273	34589
gene_2437	4947	4325	4377
gene_2438	275	326	323
gene_2439	252	245	280
gene_2440	93	81	121
gene_2441	1590	1905	1791
gene_2442	2067	1732	2021
gene_2443	10544	10199	10834
gene_2444	25179	22553	24138
gene_2445	4344	3741	4229
gene_2446	1717	1607	1726
gene_2447	2784	2578	2726
gene_2448	2385	1976	2400
gene_2449	2785	2960	2925
gene_2450	7158	6470	7290
gene_2451	6072	5619	5987
gene_2452	1778	1442	1622
gene_2453	890	981	954
gene_2454	419	421	472
gene_2455	6700	5974	6439
gene_2456	482	417	511
gene_2457	5279	4671	5147
gene_2458	608	542	621
gene_2459	1148	1027	1116
gene_2460	2617	2013	2489
gene_2461	883	764	967
gene_2462	14	14	19
gene_2463	0	4	2
gene_2464	7737	6774	7566
gene_2465	298	270	281
gene_2466	1080	1120	1262
gene_2467	750	564	664
gene_2468	1825	1724	1712
gene_2469	1504	1317	1417
gene_2470	1482	1214	1335
gene_2471	35	43	49
gene_2472	165	168	157
gene_2473	35661	32858	39198
gene_2474	5317	4419	5017
gene_2475	1435	1219	1284
gene_2476	344	226	246
gene_2477	3083	2690	3369
gene_2478	2706	2301	2595
gene_2479	161	71	118
gene_2480	2249	1871	1868
gene_2481	39	42	52
gene_2482	12749	11003	11561
gene_2483	3080	2368	2808
gene_2484	2270	2068	2266
gene_2485	547	518	533
gene_2486	7190	6285	6493
gene_2487	451	427	448
gene_2488	6000	5882	5717
gene_2489	8	4	4
gene_2490	4	3	5
gene_2491	0	0	0
gene_2492	569	514	606
gene_2493	969	837	878
gene_2494	1772	1681	1890
gene_2495	6521	6241	6567
gene_2496	3499	3135	3722
gene_2497	3298	2904	2959
gene_2498	788	809	913
gene_2499	2938	2614	2716
gene_2501	1797	1605	1956
gene_2502	11236	10727	10749
gene_2503	506	449	539
gene_2504	1972	1776	1847
gene_2505	2463	2251	2680
gene_2506	12826	12121	13207
gene_2507	6855	6488	6787
gene_2508	3133	2810	2857
gene_2509	2539	2043	2217
gene_2510	10525	9968	10238
gene_2511	5365	4480	4522
gene_2512	25151	23054	28099
gene_2513	7507	7106	8067
gene_2514	7288	6040	6836
gene_2515	325	280	303
gene_2516	902	733	817
gene_2517	1424	1357	1598
gene_2518	1042	1036	1069
gene_2519	788	665	719
gene_2520	10033	9023	9545
gene_2521	3987	3372	3144
gene_2522	1929	1969	2021
gene_2523	2344	1877	2074
gene_2524	434	321	361
gene_2525	792	649	910
gene_2526	607	556	669
gene_2527	372	377	443
gene_2528	23533	21694	26450
gene_2529	20478	19146	22644
gene_2530	2014	1497	1818
gene_2531	487	428	491
gene_2532	37488	31873	32756
gene_2533	62	91	101
gene_2535	1748	1766	1958
gene_2536	11386	10831	11561
gene_2537	1907	1696	1978
gene_2538	562	434	456
gene_2539	2129	2100	2063
gene_2540	1610	1545	1625
gene_2541	2298	2061	2254
gene_2542	2587	2216	2296
gene_2543	1000	884	962
gene_2544	5511	4832	4956
gene_2545	1096	892	1174
gene_2546	746	717	804
gene_2547	3144	3318	3446
gene_2548	649	512	637
gene_2549	2793	2855	3146
gene_2550	9080	7705	8842
gene_2551	2387	2603	2572
gene_2552	984	910	1099
gene_2553	599	549	619
gene_2554	13759	12278	12471
gene_2555	1642	1383	1770
gene_2556	0	0	0
gene_2557	3603	3223	3868
gene_2558	778	721	851
gene_2559	758	681	788
gene_2560	39	25	6
gene_2561	19808	18361	21754
gene_2562	1794	1590	1674
gene_2563	11315	9705	10977
gene_2564	7886	6887	7405
gene_2565	14439	12890	14330
gene_2566	3811	3532	4100
gene_2567	1981	1615	1752
gene_2568	891	698	831
gene_2569	247	217	238
gene_2570	108332	98289	115644
gene_2572	1800	1563	1971
gene_2573	1189	1239	1362
gene_2574	1030	926	1050
gene_2575	2519	2267	2307
gene_2576	188998	163631	180785
gene_2577	2142	2358	2541
gene_2578	2469	2429	2785
gene_2579	447	336	417
gene_2580	2158	2030	2504
gene_2581	1499	1603	1830
gene_2582	532	468	534
gene_2583	4770	4254	4760
gene_2584	774	713	824
gene_2585	9911	9060	10697
gene_2586	227	185	207
gene_2587	646	514	604
gene_2588	687	709	766
gene_2589	0	3	0
gene_2590	1709	1502	1632
gene_2591	404	423	447
gene_2592	631	634	644
gene_2593	2640	2071	2324
gene_2594	1973	1664	2053
gene_2595	5080	4356	4647
gene_2596	1121	1010	1144
gene_2597	31	26	22
gene_2598	388	343	371
gene_2599	565	467	527
gene_2600	1294	1085	1136
gene_2601	2425	2368	2557
gene_2602	1212	976	1113
gene_2603	104	95	80
gene_2604	1003	838	939
gene_2605	1834	1905	2079
gene_2606	6654	5349	5274
gene_2607	2064	2040	2343
gene_2608	3105	2990	3202
gene_2609	3223	2900	2694
gene_2610	2608	2518	2652
gene_2611	492	477	515
gene_2612	1795	1724	1772
gene_2613	5596	4896	4864
gene_2614	2557	2395	2583
gene_2615	1754	1788	1822
gene_2616	149	139	179
gene_2617	2564	2691	2748
gene_2618	833	726	857
gene_2619	8813	8546	9183
gene_2620	2521	2405	2840
gene_2621	7598	6097	6768
gene_2622	1243	1102	1304
gene_2623	40	32	51
gene_2624	129	136	134
gene_2625	585	347	504
gene_2626	157	85	142
gene_2627	1382	1072	1359
gene_2628	24486	23145	27485
gene_2629	2631	2616	2823
gene_2630	2262	1869	2061
gene_2631	53	32	43
gene_2632	20702	19338	21740
gene_2633	0	0	0
gene_2634	560	449	526
gene_2635	38	22	56
gene_2636	6403	6670	7493
gene_2637	2569	2350	2361
gene_2638	1368	1251	1421
gene_2640	358	270	321
gene_2642	7638	7086	7329
gene_2643	12	4	5
gene_2644	616	513	566
gene_2645	30644	29222	31079
gene_2646	7579	6821	7906
gene_2647	2450	2075	2425
gene_2648	2432	2239	2503
gene_2649	1464	1374	1360
gene_2650	10344	8946	9214
gene_2651	6250	5791	6324
gene_2652	3962	3712	4131
gene_2653	2304	2188	2604
gene_2655	6	2	8
gene_2657	0	0	0
gene_2658	687	563	728
gene_2659	5461	4971	5553
gene_2660	2718	2776	3312
gene_2661	1785	1638	1718
gene_2662	28865	23799	25114
gene_2663	2755	2294	2536
gene_2664	8551	8143	8488
gene_2665	2028	1850	2038
gene_2666	1759	1664	2058
gene_2667	11477	9113	10967
gene_2668	14681	12753	13911
gene_2669	1936	1880	2198
gene_2670	81	106	47
gene_2672	58	21	24
gene_2674	460	315	426
gene_2675	294	225	250
gene_2676	693	632	668
gene_2677	1436	1512	1613
gene_2678	5577	4754	5219
gene_2679	3954	3500	3984
gene_2680	2079	2030	2012
gene_2681	26972	24031	29233
gene_2683	982	947	1223
gene_2684	409	371	394
gene_2685	1036	935	833
gene_2686	3292	2800	3120
gene_2687	1466	1425	1424
gene_2688	6554	5621	5909
gene_2689	1649	1600	1767
gene_2690	413560	388863	394289
gene_2691	45	29	50
gene_2692	9842	8955	8913
gene_2693	8441	8039	8129
gene_2694	29	20	36
gene_2695	478	346	435
gene_2696	1027	834	943
gene_2697	1866	1712	1738
gene_2698	1635	1627	1601
gene_2699	2143	2035	2102
gene_2700	898	775	869
gene_2701	2037	1781	1723
gene_2702	1344	1367	1457
gene_2703	1149	1015	1192
gene_2704	4070	3749	3966
gene_2705	8	8	21
gene_2706	1755	1620	1574
gene_2707	312	332	234
gene_2709	817	637	684
gene_2710	520	497	579
gene_2711	1706	1661	1874
gene_2712	248	245	324
gene_2713	1356	1331	1552
gene_2715	3092	3165	3488
gene_2716	345	311	374
gene_2717	1528	1180	1457
gene_2718	431	358	482
gene_2719	87	80	81
gene_2720	3	0	0
gene_2721	658	619	690
gene_2722	2	8	2
gene_2723	2	0	0
gene_2724	2573	2377	2522
gene_2725	1835	1711	1757
gene_2726	1915	1645	1979
gene_2727	3007	2781	3287
gene_2728	134	146	136
gene_2729	12581	11239	12697
gene_2730	678	565	712
gene_2731	762	687	738
gene_2733	3475	2816	2788
gene_2734	4235	3818	5257
gene_2735	4	1	1
gene_2736	763	624	741
gene_2737	1089	872	1030
gene_2738	2585	2435	2676
gene_2739	917	1012	1270
gene_2740	2088	1860	1935
gene_2741	2749	2164	2544
gene_2742	877	816	906
gene_2743	243	175	192
gene_2744	1616	1576	1710
gene_2745	286	204	283
gene_2746	1965	1753	1776
gene_2747	1956	2011	2143
gene_2748	52	2	41
gene_2749	344	293	335
gene_2750	1278	1033	1340
gene_2751	2776	2174	2463
gene_2752	777	494	564
gene_2753	866	735	661
gene_2754	3861	3299	3931
gene_2755	18348	16954	18456
gene_2756	1126	984	1160
gene_2757	1460	1443	1549
gene_2758	1093	1001	1155
gene_2759	385	316	359
gene_2760	8190	7164	7437
gene_2761	25	21	24
gene_2762	679	505	598
gene_2763	538	433	469
gene_2764	811	682	793
gene_2765	72	57	56
gene_2766	1017	868	1081
gene_2767	357	299	380
gene_2768	377	368	442
gene_2769	3278	2748	2875
gene_2770	1119	977	1044
gene_2771	12238	10920	11824
gene_2772	831	753	851
gene_2773	10	3	2
gene_2774	457	471	414
gene_2775	1450	1429	1563
gene_2776	2545	2390	2670
gene_2777	11546	10387	11181
gene_2778	385	358	373
gene_2779	2571	2269	2684
gene_2780	140	124	208
gene_2781	1998	1719	1890
gene_2782	4931	4730	4804
gene_2783	1138	1188	1196
gene_2784	1674	1342	1402
gene_2785	2555	2088	2362
gene_2786	25	14	12
gene_2787	1367	1254	1496
gene_2788	2916	2738	3040
gene_2789	3285	3106	3702
gene_2790	3243	3397	3827
gene_2791	1757	1537	1697
gene_2792	1423	1372	1497
gene_2793	3355	3257	3220
gene_2794	12046	10887	11369
gene_2795	71680	65660	71871
gene_2796	2729	2686	3044
gene_2797	2459	2138	2361
gene_2798	21774	19518	23509
gene_2799	988	906	1072
gene_2800	3044	2837	2963
gene_2801	2772	2430	2890
gene_2802	1808	1688	1758
gene_2803	3818	3576	4182
gene_2804	955	841	1005
gene_2805	5811	5486	5959
gene_2806	1543	1626	1607
gene_2807	718	690	753
gene_2808	3605	3487	3480
gene_2809	294	261	342
gene_2810	1607	1269	1385
gene_2811	1451	1130	1538
gene_2812	3168	2807	3324
gene_2813	2393	2050	2411
gene_2815	3553	3505	3888
gene_2816	19575	17597	19809
gene_2817	1676	1290	1499
gene_2818	5310	4730	4989
gene_2819	4344	3499	3807
gene_2820	964	671	779
gene_2821	16	21	15
gene_2822	5043	4580	5274
gene_2823	3750	3126	3821
gene_2824	5086	4562	5069
gene_2825	1740	1454	1724
gene_2826	1518	1239	1238
gene_2827	1251	1216	1244
gene_2828	123	112	156
gene_2829	46	44	48
gene_2830	836	773	903
gene_2831	2368	2061	2049
gene_2832	1728	1316	1367
gene_2833	9099	7906	9020
gene_2834	1371	1287	1500
gene_2835	163	163	156
gene_2837	25	31	44
gene_2838	2703	2398	2675
gene_2839	446	425	496
gene_2840	415	454	422
gene_2841	783	673	722
gene_2842	0	0	0
gene_2843	733	567	591
gene_2844	1989	1702	1839
gene_2845	1148	1131	1157
gene_2846	36147	30409	34656
gene_2847	9714	8640	10077
gene_2848	12169	10412	11447
gene_2849	30	17	29
gene_2850	1608	1462	1514
gene_2851	4444	3788	4444
gene_2852	854	756	819
gene_2853	2795	2300	2674
gene_2854	636	642	661
gene_2855	7258	6468	6702
gene_2856	828	717	822
gene_2857	1513	1467	1796
gene_2858	2415	2082	2409
gene_2859	12664	11690	13537
gene_2860	1539	1412	1682
gene_2861	3579	3318	3784
gene_2862	1690	1453	1854
gene_2863	7975	7147	7917
gene_2864	1165	934	1136
gene_2865	2349	1941	2484
gene_2866	3317	3117	3440
gene_2867	16063	15016	15436
gene_2868	584	622	720
gene_2869	1295	1573	1506
gene_2870	1753	1612	1736
gene_2871	534	552	595
gene_2872	9904	8414	9756
gene_2873	4463	4103	4638
gene_2874	2718	2451	2541
gene_2875	1026	989	1164
gene_2876	927	951	1066
gene_2877	1104	883	952
gene_2878	139	122	191
gene_2879	0	0	0
gene_2880	2872	2691	2785
gene_2881	1893	1709	1933
gene_2882	1782	1650	2111
gene_2884	2258	1966	2299
gene_2885	16742	16131	17949
gene_2886	2045	2006	2058
gene_2887	4529	4517	4481
gene_2888	1010	827	873
gene_2889	160	112	147
gene_2890	7	2	1
gene_2891	78	62	117
gene_2892	13	28	19
gene_2893	39	62	45
gene_2894	169	168	141
gene_2895	1917	1707	1879
gene_2896	523	434	374
gene_2897	126	86	173
gene_2898	374	327	379
gene_2899	502	369	496
gene_2900	0	0	2
gene_2901	0	0	0
gene_2902	675	564	685
gene_2903	1639	1355	1539
gene_2904	1227	945	1088
gene_2905	132	100	148
gene_2906	254	238	287
gene_2907	7651	6716	8140
gene_2908	8245	7056	8517
gene_2909	1908	1616	1911
gene_2910	5372	4719	5544
gene_2912	1663	1506	1761
gene_2913	1828	1602	2029
gene_2914	0	0	13
gene_2915	2	0	2
gene_2916	8	8	6
gene_2917	16270	15092	15890
gene_2918	2470	2085	2390
gene_2919	112	153	126
gene_2920	40	51	56
gene_2921	2	6	8
gene_2922	0	0	0
gene_2923	1620	1420	1386
gene_2924	1021	920	930
gene_2925	608	504	499
gene_2926	4157	3810	3980
gene_2927	1724	1410	1601
gene_2928	2006	1719	1646
gene_2930	0	0	3
gene_2931	0	0	0
gene_2932	0	0	0
gene_2933	28	12	25
gene_2934	307	265	298
