Protein_ID,log2FoldChange,padj,Gene_id
541550,-1.11344737356161,9.9809040959914E-57,gene_5561
495007,-1.68307423280175,2.77927965180928E-139,gene_5562
448844,-1.27264641611884,4.50541157644327E-93,gene_557
455646,-1.77728057068507,1.79524122583006E-160,gene_5619
541602,-1.63033549030724,3.75436475393042E-145,gene_5620
455650,-1.17780363757459,4.76417332166454E-89,gene_5621
541617,-1.02375784699418,4.90904607944359E-30,gene_5635
441150,-1.00760483790925,3.74404882164894E-40,gene_5639
495313,-1.17984351692147,1.39744708929733E-46,gene_5644
357137,-1.13361133277874,6.21889423430097E-45,gene_5646
358031,-1.09885799656248,1.48947345231617E-41,gene_5664
495432,-1.18647049896349,4.47693092475423E-68,gene_5667
495490,-1.45616040110841,2.6583045630428E-145,gene_5690
466553,-1.45646198283286,1.38400418683931E-68,gene_5702
515432,-1.95365135189413,8.92401197252164E-163,gene_572
495604,-1.11065755594397,1.31228510760245E-80,gene_5724
495639,-1.13928574844569,1.72042292044187E-57,gene_5733
547476,-1.78989830662667,2.24267123014672E-11,gene_5734
495680,-1.29663872773587,7.23257692521117E-46,gene_5744
455874,-1.67777951911435,7.7777057613027E-136,gene_5747
495693,-1.19232672440057,5.92299497226591E-46,gene_5748
495810,-1.78230680780416,1.39440730930138E-228,gene_5789
363382,-1.75406837232887,7.51650638675964E-18,gene_5802
466746,-2.63327100553987,0,gene_5820
512195,-1.19126179073485,8.44514394254448E-28,gene_5824
495933,-1.22469101544427,4.43544249533576E-75,gene_5826
365331,-1.68388066946443,5.83920003828885E-13,gene_5828
365509,-1.51200556766631,7.82093810713884E-128,gene_5829
365368,-1.55852522882633,8.16811092911441E-208,gene_5830
365833,-1.5644350636174,2.06978411592272E-118,gene_5832
495975,-1.03984839194399,9.44783860713599E-19,gene_5839
496059,-2.18261841874979,8.9677130781723E-99,gene_5864
368159,-1.66046322493495,1.75444708745026E-43,gene_5879
496105,-3.7490630364959,1.31985713556455E-69,gene_5881
441414,-1.29445911769898,2.59637526499413E-103,gene_5904
368968,-2.38922401426676,5.45811335534665E-212,gene_5905
369008,-1.19196990248187,6.73350266583658E-58,gene_5906
496166,-1.34391976091098,8.83485075756775E-99,gene_5907
496176,-2.68535307064599,1.05765431266696E-109,gene_5911
496237,-1.48687995681152,6.99901047031548E-45,gene_5933
496495,-2.50646667327863,8.90879788800706E-259,gene_6008
532422,-1.04211954298205,9.95478189708474E-65,gene_6016
512371,-1.1979753565699,1.40107528741814E-61,gene_6023
31194,-1.28416408130672,4.79153411207005E-15,gene_603
31175,-1.01055957068457,2.10032462384702E-32,gene_604
515492,-1.09019418056614,4.40026605435984E-47,gene_606
467115,-2.64345721535521,7.07735325259903E-210,gene_6062
442108,-1.21570550475795,5.76023513666685E-111,gene_6076
496772,-1.02806265384703,1.7437757492821E-36,gene_6080
496800,-1.07559786494504,1.20116144854155E-43,gene_6088
496831,-1.07764324775915,1.02608874378209E-67,gene_6097
542018,-2.95541381741678,2.24708344545698E-166,gene_6098
496861,-2.17940354340894,1.48160082932644E-203,gene_6121
512494,-4.46527132320005,0,gene_6158
497070,-1.73953425887966,5.84611013902878E-228,gene_6188
497105,-1.42884872635876,2.86646901144388E-105,gene_6196
381089,-1.10361115391716,4.80790417996845E-12,gene_6198
381810,-1.53705791185232,5.17303003338045E-131,gene_6210
442283,-2.82658081448085,1.54360657190304E-276,gene_6227
383197,-1.27689346467381,0.010248710318378,gene_6238
497349,-1.78220801927389,5.65496281900832E-223,gene_6257
512587,-1.88429809528636,1.17978858552487E-193,gene_6259
384387,-1.6948331849877,3.67214302810785E-45,gene_6262
497425,-1.28583270107782,1.14053234646735E-59,gene_6277
497532,-1.634863163546,2.37924388926739E-40,gene_6310
497549,-1.04145087267502,1.75766407852317E-35,gene_6317
543851,-1.1637542767651,1.88268442720005E-79,gene_633
478108,-1.25916456599513,6.52946274522365E-07,gene_634
497654,-1.07085535897579,1.02500078682615E-79,gene_6349
497668,-1.31178104949234,1.91992701952334E-109,gene_6358
456822,-1.47750518235272,8.33024803444914E-71,gene_6366
474596,-1.08080948213925,3.20684436731977E-40,gene_6368
512688,-1.47222522700644,1.53432290339495E-79,gene_6369
497736,-1.6449509767968,1.11639224649948E-137,gene_6380
476044,-1.72381123092863,9.27192031602595E-25,gene_64
497810,-1.19816952640605,2.86405228243091E-18,gene_6414
542305,-1.76897833216479,7.26961062224595E-143,gene_6439
478135,-2.0579421382496,2.57185755879197E-149,gene_644
478138,-1.72332880181982,1.04102532070437E-44,gene_645
497928,-1.41557777896185,3.10682206029427E-20,gene_6456
442885,-1.53520780327807,2.1366076797343E-110,gene_6467
64504,-1.109984930068,1.1577707544348E-55,gene_6468
65248,-1.1134582710574,1.52454039341694E-34,gene_6480
64904,-1.40829123598085,2.00244337420885E-17,gene_6481
67269,-2.50394598338474,0,gene_6503
498257,-1.00371649598411,2.32895494670829E-73,gene_6510
442696,-2.06088015298207,1.3152146419424E-175,gene_6512
442910,-1.1767968772896,6.51899961369897E-38,gene_6513
498292,-1.80419576885743,8.38832596372056E-35,gene_6517
478154,-1.2615629820157,1.33705577371319E-88,gene_652
498304,-1.42088101309931,7.59860682343742E-155,gene_6520
498311,-2.02032391627842,5.32718545917265E-124,gene_6523
512823,-1.29565459581904,1.4397178964068E-63,gene_6524
498380,-1.55892829676399,3.36607688816485E-81,gene_6544
459801,-2.48599060779701,3.36149235874596E-161,gene_657
537425,-1.51341345515604,5.77143628546582E-101,gene_658
498575,-1.61089714068805,3.12640507730344E-194,gene_6593
1991,-1.24821636504313,5.35805944497217E-05,gene_66
498604,-2.5529022955868,7.69334679600758E-77,gene_6605
73293,-2.3056182033081,0,gene_6610
467906,-1.87892838107452,1.79494476676455E-117,gene_6611
457171,-1.55593363811,1.09915748657295E-123,gene_6615
478173,-1.2632822273911,5.51649900903089E-103,gene_662
512912,-1.44286701259972,7.59768196395058E-70,gene_6621
506463,-1.30072166121155,1.83782318502046E-33,gene_6642
498785,-1.24619127294609,6.98565768405311E-105,gene_6652
75083,-2.26306631564165,1.27729064737415E-21,gene_6654
512941,-1.03691778150519,6.21893258939019E-90,gene_6655
498806,-2.90765463889826,0,gene_6657
512959,-1.0335251118625,3.62554002450699E-79,gene_6673
498880,-1.32744597174151,2.91497406037187E-112,gene_6675
443137,-1.06655182778211,8.07865809290682E-41,gene_6678
498893,-1.29401552680378,2.85011756152834E-16,gene_6679
498906,-1.90480771614995,2.02046372647968E-70,gene_6682
478199,-2.029386967204,1.01574863554882E-162,gene_670
474863,-1.34740090342119,1.31556293279231E-69,gene_6718
499042,-1.27171961207419,5.39745677800093E-50,gene_6727
513029,-1.29968520325082,3.84221527016035E-96,gene_6755
513031,-1.01218750803983,2.09615337383012E-77,gene_6757
499229,-1.16015709141377,2.29401556212285E-66,gene_6791
499239,-1.53893211148745,8.24814521765341E-67,gene_6796
499271,-1.7061698832923,2.7584550654901E-201,gene_6806
84496,-1.12370968517083,4.22933530918974E-41,gene_6832
442735,-1.92806739494875,6.39659744453103E-109,gene_6837
499367,-1.35077589566627,7.38800173704108E-16,gene_6838
499368,-1.0673914861821,1.03879111355806E-82,gene_6839
457480,-2.21578755269605,0,gene_6841
86541,-1.19413527318233,7.2388846563981E-06,gene_6879
86950,-2.258378736936,4.95158648480311E-84,gene_6907
548287,-2.47988678636728,6.55442299803621E-83,gene_6919
90295,-2.46343815467755,2.34667210321731E-13,gene_6953
90357,-2.29426671858489,7.70116409141482E-144,gene_6954
513192,-1.00070237990317,0.001057243894031,gene_6955
90526,-1.29385284098913,4.14030005606869E-29,gene_6961
499860,-1.13040214794432,1.23330270014795E-06,gene_6977
443573,-1.81436187723751,1.48556568226244E-241,gene_6985
542736,-1.51191487657885,8.06338597513223E-10,gene_6987
499909,-2.01733585303914,1.62967305326638E-209,gene_6988
499930,-1.12823576579672,3.59895415575456E-99,gene_6996
92639,-1.07011110473996,4.91459956761546E-35,gene_7003
478299,-1.34649393434395,7.79322821583208E-77,gene_701
499983,-4.08861719939223,0,gene_7019
518328,-1.25701874725734,7.46582822651279E-47,gene_7020
93088,-2.76752837388398,0,gene_7022
536529,-2.49619630153971,0,gene_7023
93202,-3.79778814035055,0,gene_7024
457691,-1.11936346070094,1.45170316516337E-72,gene_7030
93554,-1.82104648777487,1.08411694721909E-151,gene_7034
500091,-1.87452618809137,1.57715717269615E-241,gene_7054
500093,-1.91597040107129,1.58003738498791E-75,gene_7056
500114,-2.25507640862174,2.77831543034442E-210,gene_7063
506618,-1.09054022875782,3.83483356998152E-05,gene_7071
500140,-1.29615412143791,1.44601052936975E-47,gene_7072
506625,-1.15913113282873,1.71730746549965E-55,gene_7079
443375,-2.10069538681405,3.80777817363686E-193,gene_7084
478320,-1.13298571518703,2.33438406549066E-62,gene_710
96147,-1.04416425936866,1.42056605074041E-43,gene_7103
500282,-1.03099081460353,2.74539443794825E-71,gene_7116
36090,-1.68649188948214,1.29172713596864E-76,gene_714
97890,-1.54956712968964,1.92562435031561E-51,gene_7154
506682,-2.35907135133166,0,gene_7190
500591,-1.78485735007469,1.0736229695375E-110,gene_7216
102170,-1.90648699045762,1.55970797156251E-112,gene_7234
500678,-1.20009350921416,1.21242214243481E-18,gene_7241
500682,-1.98948532294601,9.40283022798731E-187,gene_7242
102612,-1.41795382401208,1.29915231200998E-51,gene_7249
478367,-1.26566343570858,5.28582667614209E-60,gene_726
542965,-2.26118378314528,1.26132859383182E-12,gene_7267
513466,-1.13277584458514,1.5791443553514E-49,gene_7270
501004,-2.36475591124682,1.12630416063416E-222,gene_7339
501082,-1.21409799511558,1.01377139920136E-121,gene_7361
501087,-1.11329760777409,2.15639641346339E-60,gene_7362
459901,-2.16002624465467,7.46870519570133E-145,gene_739
501223,-1.52356323243122,1.52827750207384E-129,gene_7408
513589,-2.52609052238141,4.24883561213023E-146,gene_7412
501250,-2.267124399689,9.71487595265404E-239,gene_7417
501257,-1.29198092302171,1.52337149512639E-76,gene_7418
501327,-2.03062569462499,1.27235733356473E-139,gene_7428
501365,-1.32837986452394,4.63219467708586E-170,gene_7444
444221,-1.80846874908892,7.3435629376108E-129,gene_7448
543113,-1.56629522911426,1.00948976291545E-29,gene_7455
501410,-1.14496278780829,2.55923915183445E-46,gene_7461
501420,-1.07353588379402,4.70731252573924E-94,gene_7464
458404,-1.79969716164261,2.86524329795569E-116,gene_7467
458405,-2.606743214425,0,gene_7470
501450,-1.50502412202081,1.4321395805552E-61,gene_7471
443897,-1.38955813973496,9.39729650442677E-92,gene_7475
548703,-1.45670104991707,0.000190930960898,gene_7489
501526,-1.10466177064105,2.00818337473379E-48,gene_7494
501544,-1.28699903531192,5.37911669436291E-86,gene_7499
501686,-1.2022854251054,8.82296541291122E-146,gene_7535
501697,-1.18499458396224,3.38015524702476E-40,gene_7540
458542,-1.48025725439745,5.59352067214473E-71,gene_7546
121006,-1.01096259393648,1.4117642671256E-08,gene_7619
444230,-1.09265689769907,1.74470720306481E-08,gene_7629
502064,-1.21087922128539,1.32212372016894E-52,gene_7633
502087,-2.2680764468235,2.23675326936575E-51,gene_7641
444079,-2.5863614211035,3.14087264417046E-13,gene_7661
444228,-1.91508971114434,3.24409980932226E-290,gene_7662
506924,-1.04713253036263,0.004575613796872,gene_7667
475695,-1.21355135021721,0.00026816800382,gene_7697
475647,-1.00135741052839,0.001959237176683,gene_7775
459963,-1.63413303240455,6.96171898450436E-128,gene_784
39399,-1.16762384933337,2.94890859106642E-46,gene_787
434973,-1.19451010404722,2.09891366550554E-97,gene_788
515824,-1.34237328823971,3.31910290060371E-98,gene_789
478566,-1.31696186058432,4.91916648361102E-37,gene_790
458882,-1.14879594364879,6.96565254280796E-06,gene_7918
503626,-2.03408402275123,5.31949732833243E-187,gene_7919
507690,-2.33123565379345,1.82286408050413E-63,gene_806
478721,-1.47510721686522,1.55698204005029E-31,gene_826
42033,-1.20404754450145,2.05528851366452E-47,gene_835
537569,-1.52241677457966,4.45147497814963E-08,gene_836
478814,-1.19754112352869,1.64457107654668E-86,gene_861
476133,-1.81408782220588,7.67601426569215E-62,gene_87
478876,-1.8129084396161,1.33176640980261E-122,gene_878
537608,-1.40333796367501,2.22728908378064E-39,gene_885
44320,-1.79147337786436,2.23205718734073E-143,gene_895
478925,-1.11720113107877,6.15800765561458E-14,gene_898
534078,-1.01998208612609,4.17629271558834E-30,gene_904
478955,-2.11572798042922,2.37652699816924E-81,gene_908
479023,-1.10365637245958,5.67287922580679E-71,gene_919
479028,-1.31814992675091,1.30974055198053E-78,gene_922
449276,-2.60256311022453,4.88209327736611E-148,gene_928
479046,-1.1243040608443,1.20798401237289E-105,gene_929
479158,-1.55726431718107,1.15209118107613E-141,gene_963
479180,-1.98969590238099,7.49765334603517E-49,gene_969
