Gene_gattii	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
CGB_F3460C	1	0.994536228933748	0.955024276629232	0.690677146461012	0.628544530599053	0.617730295913003	0.658217902757956	0.620838883689592	0.658329225186476	0.67671676265366	0.745036162648363	0.692246287345586
CGB_H3720W	0.954159345093412	1	0.914162535811646	0.372841808139	0.374491928529934	0.406760423147054	0.345996973247709	0.3496157337995	0.391117316387912	0.323109347880905	0.270678413723614	0.227339719736331
CGB_F6550W	0.861042715899902	0.627123440775035	0.761658676998479	0.97730097820421	0.856390514418988	0.799921100589786	1	0.989920347077144	0.79949167690438	0.901551636202815	0.907139214605768	0.773436053651783
CGB_F6540C	0.793974104143646	0.917295580642108	0.860128374991689	1	0.934890836140555	0.915642101416052	0.612864092830492	0.672454630246543	0.631874327004918	0.807985785738876	0.800546119531528	0.764379092048756
CGB_F5470C	0.913369120634586	0.98037207464229	1	0.861255406138541	0.927796985973845	0.903296117758289	0.856824965700081	0.870312530957114	0.806992672768168	0.851569454749247	0.755681804600276	0.771435818818972
CGB_F5550C	0.995608513961035	1	0.920851664207496	0.786592000955719	0.777000386325385	0.735386802987067	0.660174700489996	0.666068998422597	0.648698783824248	0.544651452699102	0.615582446764145	0.577370042575732
CGB_F5320C	0.842827526539153	0.885827829075157	0.879126058890644	0.978440564042477	0.816898353687508	0.927304889340611	1	0.885825245960882	0.93952229458952	0.654606223929482	0.719413425077981	0.818255014204018
CGB_F6195W	0.98216676987082	0.977901047549612	1	0.95498916139382	0.977814837282108	0.883808145179097	0.735638569085244	0.782849023274619	0.732738736478678	0.738922090037283	0.654066123249833	0.684229256234883
CGB_F6320W	0.988756268630488	1	0.998482971322508	0.89535595514973	0.821855912018313	0.910673935656964	0.880602550892287	0.875830807118955	0.831778037667349	0.668787976960744	0.812166226793707	0.757736440173098
CGB_F5640C	0.965107612046189	1	0.985589009098255	0.657992646502273	0.65806419696709	0.625688597574012	0.746917461208897	0.798174535737877	0.794295235907364	0.622318176338886	0.636978351248909	0.656659654593076
CGB_F6340C	0.877791430680775	1	0.862004593700435	0.490171723935446	0.468257787022499	0.526124461821751	0.477238881210628	0.465284017570884	0.503772394126056	0.439568338905391	0.518104061003647	0.510091930800906
CGB_F5530C	0.689324760336397	0.702665452464859	0.71712338243217	0.721978566583563	1	0.90562935480924	0.748892859466535	0.72672665565238	0.650032781327006	0.598121335466188	0.779224886676623	0.599414564281422
