Rxn	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
r_1022	1	0.991619226423573	0.957674166832811	0.822195097187325	0.812976089513841	0.823223045976573	0.933843753450399	0.950046087963954	0.96277418251457	0.751155538062032	0.770614986000923	0.771817725379437
r_1027	1	0.997857367316793	0.864719603226888	0.6415675982771	0.55309525202383	0.683342540422618	0.501366039163359	0.42124945867629	0.565380067019621	0.467696437953686	0.384069168958728	0.4340588134719
r_1030	0.982121757354632	1	0.940799518578099	0.740181272479217	0.718147945613582	0.803306327994741	0.605345036597833	0.572255561287377	0.638093062802375	0.608311399685587	0.623026055709882	0.643553201323885
r_1085	0.710887522292927	0.783123854093425	0.817608563047296	0.810036678522405	0.786667053421353	0.803300457936857	0.972793529327227	1	0.916062708270384	0.832338428256456	0.97069151361491	0.895542885892212
r_1086	0.710887522292927	0.783123854093425	0.817608563047296	0.810036678522405	0.786667053421353	0.803300457936857	0.972793529327227	1	0.916062708270384	0.832338428256456	0.97069151361491	0.895542885892212
r_2034	0.861195737075178	0.941699651840639	1	0.806609076954316	0.836232870155137	0.781321337810033	0.789271272010963	0.709358915507608	0.825696749779416	0.798660640432342	0.792521065996103	0.752050376027866
r_2140	1	0.904650367163442	0.801274804678529	0.818202734348213	0.691573317186883	0.856001305454657	0.250999615646696	0.170882840926916	0.201090677800628	0.270589282924312	0.193123086534516	0.232212342590323
r_2141	1	0.904650367163442	0.801274804678529	0.818202734348213	0.691573317186883	0.856001305454657	0.250999615646696	0.170882840926916	0.201090677800628	0.270589282924312	0.193123086534516	0.232212342590323
r_2219	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2220	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2221	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2222	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2223	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2224	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2225	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2226	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2227	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2228	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
r_2840_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
r_2842_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
r_2856	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
r_2858	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
r_3220_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
r_3220_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
r_3222_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
r_3222_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
r_3432	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
r_3434	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
r_3440	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
r_3442	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_0021_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0021_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0022_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0022_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0023_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0023_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0024_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0024_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0025_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0025_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0026_EXP_1	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0026_EXP_2	0.863940796222793	0.756101140937188	0.774277808468449	0.825275051824342	0.818569907471433	0.790468558300926	0.990479440308742	0.859325610720737	1	0.623356592919707	0.678453361385325	0.662718761481892
t_0243	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_0246	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_0249	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_0252	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_0403	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
t_0406	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
t_0421_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
t_0424_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
t_0451_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_0451_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_0454_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_0454_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_1012	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_1013	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_1018	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_1019	0.538015511742587	0.536782083658194	0.505184668912755	0.858085970596606	1	0.892995132097472	0.585517996045379	0.537608422037889	0.606561845360595	0.533045870466455	0.626429677888041	0.661511558106887
t_1167	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
t_1168	0.7129432417226	0.772976679810055	0.761076775203528	0.684296958678423	0.666095402737784	0.708661464715227	0.849206994982171	0.894420024593675	0.832086508671579	1	0.943312185380608	0.994172689814059
t_1185_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
t_1186_EXP_1	0.788471733437093	0.658034540958953	0.638572501701438	0.916162688695979	1	0.991537168438779	0.59969192186118	0.555732354442641	0.583802901805215	0.692187723734297	0.764009602979111	0.699509592639316
t_1215_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_1215_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_1216_EXP_1	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
t_1216_EXP_2	0.756809165877212	0.777192599802753	0.738106264043723	0.878434122747332	0.827434045179334	0.942936943904005	0.929466131768203	0.89743176250017	0.97595718564706	1	0.921573978984563	0.946042949281899
y200003	0.986960957187844	1	0.887590216429575	0.859711865855412	0.724094552601273	0.984898553168434	0.544694057190113	0.456752642488366	0.541239920860076	0.513479632547197	0.459835635492974	0.467417829220708
y300014	0.704605752159792	0.655778534097159	0.627932257740075	0.778191894946026	0.770441325652742	0.765345160600649	0.855162597936427	0.81329427475823	0.819702132559728	1	0.98001019114394	0.952170357687286
y300044_EXP_1	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300044_EXP_2	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300045_EXP_1	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300045_EXP_2	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300046_EXP_1	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300046_EXP_2	0.50607930442419	0.534253257578619	0.50930128368657	0.679711735529479	0.66280733184966	0.547792952942375	0.900371515994412	0.903982480432853	0.901461144181806	0.961688473486785	1	0.927215362853143
y300052_EXP_1	0.98697003017273	0.999890809264956	0.935906410919618	0.794351964076836	0.872588921351869	0.871025046004856	1	0.95009076161819	0.982917849251099	0.934328805827137	0.999224078809498	0.989189670597479
y300052_EXP_2	0.98697003017273	0.999890809264956	0.935906410919618	0.794351964076836	0.872588921351869	0.871025046004856	1	0.95009076161819	0.982917849251099	0.934328805827137	0.999224078809498	0.989189670597479
