ReactionID,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM
r_0279,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0566,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0913,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0938,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0996,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0997,Biosynthesis of amino acids,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0891,Biosynthesis of amino acids,Biosynthesis of antibiotics,Carbon metabolism,"Glycine, serine and threonine metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0917,Biosynthesis of amino acids,Biosynthesis of antibiotics,Carbon metabolism,"Glycine, serine and threonine metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0918,Biosynthesis of amino acids,Biosynthesis of antibiotics,Carbon metabolism,"Glycine, serine and threonine metabolism",Vitamin B6 metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0309,Biosynthesis of amino acids,Biosynthesis of antibiotics,Cysteine and methionine metabolism,"Glycine, serine and threonine metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0310,Biosynthesis of amino acids,Biosynthesis of antibiotics,Cysteine and methionine metabolism,"Glycine, serine and threonine metabolism",Selenocompound metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0815,Biosynthesis of amino acids,Biosynthesis of antibiotics,Cysteine and methionine metabolism,"Glycine, serine and threonine metabolism",Selenocompound metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0726,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Cysteine and methionine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0085,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Cysteine and methionine metabolism,Selenocompound metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0308,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Cysteine and methionine metabolism,Selenocompound metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0727,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Cysteine and methionine metabolism,Selenocompound metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0548,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,"Glycine, serine and threonine metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0069,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,"Glycine, serine and threonine metabolism",Vitamin B6 metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1041,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,"Glycine, serine and threonine metabolism",Vitamin B6 metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0007,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0225,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0536,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0537,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0563,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0564,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0909,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0910,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_4042,Biosynthesis of amino acids,Biosynthesis of secondary metabolites,Histidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0958,Biosynthesis of amino acids,Carbon metabolism,Citrate cycle (TCA cycle),Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0100,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0101,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0102,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0105,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0106,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0107,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2283,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2284,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2285,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2286,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2287,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2288,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2289,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2290,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2291,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2292,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2293,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2294,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0103,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Butanoate metabolism,Carbon metabolism,Fatty acid degradation,Fatty acid metabolism,Glyoxylate and dicarboxylate metabolism,Lysine degradation,Propanoate metabolism,Pyruvate metabolism,Synthesis and degradation of ketone bodies,Terpenoid backbone biosynthesis,Tryptophan metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0104,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Butanoate metabolism,Carbon metabolism,Fatty acid degradation,Fatty acid metabolism,Glyoxylate and dicarboxylate metabolism,Lysine degradation,Propanoate metabolism,Pyruvate metabolism,Synthesis and degradation of ketone bodies,Terpenoid backbone biosynthesis,Tryptophan metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0559,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Butanoate metabolism,Synthesis and degradation of ketone bodies,Terpenoid backbone biosynthesis,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0560,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Butanoate metabolism,Synthesis and degradation of ketone bodies,Terpenoid backbone biosynthesis,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0713,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Cysteine and methionine metabolism,Glyoxylate and dicarboxylate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0714,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Cysteine and methionine metabolism,Glyoxylate and dicarboxylate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0715,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Cysteine and methionine metabolism,Glyoxylate and dicarboxylate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0505,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,Lysine degradation,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,Tryptophan metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0831,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,Lysine degradation,Propanoate metabolism,Pyruvate metabolism,Tryptophan metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0832,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,Lysine degradation,Propanoate metabolism,Pyruvate metabolism,Tryptophan metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0501,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0504,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0506,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0507,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0508,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0509,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1030,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,One carbon pool by folate,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0961,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,"Glycine, serine and threonine metabolism",Glycolysis,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Pyruvate metabolism,"Valine, leucine and isoleucine degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0884,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Gluconeogenesis,Glycolysis,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1021,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Oxidative phosphorylation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0668,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Propanoate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1022,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Propanoate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0451,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0452,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Citrate cycle (TCA cycle),Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0166,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0169,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0179,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0182,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0186,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0443,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0449,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Fructose and mannose metabolism,Gluconeogenesis,Glycolysis,Pentose phosphate pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0112,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Gluconeogenesis,Glycolysis,Propanoate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0113,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Gluconeogenesis,Glycolysis,Propanoate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0114,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Gluconeogenesis,Glycolysis,Propanoate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0889,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Glutathione metabolism,Pentose phosphate pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0255,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Glyoxylate and dicarboxylate metabolism,Longevity regulating pathway - multiple species,MAPK signaling pathway - yeast,Peroxisome,Tryptophan metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0256,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Glyoxylate and dicarboxylate metabolism,Longevity regulating pathway - multiple species,MAPK signaling pathway - yeast,Peroxisome,Tryptophan metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0091,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Carbon metabolism,Pentose phosphate pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0163,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0165,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0167,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0170,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0180,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0183,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0187,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2115,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Fatty acid degradation,Gluconeogenesis,Glycolysis,Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0168,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycerolipid metabolism,Glycolysis,Pentose and glucuronate interconversions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0171,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycerolipid metabolism,Glycolysis,Pentose and glucuronate interconversions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0181,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycerolipid metabolism,Glycolysis,Pentose and glucuronate interconversions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0184,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycerolipid metabolism,Glycolysis,Pentose and glucuronate interconversions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0062,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0064,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0072,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0095,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0567,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0959,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
